Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=80 binary=101111
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'standard', 'mlp_type': 'swiglu', 'use_value_embeddings': True, 'use_qk_norm': True, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,944
  scalars                 : 16
  total                   : 58,720,784
Estimated FLOPs per token: 3.271588e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 3099ms | tok/sec: 169,197 | mfu: 5.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.191219 | lrm: 1.00 | dt: 765ms | tok/sec: 685,377 | mfu: 22.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.952863 | lrm: 1.00 | dt: 765ms | tok/sec: 685,248 | mfu: 22.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.524093 | lrm: 1.00 | dt: 765ms | tok/sec: 685,026 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.109026 | lrm: 1.00 | dt: 766ms | tok/sec: 684,632 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.732411 | lrm: 1.00 | dt: 766ms | tok/sec: 684,727 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.434266 | lrm: 1.00 | dt: 766ms | tok/sec: 684,750 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.188784 | lrm: 1.00 | dt: 766ms | tok/sec: 684,351 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.977338 | lrm: 1.00 | dt: 767ms | tok/sec: 683,970 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.792792 | lrm: 1.00 | dt: 766ms | tok/sec: 684,078 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.637350 | lrm: 1.00 | dt: 766ms | tok/sec: 684,069 | mfu: 22.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.503418 | lrm: 1.00 | dt: 767ms | tok/sec: 683,620 | mfu: 22.6% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.386283 | lrm: 1.00 | dt: 767ms | tok/sec: 683,822 | mfu: 22.6% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 6.286706 | lrm: 1.00 | dt: 767ms | tok/sec: 683,654 | mfu: 22.6% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 6.193198 | lrm: 1.00 | dt: 767ms | tok/sec: 683,200 | mfu: 22.6% | epoch: 1 | remaining: 297s    
step 00015 (1.0%) | loss: 6.113346 | lrm: 1.00 | dt: 767ms | tok/sec: 683,537 | mfu: 22.6% | epoch: 1 | remaining: 296s    
step 00040 (7.4%) | loss: 5.120692 | lrm: 1.00 | dt: 769ms | tok/sec: 682,182 | mfu: 22.6% | epoch: 1 | remaining: 277s    
step 00041 (7.7%) | loss: 5.091972 | lrm: 1.00 | dt: 769ms | tok/sec: 681,948 | mfu: 22.5% | epoch: 1 | remaining: 276s    
step 00042 (7.9%) | loss: 5.064022 | lrm: 1.00 | dt: 768ms | tok/sec: 682,283 | mfu: 22.6% | epoch: 1 | remaining: 275s    
step 00043 (8.2%) | loss: 5.031955 | lrm: 1.00 | dt: 769ms | tok/sec: 681,474 | mfu: 22.5% | epoch: 1 | remaining: 275s    
step 00044 (8.4%) | loss: 5.006350 | lrm: 1.00 | dt: 769ms | tok/sec: 682,082 | mfu: 22.6% | epoch: 1 | remaining: 274s    
step 00045 (8.7%) | loss: 4.979631 | lrm: 1.00 | dt: 770ms | tok/sec: 681,254 | mfu: 22.5% | epoch: 1 | remaining: 273s    
step 00046 (9.0%) | loss: 4.951900 | lrm: 1.00 | dt: 769ms | tok/sec: 682,027 | mfu: 22.5% | epoch: 1 | remaining: 272s    
step 00047 (9.2%) | loss: 4.921510 | lrm: 1.00 | dt: 769ms | tok/sec: 681,587 | mfu: 22.5% | epoch: 1 | remaining: 272s    
step 00048 (9.5%) | loss: 4.897046 | lrm: 1.00 | dt: 769ms | tok/sec: 681,967 | mfu: 22.5% | epoch: 1 | remaining: 271s    
step 00049 (9.7%) | loss: 4.871334 | lrm: 1.00 | dt: 769ms | tok/sec: 681,557 | mfu: 22.5% | epoch: 1 | remaining: 270s    
step 00050 (10.0%) | loss: 4.843409 | lrm: 1.00 | dt: 769ms | tok/sec: 681,427 | mfu: 22.5% | epoch: 1 | remaining: 269s    
step 00051 (10.2%) | loss: 4.818034 | lrm: 1.00 | dt: 769ms | tok/sec: 681,664 | mfu: 22.5% | epoch: 1 | remaining: 269s    
step 00052 (10.5%) | loss: 4.789752 | lrm: 1.00 | dt: 770ms | tok/sec: 681,253 | mfu: 22.5% | epoch: 1 | remaining: 268s    
step 00053 (10.8%) | loss: 4.762695 | lrm: 1.00 | dt: 769ms | tok/sec: 681,818 | mfu: 22.5% | epoch: 1 | remaining: 267s    
step 00054 (11.0%) | loss: 4.735092 | lrm: 1.00 | dt: 770ms | tok/sec: 681,103 | mfu: 22.5% | epoch: 1 | remaining: 266s    
step 00055 (11.3%) | loss: 4.705044 | lrm: 1.00 | dt: 769ms | tok/sec: 681,355 | mfu: 22.5% | epoch: 1 | remaining: 265s    
step 00056 (11.5%) | loss: 4.680249 | lrm: 1.00 | dt: 770ms | tok/sec: 680,748 | mfu: 22.5% | epoch: 1 | remaining: 265s    
step 00057 (11.8%) | loss: 4.652851 | lrm: 1.00 | dt: 769ms | tok/sec: 681,928 | mfu: 22.5% | epoch: 1 | remaining: 264s    
step 00058 (12.0%) | loss: 4.626756 | lrm: 1.00 | dt: 770ms | tok/sec: 681,132 | mfu: 22.5% | epoch: 1 | remaining: 263s    
step 00059 (12.3%) | loss: 4.595049 | lrm: 1.00 | dt: 769ms | tok/sec: 681,664 | mfu: 22.5% | epoch: 1 | remaining: 262s    
step 00060 (12.6%) | loss: 4.567164 | lrm: 1.00 | dt: 771ms | tok/sec: 679,961 | mfu: 22.5% | epoch: 1 | remaining: 262s    
step 00061 (12.8%) | loss: 4.543269 | lrm: 1.00 | dt: 769ms | tok/sec: 681,826 | mfu: 22.5% | epoch: 1 | remaining: 261s    
step 00062 (13.1%) | loss: 4.516576 | lrm: 1.00 | dt: 771ms | tok/sec: 680,087 | mfu: 22.5% | epoch: 1 | remaining: 260s    
step 00063 (13.3%) | loss: 4.489095 | lrm: 1.00 | dt: 769ms | tok/sec: 681,544 | mfu: 22.5% | epoch: 1 | remaining: 259s    
step 00064 (13.6%) | loss: 4.465492 | lrm: 1.00 | dt: 771ms | tok/sec: 680,247 | mfu: 22.5% | epoch: 1 | remaining: 258s    
step 00065 (13.8%) | loss: 4.442157 | lrm: 1.00 | dt: 769ms | tok/sec: 681,707 | mfu: 22.5% | epoch: 1 | remaining: 258s    
step 00066 (14.1%) | loss: 4.420485 | lrm: 1.00 | dt: 772ms | tok/sec: 679,429 | mfu: 22.5% | epoch: 1 | remaining: 257s    
step 00067 (14.3%) | loss: 4.396800 | lrm: 1.00 | dt: 770ms | tok/sec: 681,003 | mfu: 22.5% | epoch: 1 | remaining: 256s    
step 00068 (14.6%) | loss: 4.373875 | lrm: 1.00 | dt: 771ms | tok/sec: 680,251 | mfu: 22.5% | epoch: 1 | remaining: 255s    
step 00069 (14.9%) | loss: 4.349767 | lrm: 1.00 | dt: 770ms | tok/sec: 680,912 | mfu: 22.5% | epoch: 1 | remaining: 255s    
step 00070 (15.1%) | loss: 4.326614 | lrm: 1.00 | dt: 771ms | tok/sec: 680,176 | mfu: 22.5% | epoch: 1 | remaining: 254s    
step 00071 (15.4%) | loss: 4.297456 | lrm: 1.00 | dt: 770ms | tok/sec: 680,844 | mfu: 22.5% | epoch: 1 | remaining: 253s    
step 00072 (15.6%) | loss: 4.282394 | lrm: 1.00 | dt: 771ms | tok/sec: 680,384 | mfu: 22.5% | epoch: 1 | remaining: 252s    
step 00073 (15.9%) | loss: 4.264283 | lrm: 1.00 | dt: 770ms | tok/sec: 680,539 | mfu: 22.5% | epoch: 1 | remaining: 252s    
step 00074 (16.1%) | loss: 4.243114 | lrm: 1.00 | dt: 770ms | tok/sec: 680,812 | mfu: 22.5% | epoch: 1 | remaining: 251s    
step 00075 (16.4%) | loss: 4.220508 | lrm: 1.00 | dt: 771ms | tok/sec: 680,210 | mfu: 22.5% | epoch: 1 | remaining: 250s    
step 00076 (16.7%) | loss: 4.201404 | lrm: 1.00 | dt: 770ms | tok/sec: 680,864 | mfu: 22.5% | epoch: 1 | remaining: 249s    
step 00077 (16.9%) | loss: 4.186030 | lrm: 1.00 | dt: 771ms | tok/sec: 679,742 | mfu: 22.5% | epoch: 1 | remaining: 248s    
step 00078 (17.2%) | loss: 4.163669 | lrm: 1.00 | dt: 770ms | tok/sec: 680,495 | mfu: 22.5% | epoch: 1 | remaining: 248s    
step 00079 (17.4%) | loss: 4.144422 | lrm: 1.00 | dt: 773ms | tok/sec: 678,291 | mfu: 22.4% | epoch: 1 | remaining: 247s    
step 00080 (17.7%) | loss: 4.127730 | lrm: 1.00 | dt: 771ms | tok/sec: 680,175 | mfu: 22.5% | epoch: 1 | remaining: 246s    
step 00081 (17.9%) | loss: 4.111570 | lrm: 1.00 | dt: 771ms | tok/sec: 679,685 | mfu: 22.5% | epoch: 1 | remaining: 245s    
step 00082 (18.2%) | loss: 4.095058 | lrm: 1.00 | dt: 772ms | tok/sec: 679,304 | mfu: 22.5% | epoch: 1 | remaining: 245s    
step 00083 (18.5%) | loss: 4.074689 | lrm: 1.00 | dt: 771ms | tok/sec: 679,769 | mfu: 22.5% | epoch: 1 | remaining: 244s    
step 00084 (18.7%) | loss: 4.054440 | lrm: 1.00 | dt: 775ms | tok/sec: 676,261 | mfu: 22.4% | epoch: 1 | remaining: 243s    
step 00085 (19.0%) | loss: 4.039200 | lrm: 1.00 | dt: 776ms | tok/sec: 675,724 | mfu: 22.3% | epoch: 1 | remaining: 242s    
step 00086 (19.2%) | loss: 4.021745 | lrm: 1.00 | dt: 771ms | tok/sec: 680,325 | mfu: 22.5% | epoch: 1 | remaining: 242s    
step 00087 (19.5%) | loss: 4.008570 | lrm: 1.00 | dt: 780ms | tok/sec: 672,191 | mfu: 22.2% | epoch: 1 | remaining: 241s    
step 00088 (19.8%) | loss: 3.994341 | lrm: 1.00 | dt: 775ms | tok/sec: 676,818 | mfu: 22.4% | epoch: 1 | remaining: 240s    
step 00089 (20.0%) | loss: 3.977621 | lrm: 1.00 | dt: 774ms | tok/sec: 676,981 | mfu: 22.4% | epoch: 1 | remaining: 239s    
step 00090 (20.3%) | loss: 3.966005 | lrm: 1.00 | dt: 772ms | tok/sec: 679,446 | mfu: 22.5% | epoch: 1 | remaining: 238s    
step 00091 (20.5%) | loss: 3.951252 | lrm: 1.00 | dt: 778ms | tok/sec: 674,315 | mfu: 22.3% | epoch: 1 | remaining: 238s    
step 00092 (20.8%) | loss: 3.938908 | lrm: 1.00 | dt: 778ms | tok/sec: 674,115 | mfu: 22.3% | epoch: 1 | remaining: 237s    
step 00093 (21.0%) | loss: 3.924402 | lrm: 1.00 | dt: 774ms | tok/sec: 677,374 | mfu: 22.4% | epoch: 1 | remaining: 236s    
step 00094 (21.3%) | loss: 3.913397 | lrm: 1.00 | dt: 777ms | tok/sec: 675,031 | mfu: 22.3% | epoch: 1 | remaining: 235s    
step 00095 (21.6%) | loss: 3.903357 | lrm: 1.00 | dt: 777ms | tok/sec: 674,622 | mfu: 22.3% | epoch: 1 | remaining: 235s    
step 00096 (21.8%) | loss: 3.888206 | lrm: 1.00 | dt: 774ms | tok/sec: 677,344 | mfu: 22.4% | epoch: 1 | remaining: 234s    
step 00097 (22.1%) | loss: 3.878539 | lrm: 1.00 | dt: 777ms | tok/sec: 674,943 | mfu: 22.3% | epoch: 1 | remaining: 233s    
step 00098 (22.3%) | loss: 3.865735 | lrm: 1.00 | dt: 776ms | tok/sec: 675,418 | mfu: 22.3% | epoch: 1 | remaining: 232s    
step 00099 (22.6%) | loss: 3.855130 | lrm: 1.00 | dt: 776ms | tok/sec: 675,504 | mfu: 22.3% | epoch: 1 | remaining: 231s    
step 00100 (22.9%) | loss: 3.843931 | lrm: 1.00 | dt: 780ms | tok/sec: 671,899 | mfu: 22.2% | epoch: 1 | remaining: 231s    
step 00101 (23.1%) | loss: 3.830379 | lrm: 1.00 | dt: 775ms | tok/sec: 676,898 | mfu: 22.4% | epoch: 1 | remaining: 230s    
step 00102 (23.4%) | loss: 3.818868 | lrm: 1.00 | dt: 781ms | tok/sec: 671,249 | mfu: 22.2% | epoch: 1 | remaining: 229s    
step 00103 (23.6%) | loss: 3.802053 | lrm: 1.00 | dt: 774ms | tok/sec: 677,166 | mfu: 22.4% | epoch: 1 | remaining: 228s    
step 00104 (23.9%) | loss: 3.790948 | lrm: 1.00 | dt: 784ms | tok/sec: 668,774 | mfu: 22.1% | epoch: 1 | remaining: 228s    
step 00105 (24.2%) | loss: 3.780700 | lrm: 1.00 | dt: 778ms | tok/sec: 674,173 | mfu: 22.3% | epoch: 1 | remaining: 227s    
step 00106 (24.4%) | loss: 3.771581 | lrm: 1.00 | dt: 776ms | tok/sec: 675,287 | mfu: 22.3% | epoch: 1 | remaining: 226s    
step 00107 (24.7%) | loss: 3.764667 | lrm: 1.00 | dt: 784ms | tok/sec: 668,685 | mfu: 22.1% | epoch: 1 | remaining: 225s    
step 00108 (24.9%) | loss: 3.758635 | lrm: 1.00 | dt: 780ms | tok/sec: 672,260 | mfu: 22.2% | epoch: 1 | remaining: 224s    
step 00109 (25.2%) | loss: 3.752887 | lrm: 1.00 | dt: 782ms | tok/sec: 670,403 | mfu: 22.2% | epoch: 1 | remaining: 224s    
step 00110 (25.5%) | loss: 3.744568 | lrm: 1.00 | dt: 781ms | tok/sec: 671,719 | mfu: 22.2% | epoch: 1 | remaining: 223s    
step 00111 (25.7%) | loss: 3.742970 | lrm: 1.00 | dt: 783ms | tok/sec: 669,914 | mfu: 22.1% | epoch: 1 | remaining: 222s    
step 00112 (26.0%) | loss: 3.736274 | lrm: 1.00 | dt: 778ms | tok/sec: 673,627 | mfu: 22.3% | epoch: 1 | remaining: 221s    
step 00113 (26.2%) | loss: 3.733344 | lrm: 1.00 | dt: 777ms | tok/sec: 674,684 | mfu: 22.3% | epoch: 1 | remaining: 221s    
step 00114 (26.5%) | loss: 3.732737 | lrm: 1.00 | dt: 778ms | tok/sec: 674,155 | mfu: 22.3% | epoch: 1 | remaining: 220s    
step 00115 (26.7%) | loss: 3.726943 | lrm: 1.00 | dt: 779ms | tok/sec: 673,403 | mfu: 22.3% | epoch: 1 | remaining: 219s    
step 00116 (27.0%) | loss: 3.717143 | lrm: 1.00 | dt: 777ms | tok/sec: 674,994 | mfu: 22.3% | epoch: 1 | remaining: 218s    
step 00117 (27.3%) | loss: 3.715506 | lrm: 1.00 | dt: 786ms | tok/sec: 666,657 | mfu: 22.0% | epoch: 1 | remaining: 217s    
step 00118 (27.5%) | loss: 3.706664 | lrm: 1.00 | dt: 780ms | tok/sec: 672,045 | mfu: 22.2% | epoch: 1 | remaining: 217s    
step 00119 (27.8%) | loss: 3.702127 | lrm: 1.00 | dt: 779ms | tok/sec: 673,123 | mfu: 22.3% | epoch: 1 | remaining: 216s    
step 00120 (28.1%) | loss: 3.698392 | lrm: 1.00 | dt: 782ms | tok/sec: 670,471 | mfu: 22.2% | epoch: 1 | remaining: 215s    
step 00121 (28.3%) | loss: 3.683803 | lrm: 1.00 | dt: 786ms | tok/sec: 666,731 | mfu: 22.0% | epoch: 1 | remaining: 214s    
step 00122 (28.6%) | loss: 3.676509 | lrm: 1.00 | dt: 788ms | tok/sec: 664,991 | mfu: 22.0% | epoch: 1 | remaining: 213s    
step 00123 (28.8%) | loss: 3.671625 | lrm: 1.00 | dt: 776ms | tok/sec: 675,564 | mfu: 22.3% | epoch: 1 | remaining: 213s    
step 00124 (29.1%) | loss: 3.669199 | lrm: 1.00 | dt: 785ms | tok/sec: 667,742 | mfu: 22.1% | epoch: 1 | remaining: 212s    
step 00125 (29.4%) | loss: 3.661747 | lrm: 1.00 | dt: 781ms | tok/sec: 671,219 | mfu: 22.2% | epoch: 1 | remaining: 211s    
step 00126 (29.6%) | loss: 3.654278 | lrm: 1.00 | dt: 783ms | tok/sec: 669,693 | mfu: 22.1% | epoch: 1 | remaining: 210s    
step 00127 (29.9%) | loss: 3.646660 | lrm: 1.00 | dt: 792ms | tok/sec: 661,780 | mfu: 21.9% | epoch: 1 | remaining: 210s    
step 00128 (30.1%) | loss: 3.644936 | lrm: 1.00 | dt: 784ms | tok/sec: 668,554 | mfu: 22.1% | epoch: 1 | remaining: 209s    
step 00129 (30.4%) | loss: 3.638506 | lrm: 1.00 | dt: 781ms | tok/sec: 671,308 | mfu: 22.2% | epoch: 1 | remaining: 208s    
step 00130 (30.7%) | loss: 3.635228 | lrm: 1.00 | dt: 789ms | tok/sec: 664,763 | mfu: 22.0% | epoch: 1 | remaining: 207s    
step 00131 (30.9%) | loss: 3.630042 | lrm: 1.00 | dt: 784ms | tok/sec: 668,984 | mfu: 22.1% | epoch: 1 | remaining: 206s    
step 00132 (31.2%) | loss: 3.625126 | lrm: 1.00 | dt: 782ms | tok/sec: 670,291 | mfu: 22.2% | epoch: 1 | remaining: 206s    
step 00133 (31.4%) | loss: 3.624539 | lrm: 1.00 | dt: 784ms | tok/sec: 668,979 | mfu: 22.1% | epoch: 1 | remaining: 205s    
step 00134 (31.7%) | loss: 3.615704 | lrm: 1.00 | dt: 787ms | tok/sec: 666,312 | mfu: 22.0% | epoch: 1 | remaining: 204s    
step 00135 (32.0%) | loss: 3.610568 | lrm: 1.00 | dt: 781ms | tok/sec: 671,629 | mfu: 22.2% | epoch: 1 | remaining: 203s    
step 00136 (32.2%) | loss: 3.603750 | lrm: 1.00 | dt: 786ms | tok/sec: 666,711 | mfu: 22.0% | epoch: 1 | remaining: 203s    
step 00137 (32.5%) | loss: 3.599927 | lrm: 1.00 | dt: 792ms | tok/sec: 661,862 | mfu: 21.9% | epoch: 1 | remaining: 202s    
step 00138 (32.8%) | loss: 3.601282 | lrm: 1.00 | dt: 787ms | tok/sec: 666,497 | mfu: 22.0% | epoch: 1 | remaining: 201s    
step 00139 (33.0%) | loss: 3.591974 | lrm: 1.00 | dt: 783ms | tok/sec: 669,492 | mfu: 22.1% | epoch: 1 | remaining: 200s    
step 00140 (33.3%) | loss: 3.585521 | lrm: 1.00 | dt: 785ms | tok/sec: 667,759 | mfu: 22.1% | epoch: 1 | remaining: 199s    
step 00141 (33.5%) | loss: 3.583248 | lrm: 1.00 | dt: 789ms | tok/sec: 664,612 | mfu: 22.0% | epoch: 1 | remaining: 199s    
step 00142 (33.8%) | loss: 3.581263 | lrm: 1.00 | dt: 779ms | tok/sec: 673,168 | mfu: 22.3% | epoch: 1 | remaining: 198s    
step 00143 (34.1%) | loss: 3.576716 | lrm: 1.00 | dt: 782ms | tok/sec: 670,233 | mfu: 22.2% | epoch: 1 | remaining: 197s    
step 00144 (34.3%) | loss: 3.580483 | lrm: 1.00 | dt: 782ms | tok/sec: 670,319 | mfu: 22.2% | epoch: 1 | remaining: 196s    
step 00145 (34.6%) | loss: 3.576343 | lrm: 1.00 | dt: 783ms | tok/sec: 669,379 | mfu: 22.1% | epoch: 1 | remaining: 195s    
step 00146 (34.8%) | loss: 3.572276 | lrm: 1.00 | dt: 792ms | tok/sec: 661,585 | mfu: 21.9% | epoch: 1 | remaining: 195s    
step 00147 (35.1%) | loss: 3.571996 | lrm: 1.00 | dt: 785ms | tok/sec: 667,640 | mfu: 22.1% | epoch: 1 | remaining: 194s    
step 00148 (35.4%) | loss: 3.565922 | lrm: 1.00 | dt: 793ms | tok/sec: 661,164 | mfu: 21.9% | epoch: 1 | remaining: 193s    
step 00149 (35.6%) | loss: 3.557256 | lrm: 1.00 | dt: 786ms | tok/sec: 667,078 | mfu: 22.1% | epoch: 1 | remaining: 192s    
step 00150 (35.9%) | loss: 3.556155 | lrm: 1.00 | dt: 791ms | tok/sec: 662,733 | mfu: 21.9% | epoch: 1 | remaining: 192s    
