Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=73 binary=101000
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'standard', 'mlp_type': 'swiglu', 'use_value_embeddings': False, 'use_qk_norm': False, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,432
  scalars                 : 16
  total                   : 41,943,056
Estimated FLOPs per token: 3.271557e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 3019ms | tok/sec: 173,670 | mfu: 5.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.191327 | lrm: 1.00 | dt: 733ms | tok/sec: 715,514 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.956004 | lrm: 1.00 | dt: 733ms | tok/sec: 715,332 | mfu: 23.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.538385 | lrm: 1.00 | dt: 734ms | tok/sec: 714,633 | mfu: 23.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.112878 | lrm: 1.00 | dt: 733ms | tok/sec: 715,224 | mfu: 23.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.746173 | lrm: 1.00 | dt: 733ms | tok/sec: 715,023 | mfu: 23.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.446529 | lrm: 1.00 | dt: 734ms | tok/sec: 714,234 | mfu: 23.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.199509 | lrm: 1.00 | dt: 734ms | tok/sec: 714,364 | mfu: 23.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.986676 | lrm: 1.00 | dt: 735ms | tok/sec: 713,617 | mfu: 23.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.800646 | lrm: 1.00 | dt: 736ms | tok/sec: 712,319 | mfu: 23.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.643413 | lrm: 1.00 | dt: 735ms | tok/sec: 713,456 | mfu: 23.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.508609 | lrm: 1.00 | dt: 734ms | tok/sec: 713,925 | mfu: 23.6% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.390634 | lrm: 1.00 | dt: 735ms | tok/sec: 713,753 | mfu: 23.6% | epoch: 1 | remaining: 299s    
step 00013 (0.5%) | loss: 6.290135 | lrm: 1.00 | dt: 735ms | tok/sec: 713,641 | mfu: 23.6% | epoch: 1 | remaining: 298s    
step 00014 (0.7%) | loss: 6.196867 | lrm: 1.00 | dt: 735ms | tok/sec: 713,640 | mfu: 23.6% | epoch: 1 | remaining: 297s    
step 00015 (1.0%) | loss: 6.116656 | lrm: 1.00 | dt: 735ms | tok/sec: 713,326 | mfu: 23.6% | epoch: 1 | remaining: 296s    
step 00037 (6.4%) | loss: 5.353805 | lrm: 1.00 | dt: 737ms | tok/sec: 711,674 | mfu: 23.5% | epoch: 1 | remaining: 280s    
step 00038 (6.6%) | loss: 5.335210 | lrm: 1.00 | dt: 737ms | tok/sec: 710,961 | mfu: 23.5% | epoch: 1 | remaining: 279s    
step 00039 (6.9%) | loss: 5.312720 | lrm: 1.00 | dt: 737ms | tok/sec: 710,904 | mfu: 23.5% | epoch: 1 | remaining: 279s    
step 00040 (7.1%) | loss: 5.290252 | lrm: 1.00 | dt: 737ms | tok/sec: 711,389 | mfu: 23.5% | epoch: 1 | remaining: 278s    
step 00041 (7.4%) | loss: 5.270748 | lrm: 1.00 | dt: 737ms | tok/sec: 711,393 | mfu: 23.5% | epoch: 1 | remaining: 277s    
step 00042 (7.6%) | loss: 5.253555 | lrm: 1.00 | dt: 737ms | tok/sec: 711,637 | mfu: 23.5% | epoch: 1 | remaining: 276s    
step 00043 (7.9%) | loss: 5.233991 | lrm: 1.00 | dt: 737ms | tok/sec: 711,473 | mfu: 23.5% | epoch: 1 | remaining: 276s    
step 00044 (8.1%) | loss: 5.213502 | lrm: 1.00 | dt: 737ms | tok/sec: 711,134 | mfu: 23.5% | epoch: 1 | remaining: 275s    
step 00045 (8.3%) | loss: 5.193878 | lrm: 1.00 | dt: 737ms | tok/sec: 710,911 | mfu: 23.5% | epoch: 1 | remaining: 274s    
step 00046 (8.6%) | loss: 5.177018 | lrm: 1.00 | dt: 738ms | tok/sec: 710,868 | mfu: 23.5% | epoch: 1 | remaining: 273s    
step 00047 (8.8%) | loss: 5.157399 | lrm: 1.00 | dt: 737ms | tok/sec: 711,076 | mfu: 23.5% | epoch: 1 | remaining: 273s    
step 00048 (9.1%) | loss: 5.141076 | lrm: 1.00 | dt: 737ms | tok/sec: 711,311 | mfu: 23.5% | epoch: 1 | remaining: 272s    
step 00049 (9.3%) | loss: 5.120937 | lrm: 1.00 | dt: 737ms | tok/sec: 711,683 | mfu: 23.5% | epoch: 1 | remaining: 271s    
step 00050 (9.6%) | loss: 5.101337 | lrm: 1.00 | dt: 738ms | tok/sec: 710,343 | mfu: 23.5% | epoch: 1 | remaining: 271s    
step 00051 (9.8%) | loss: 5.087224 | lrm: 1.00 | dt: 738ms | tok/sec: 710,816 | mfu: 23.5% | epoch: 1 | remaining: 270s    
step 00052 (10.1%) | loss: 5.068448 | lrm: 1.00 | dt: 738ms | tok/sec: 710,252 | mfu: 23.5% | epoch: 1 | remaining: 269s    
step 00053 (10.3%) | loss: 5.049476 | lrm: 1.00 | dt: 739ms | tok/sec: 709,762 | mfu: 23.5% | epoch: 1 | remaining: 268s    
step 00054 (10.6%) | loss: 5.030514 | lrm: 1.00 | dt: 738ms | tok/sec: 709,987 | mfu: 23.5% | epoch: 1 | remaining: 268s    
step 00055 (10.8%) | loss: 5.010233 | lrm: 1.00 | dt: 739ms | tok/sec: 709,372 | mfu: 23.5% | epoch: 1 | remaining: 267s    
step 00056 (11.0%) | loss: 4.995459 | lrm: 1.00 | dt: 739ms | tok/sec: 709,638 | mfu: 23.5% | epoch: 1 | remaining: 266s    
step 00057 (11.3%) | loss: 4.980320 | lrm: 1.00 | dt: 739ms | tok/sec: 709,396 | mfu: 23.5% | epoch: 1 | remaining: 265s    
step 00058 (11.5%) | loss: 4.963205 | lrm: 1.00 | dt: 738ms | tok/sec: 709,943 | mfu: 23.5% | epoch: 1 | remaining: 265s    
step 00059 (11.8%) | loss: 4.939995 | lrm: 1.00 | dt: 738ms | tok/sec: 709,999 | mfu: 23.5% | epoch: 1 | remaining: 264s    
step 00060 (12.0%) | loss: 4.922019 | lrm: 1.00 | dt: 738ms | tok/sec: 710,455 | mfu: 23.5% | epoch: 1 | remaining: 263s    
step 00061 (12.3%) | loss: 4.907343 | lrm: 1.00 | dt: 738ms | tok/sec: 710,670 | mfu: 23.5% | epoch: 1 | remaining: 262s    
step 00062 (12.5%) | loss: 4.887848 | lrm: 1.00 | dt: 738ms | tok/sec: 710,540 | mfu: 23.5% | epoch: 1 | remaining: 262s    
step 00063 (12.8%) | loss: 4.867726 | lrm: 1.00 | dt: 738ms | tok/sec: 710,378 | mfu: 23.5% | epoch: 1 | remaining: 261s    
step 00064 (13.0%) | loss: 4.849648 | lrm: 1.00 | dt: 738ms | tok/sec: 710,161 | mfu: 23.5% | epoch: 1 | remaining: 260s    
step 00065 (13.3%) | loss: 4.831659 | lrm: 1.00 | dt: 739ms | tok/sec: 709,184 | mfu: 23.4% | epoch: 1 | remaining: 259s    
step 00066 (13.5%) | loss: 4.816978 | lrm: 1.00 | dt: 740ms | tok/sec: 708,625 | mfu: 23.4% | epoch: 1 | remaining: 259s    
step 00067 (13.8%) | loss: 4.801458 | lrm: 1.00 | dt: 739ms | tok/sec: 709,253 | mfu: 23.4% | epoch: 1 | remaining: 258s    
step 00068 (14.0%) | loss: 4.783411 | lrm: 1.00 | dt: 740ms | tok/sec: 708,787 | mfu: 23.4% | epoch: 1 | remaining: 257s    
step 00069 (14.2%) | loss: 4.763185 | lrm: 1.00 | dt: 740ms | tok/sec: 708,417 | mfu: 23.4% | epoch: 1 | remaining: 257s    
step 00070 (14.5%) | loss: 4.742525 | lrm: 1.00 | dt: 740ms | tok/sec: 708,729 | mfu: 23.4% | epoch: 1 | remaining: 256s    
step 00071 (14.7%) | loss: 4.716781 | lrm: 1.00 | dt: 740ms | tok/sec: 708,129 | mfu: 23.4% | epoch: 1 | remaining: 255s    
step 00072 (15.0%) | loss: 4.704971 | lrm: 1.00 | dt: 740ms | tok/sec: 708,816 | mfu: 23.4% | epoch: 1 | remaining: 254s    
step 00073 (15.2%) | loss: 4.690667 | lrm: 1.00 | dt: 740ms | tok/sec: 708,415 | mfu: 23.4% | epoch: 1 | remaining: 254s    
step 00074 (15.5%) | loss: 4.669025 | lrm: 1.00 | dt: 740ms | tok/sec: 708,145 | mfu: 23.4% | epoch: 1 | remaining: 253s    
step 00075 (15.7%) | loss: 4.653053 | lrm: 1.00 | dt: 740ms | tok/sec: 708,401 | mfu: 23.4% | epoch: 1 | remaining: 252s    
step 00076 (16.0%) | loss: 4.637492 | lrm: 1.00 | dt: 741ms | tok/sec: 707,571 | mfu: 23.4% | epoch: 1 | remaining: 251s    
step 00077 (16.2%) | loss: 4.621391 | lrm: 1.00 | dt: 740ms | tok/sec: 708,669 | mfu: 23.4% | epoch: 1 | remaining: 251s    
step 00078 (16.5%) | loss: 4.599561 | lrm: 1.00 | dt: 740ms | tok/sec: 708,108 | mfu: 23.4% | epoch: 1 | remaining: 250s    
step 00079 (16.7%) | loss: 4.578770 | lrm: 1.00 | dt: 742ms | tok/sec: 706,513 | mfu: 23.4% | epoch: 1 | remaining: 249s    
step 00080 (17.0%) | loss: 4.559619 | lrm: 1.00 | dt: 741ms | tok/sec: 707,086 | mfu: 23.4% | epoch: 1 | remaining: 248s    
step 00081 (17.2%) | loss: 4.541080 | lrm: 1.00 | dt: 743ms | tok/sec: 705,911 | mfu: 23.3% | epoch: 1 | remaining: 248s    
step 00082 (17.5%) | loss: 4.527015 | lrm: 1.00 | dt: 740ms | tok/sec: 708,252 | mfu: 23.4% | epoch: 1 | remaining: 247s    
step 00083 (17.7%) | loss: 4.507133 | lrm: 1.00 | dt: 740ms | tok/sec: 708,897 | mfu: 23.4% | epoch: 1 | remaining: 246s    
step 00084 (18.0%) | loss: 4.483890 | lrm: 1.00 | dt: 743ms | tok/sec: 705,956 | mfu: 23.3% | epoch: 1 | remaining: 245s    
step 00085 (18.2%) | loss: 4.469008 | lrm: 1.00 | dt: 741ms | tok/sec: 707,810 | mfu: 23.4% | epoch: 1 | remaining: 245s    
step 00086 (18.4%) | loss: 4.451590 | lrm: 1.00 | dt: 740ms | tok/sec: 708,105 | mfu: 23.4% | epoch: 1 | remaining: 244s    
step 00087 (18.7%) | loss: 4.434493 | lrm: 1.00 | dt: 746ms | tok/sec: 703,024 | mfu: 23.2% | epoch: 1 | remaining: 243s    
step 00088 (18.9%) | loss: 4.418095 | lrm: 1.00 | dt: 744ms | tok/sec: 704,998 | mfu: 23.3% | epoch: 1 | remaining: 242s    
step 00089 (19.2%) | loss: 4.398850 | lrm: 1.00 | dt: 745ms | tok/sec: 703,839 | mfu: 23.3% | epoch: 1 | remaining: 242s    
step 00090 (19.4%) | loss: 4.383481 | lrm: 1.00 | dt: 745ms | tok/sec: 703,503 | mfu: 23.3% | epoch: 1 | remaining: 241s    
step 00091 (19.7%) | loss: 4.363324 | lrm: 1.00 | dt: 752ms | tok/sec: 697,301 | mfu: 23.1% | epoch: 1 | remaining: 240s    
step 00092 (19.9%) | loss: 4.348352 | lrm: 1.00 | dt: 742ms | tok/sec: 706,893 | mfu: 23.4% | epoch: 1 | remaining: 239s    
step 00093 (20.2%) | loss: 4.329645 | lrm: 1.00 | dt: 748ms | tok/sec: 701,094 | mfu: 23.2% | epoch: 1 | remaining: 239s    
step 00094 (20.4%) | loss: 4.314959 | lrm: 1.00 | dt: 744ms | tok/sec: 704,362 | mfu: 23.3% | epoch: 1 | remaining: 238s    
step 00095 (20.7%) | loss: 4.301228 | lrm: 1.00 | dt: 743ms | tok/sec: 706,005 | mfu: 23.3% | epoch: 1 | remaining: 237s    
step 00096 (20.9%) | loss: 4.283396 | lrm: 1.00 | dt: 748ms | tok/sec: 701,193 | mfu: 23.2% | epoch: 1 | remaining: 236s    
step 00097 (21.2%) | loss: 4.268183 | lrm: 1.00 | dt: 746ms | tok/sec: 703,180 | mfu: 23.2% | epoch: 1 | remaining: 236s    
step 00098 (21.4%) | loss: 4.251370 | lrm: 1.00 | dt: 751ms | tok/sec: 697,871 | mfu: 23.1% | epoch: 1 | remaining: 235s    
step 00099 (21.7%) | loss: 4.236823 | lrm: 1.00 | dt: 746ms | tok/sec: 702,927 | mfu: 23.2% | epoch: 1 | remaining: 234s    
step 00100 (21.9%) | loss: 4.223348 | lrm: 1.00 | dt: 743ms | tok/sec: 705,981 | mfu: 23.3% | epoch: 1 | remaining: 233s    
step 00101 (22.2%) | loss: 4.205432 | lrm: 1.00 | dt: 750ms | tok/sec: 698,980 | mfu: 23.1% | epoch: 1 | remaining: 233s    
step 00102 (22.4%) | loss: 4.188202 | lrm: 1.00 | dt: 750ms | tok/sec: 698,647 | mfu: 23.1% | epoch: 1 | remaining: 232s    
step 00103 (22.7%) | loss: 4.167729 | lrm: 1.00 | dt: 756ms | tok/sec: 693,708 | mfu: 22.9% | epoch: 1 | remaining: 231s    
step 00104 (22.9%) | loss: 4.154118 | lrm: 1.00 | dt: 753ms | tok/sec: 696,017 | mfu: 23.0% | epoch: 1 | remaining: 230s    
step 00105 (23.2%) | loss: 4.140380 | lrm: 1.00 | dt: 751ms | tok/sec: 697,662 | mfu: 23.1% | epoch: 1 | remaining: 230s    
step 00106 (23.4%) | loss: 4.126991 | lrm: 1.00 | dt: 759ms | tok/sec: 691,027 | mfu: 22.8% | epoch: 1 | remaining: 229s    
step 00107 (23.7%) | loss: 4.117055 | lrm: 1.00 | dt: 757ms | tok/sec: 692,961 | mfu: 22.9% | epoch: 1 | remaining: 228s    
step 00108 (23.9%) | loss: 4.106056 | lrm: 1.00 | dt: 754ms | tok/sec: 695,534 | mfu: 23.0% | epoch: 1 | remaining: 227s    
step 00109 (24.2%) | loss: 4.093905 | lrm: 1.00 | dt: 750ms | tok/sec: 698,929 | mfu: 23.1% | epoch: 1 | remaining: 227s    
step 00110 (24.4%) | loss: 4.079998 | lrm: 1.00 | dt: 756ms | tok/sec: 693,852 | mfu: 22.9% | epoch: 1 | remaining: 226s    
step 00111 (24.7%) | loss: 4.072937 | lrm: 1.00 | dt: 751ms | tok/sec: 698,027 | mfu: 23.1% | epoch: 1 | remaining: 225s    
step 00112 (24.9%) | loss: 4.062115 | lrm: 1.00 | dt: 746ms | tok/sec: 703,130 | mfu: 23.2% | epoch: 1 | remaining: 224s    
step 00113 (25.2%) | loss: 4.054706 | lrm: 1.00 | dt: 747ms | tok/sec: 701,589 | mfu: 23.2% | epoch: 1 | remaining: 224s    
step 00114 (25.4%) | loss: 4.048728 | lrm: 1.00 | dt: 749ms | tok/sec: 699,517 | mfu: 23.1% | epoch: 1 | remaining: 223s    
step 00115 (25.7%) | loss: 4.040186 | lrm: 1.00 | dt: 747ms | tok/sec: 702,187 | mfu: 23.2% | epoch: 1 | remaining: 222s    
step 00116 (25.9%) | loss: 4.027287 | lrm: 1.00 | dt: 762ms | tok/sec: 687,595 | mfu: 22.7% | epoch: 1 | remaining: 221s    
step 00117 (26.2%) | loss: 4.019920 | lrm: 1.00 | dt: 753ms | tok/sec: 696,108 | mfu: 23.0% | epoch: 1 | remaining: 221s    
step 00118 (26.4%) | loss: 4.005764 | lrm: 1.00 | dt: 747ms | tok/sec: 701,775 | mfu: 23.2% | epoch: 1 | remaining: 220s    
step 00119 (26.7%) | loss: 3.997023 | lrm: 1.00 | dt: 767ms | tok/sec: 683,856 | mfu: 22.6% | epoch: 1 | remaining: 219s    
step 00120 (26.9%) | loss: 3.989112 | lrm: 1.00 | dt: 754ms | tok/sec: 695,004 | mfu: 23.0% | epoch: 1 | remaining: 218s    
step 00121 (27.2%) | loss: 3.971817 | lrm: 1.00 | dt: 756ms | tok/sec: 693,664 | mfu: 22.9% | epoch: 1 | remaining: 218s    
step 00122 (27.4%) | loss: 3.960280 | lrm: 1.00 | dt: 745ms | tok/sec: 703,477 | mfu: 23.3% | epoch: 1 | remaining: 217s    
step 00123 (27.7%) | loss: 3.951547 | lrm: 1.00 | dt: 755ms | tok/sec: 694,827 | mfu: 23.0% | epoch: 1 | remaining: 216s    
step 00124 (27.9%) | loss: 3.945986 | lrm: 1.00 | dt: 762ms | tok/sec: 688,199 | mfu: 22.8% | epoch: 1 | remaining: 215s    
step 00125 (28.2%) | loss: 3.934797 | lrm: 1.00 | dt: 763ms | tok/sec: 687,558 | mfu: 22.7% | epoch: 1 | remaining: 215s    
step 00126 (28.5%) | loss: 3.923120 | lrm: 1.00 | dt: 754ms | tok/sec: 694,882 | mfu: 23.0% | epoch: 1 | remaining: 214s    
step 00127 (28.7%) | loss: 3.911664 | lrm: 1.00 | dt: 755ms | tok/sec: 694,275 | mfu: 23.0% | epoch: 1 | remaining: 213s    
step 00128 (29.0%) | loss: 3.905851 | lrm: 1.00 | dt: 751ms | tok/sec: 697,693 | mfu: 23.1% | epoch: 1 | remaining: 212s    
step 00129 (29.2%) | loss: 3.895415 | lrm: 1.00 | dt: 758ms | tok/sec: 691,591 | mfu: 22.9% | epoch: 1 | remaining: 212s    
step 00130 (29.5%) | loss: 3.889074 | lrm: 1.00 | dt: 752ms | tok/sec: 697,344 | mfu: 23.1% | epoch: 1 | remaining: 211s    
step 00131 (29.7%) | loss: 3.880626 | lrm: 1.00 | dt: 756ms | tok/sec: 693,960 | mfu: 22.9% | epoch: 1 | remaining: 210s    
step 00132 (30.0%) | loss: 3.873320 | lrm: 1.00 | dt: 748ms | tok/sec: 700,779 | mfu: 23.2% | epoch: 1 | remaining: 209s    
step 00133 (30.2%) | loss: 3.869420 | lrm: 1.00 | dt: 749ms | tok/sec: 700,321 | mfu: 23.2% | epoch: 1 | remaining: 209s    
step 00134 (30.5%) | loss: 3.858377 | lrm: 1.00 | dt: 753ms | tok/sec: 696,072 | mfu: 23.0% | epoch: 1 | remaining: 208s    
step 00135 (30.7%) | loss: 3.848887 | lrm: 1.00 | dt: 758ms | tok/sec: 691,302 | mfu: 22.9% | epoch: 1 | remaining: 207s    
step 00136 (31.0%) | loss: 3.839505 | lrm: 1.00 | dt: 761ms | tok/sec: 688,652 | mfu: 22.8% | epoch: 1 | remaining: 206s    
step 00137 (31.2%) | loss: 3.834108 | lrm: 1.00 | dt: 763ms | tok/sec: 687,044 | mfu: 22.7% | epoch: 1 | remaining: 206s    
step 00138 (31.5%) | loss: 3.833044 | lrm: 1.00 | dt: 752ms | tok/sec: 697,552 | mfu: 23.1% | epoch: 1 | remaining: 205s    
step 00139 (31.7%) | loss: 3.822334 | lrm: 1.00 | dt: 754ms | tok/sec: 695,512 | mfu: 23.0% | epoch: 1 | remaining: 204s    
step 00140 (32.0%) | loss: 3.814177 | lrm: 1.00 | dt: 746ms | tok/sec: 703,117 | mfu: 23.2% | epoch: 1 | remaining: 203s    
step 00141 (32.2%) | loss: 3.808584 | lrm: 1.00 | dt: 749ms | tok/sec: 699,881 | mfu: 23.1% | epoch: 1 | remaining: 203s    
step 00142 (32.5%) | loss: 3.803219 | lrm: 1.00 | dt: 749ms | tok/sec: 700,063 | mfu: 23.1% | epoch: 1 | remaining: 202s    
step 00143 (32.7%) | loss: 3.798188 | lrm: 1.00 | dt: 757ms | tok/sec: 692,793 | mfu: 22.9% | epoch: 1 | remaining: 201s    
step 00144 (33.0%) | loss: 3.800299 | lrm: 1.00 | dt: 749ms | tok/sec: 700,083 | mfu: 23.1% | epoch: 1 | remaining: 200s    
step 00145 (33.2%) | loss: 3.794461 | lrm: 1.00 | dt: 750ms | tok/sec: 698,810 | mfu: 23.1% | epoch: 1 | remaining: 200s    
step 00146 (33.5%) | loss: 3.787379 | lrm: 1.00 | dt: 750ms | tok/sec: 699,487 | mfu: 23.1% | epoch: 1 | remaining: 199s    
step 00147 (33.7%) | loss: 3.783662 | lrm: 1.00 | dt: 751ms | tok/sec: 697,739 | mfu: 23.1% | epoch: 1 | remaining: 198s    
step 00148 (34.0%) | loss: 3.775658 | lrm: 1.00 | dt: 755ms | tok/sec: 694,404 | mfu: 23.0% | epoch: 1 | remaining: 197s    
step 00149 (34.2%) | loss: 3.765106 | lrm: 1.00 | dt: 775ms | tok/sec: 676,910 | mfu: 22.4% | epoch: 1 | remaining: 197s    
step 00150 (34.5%) | loss: 3.761436 | lrm: 1.00 | dt: 765ms | tok/sec: 685,660 | mfu: 22.7% | epoch: 1 | remaining: 196s    
