Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=75 binary=111110
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'sliding_window', 'mlp_type': 'swiglu', 'use_value_embeddings': True, 'use_qk_norm': True, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,944
  scalars                 : 16
  total                   : 58,720,784
Estimated FLOPs per token: 2.894100e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 3123ms | tok/sec: 167,900 | mfu: 4.9% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.191311 | lrm: 1.00 | dt: 765ms | tok/sec: 685,469 | mfu: 20.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.953292 | lrm: 1.00 | dt: 765ms | tok/sec: 685,341 | mfu: 20.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.524385 | lrm: 1.00 | dt: 765ms | tok/sec: 685,082 | mfu: 20.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.109373 | lrm: 1.00 | dt: 765ms | tok/sec: 684,940 | mfu: 20.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.732287 | lrm: 1.00 | dt: 766ms | tok/sec: 684,559 | mfu: 20.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.434104 | lrm: 1.00 | dt: 766ms | tok/sec: 684,553 | mfu: 20.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.188608 | lrm: 1.00 | dt: 766ms | tok/sec: 684,560 | mfu: 20.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.977076 | lrm: 1.00 | dt: 767ms | tok/sec: 683,735 | mfu: 20.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.792615 | lrm: 1.00 | dt: 766ms | tok/sec: 684,270 | mfu: 20.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.637171 | lrm: 1.00 | dt: 766ms | tok/sec: 684,124 | mfu: 20.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.503146 | lrm: 1.00 | dt: 767ms | tok/sec: 683,451 | mfu: 20.0% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.385778 | lrm: 1.00 | dt: 767ms | tok/sec: 683,934 | mfu: 20.0% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 6.286344 | lrm: 1.00 | dt: 767ms | tok/sec: 683,709 | mfu: 20.0% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 6.193046 | lrm: 1.00 | dt: 767ms | tok/sec: 683,385 | mfu: 20.0% | epoch: 1 | remaining: 297s    
step 00015 (1.0%) | loss: 6.113283 | lrm: 1.00 | dt: 767ms | tok/sec: 683,389 | mfu: 20.0% | epoch: 1 | remaining: 296s    
step 00040 (7.4%) | loss: 5.114875 | lrm: 1.00 | dt: 769ms | tok/sec: 681,658 | mfu: 19.9% | epoch: 1 | remaining: 277s    
step 00041 (7.7%) | loss: 5.087549 | lrm: 1.00 | dt: 769ms | tok/sec: 681,795 | mfu: 19.9% | epoch: 1 | remaining: 276s    
step 00042 (7.9%) | loss: 5.061075 | lrm: 1.00 | dt: 769ms | tok/sec: 681,623 | mfu: 19.9% | epoch: 1 | remaining: 275s    
step 00043 (8.2%) | loss: 5.028185 | lrm: 1.00 | dt: 769ms | tok/sec: 681,813 | mfu: 19.9% | epoch: 1 | remaining: 275s    
step 00044 (8.5%) | loss: 5.000588 | lrm: 1.00 | dt: 769ms | tok/sec: 681,598 | mfu: 19.9% | epoch: 1 | remaining: 274s    
step 00045 (8.7%) | loss: 4.973030 | lrm: 1.00 | dt: 769ms | tok/sec: 681,496 | mfu: 19.9% | epoch: 1 | remaining: 273s    
step 00046 (9.0%) | loss: 4.944988 | lrm: 1.00 | dt: 769ms | tok/sec: 681,478 | mfu: 19.9% | epoch: 1 | remaining: 272s    
step 00047 (9.2%) | loss: 4.914228 | lrm: 1.00 | dt: 770ms | tok/sec: 680,855 | mfu: 19.9% | epoch: 1 | remaining: 272s    
step 00048 (9.5%) | loss: 4.889530 | lrm: 1.00 | dt: 769ms | tok/sec: 681,881 | mfu: 19.9% | epoch: 1 | remaining: 271s    
step 00049 (9.7%) | loss: 4.863455 | lrm: 1.00 | dt: 770ms | tok/sec: 680,648 | mfu: 19.9% | epoch: 1 | remaining: 270s    
step 00050 (10.0%) | loss: 4.835880 | lrm: 1.00 | dt: 769ms | tok/sec: 681,678 | mfu: 19.9% | epoch: 1 | remaining: 269s    
step 00051 (10.2%) | loss: 4.813369 | lrm: 1.00 | dt: 770ms | tok/sec: 680,666 | mfu: 19.9% | epoch: 1 | remaining: 268s    
step 00052 (10.5%) | loss: 4.785011 | lrm: 1.00 | dt: 769ms | tok/sec: 681,835 | mfu: 19.9% | epoch: 1 | remaining: 268s    
step 00053 (10.8%) | loss: 4.758261 | lrm: 1.00 | dt: 770ms | tok/sec: 680,593 | mfu: 19.9% | epoch: 1 | remaining: 267s    
step 00054 (11.0%) | loss: 4.732085 | lrm: 1.00 | dt: 769ms | tok/sec: 681,531 | mfu: 19.9% | epoch: 1 | remaining: 266s    
step 00055 (11.3%) | loss: 4.703001 | lrm: 1.00 | dt: 770ms | tok/sec: 680,458 | mfu: 19.9% | epoch: 1 | remaining: 265s    
step 00056 (11.5%) | loss: 4.678424 | lrm: 1.00 | dt: 770ms | tok/sec: 681,017 | mfu: 19.9% | epoch: 1 | remaining: 265s    
step 00057 (11.8%) | loss: 4.650757 | lrm: 1.00 | dt: 771ms | tok/sec: 679,860 | mfu: 19.9% | epoch: 1 | remaining: 264s    
step 00058 (12.0%) | loss: 4.624764 | lrm: 1.00 | dt: 769ms | tok/sec: 681,572 | mfu: 19.9% | epoch: 1 | remaining: 263s    
step 00059 (12.3%) | loss: 4.594676 | lrm: 1.00 | dt: 771ms | tok/sec: 680,297 | mfu: 19.9% | epoch: 1 | remaining: 262s    
step 00060 (12.6%) | loss: 4.570017 | lrm: 1.00 | dt: 769ms | tok/sec: 681,525 | mfu: 19.9% | epoch: 1 | remaining: 262s    
step 00061 (12.8%) | loss: 4.546808 | lrm: 1.00 | dt: 770ms | tok/sec: 680,698 | mfu: 19.9% | epoch: 1 | remaining: 261s    
step 00062 (13.1%) | loss: 4.522034 | lrm: 1.00 | dt: 769ms | tok/sec: 681,525 | mfu: 19.9% | epoch: 1 | remaining: 260s    
step 00063 (13.3%) | loss: 4.496089 | lrm: 1.00 | dt: 771ms | tok/sec: 680,284 | mfu: 19.9% | epoch: 1 | remaining: 259s    
step 00064 (13.6%) | loss: 4.472659 | lrm: 1.00 | dt: 769ms | tok/sec: 681,439 | mfu: 19.9% | epoch: 1 | remaining: 258s    
step 00065 (13.8%) | loss: 4.449288 | lrm: 1.00 | dt: 771ms | tok/sec: 680,372 | mfu: 19.9% | epoch: 1 | remaining: 258s    
step 00066 (14.1%) | loss: 4.429472 | lrm: 1.00 | dt: 769ms | tok/sec: 681,668 | mfu: 19.9% | epoch: 1 | remaining: 257s    
step 00067 (14.4%) | loss: 4.409603 | lrm: 1.00 | dt: 771ms | tok/sec: 680,258 | mfu: 19.9% | epoch: 1 | remaining: 256s    
step 00068 (14.6%) | loss: 4.388282 | lrm: 1.00 | dt: 769ms | tok/sec: 681,353 | mfu: 19.9% | epoch: 1 | remaining: 255s    
step 00069 (14.9%) | loss: 4.364489 | lrm: 1.00 | dt: 771ms | tok/sec: 679,838 | mfu: 19.9% | epoch: 1 | remaining: 255s    
step 00070 (15.1%) | loss: 4.338159 | lrm: 1.00 | dt: 770ms | tok/sec: 680,992 | mfu: 19.9% | epoch: 1 | remaining: 254s    
step 00071 (15.4%) | loss: 4.307791 | lrm: 1.00 | dt: 771ms | tok/sec: 680,137 | mfu: 19.9% | epoch: 1 | remaining: 253s    
step 00072 (15.6%) | loss: 4.293083 | lrm: 1.00 | dt: 770ms | tok/sec: 681,066 | mfu: 19.9% | epoch: 1 | remaining: 252s    
step 00073 (15.9%) | loss: 4.273241 | lrm: 1.00 | dt: 771ms | tok/sec: 680,400 | mfu: 19.9% | epoch: 1 | remaining: 252s    
step 00074 (16.1%) | loss: 4.250346 | lrm: 1.00 | dt: 771ms | tok/sec: 680,312 | mfu: 19.9% | epoch: 1 | remaining: 251s    
step 00075 (16.4%) | loss: 4.229859 | lrm: 1.00 | dt: 770ms | tok/sec: 680,800 | mfu: 19.9% | epoch: 1 | remaining: 250s    
step 00076 (16.7%) | loss: 4.212739 | lrm: 1.00 | dt: 771ms | tok/sec: 679,991 | mfu: 19.9% | epoch: 1 | remaining: 249s    
step 00077 (16.9%) | loss: 4.199503 | lrm: 1.00 | dt: 773ms | tok/sec: 678,063 | mfu: 19.8% | epoch: 1 | remaining: 248s    
step 00078 (17.2%) | loss: 4.177870 | lrm: 1.00 | dt: 772ms | tok/sec: 678,986 | mfu: 19.9% | epoch: 1 | remaining: 248s    
step 00079 (17.4%) | loss: 4.158728 | lrm: 1.00 | dt: 770ms | tok/sec: 680,883 | mfu: 19.9% | epoch: 1 | remaining: 247s    
step 00080 (17.7%) | loss: 4.141385 | lrm: 1.00 | dt: 772ms | tok/sec: 679,113 | mfu: 19.9% | epoch: 1 | remaining: 246s    
step 00081 (17.9%) | loss: 4.124715 | lrm: 1.00 | dt: 772ms | tok/sec: 678,880 | mfu: 19.9% | epoch: 1 | remaining: 245s    
step 00082 (18.2%) | loss: 4.108471 | lrm: 1.00 | dt: 772ms | tok/sec: 679,078 | mfu: 19.9% | epoch: 1 | remaining: 245s    
step 00083 (18.5%) | loss: 4.087082 | lrm: 1.00 | dt: 776ms | tok/sec: 675,196 | mfu: 19.7% | epoch: 1 | remaining: 244s    
step 00084 (18.7%) | loss: 4.067041 | lrm: 1.00 | dt: 778ms | tok/sec: 674,064 | mfu: 19.7% | epoch: 1 | remaining: 243s    
step 00085 (19.0%) | loss: 4.052653 | lrm: 1.00 | dt: 776ms | tok/sec: 675,632 | mfu: 19.8% | epoch: 1 | remaining: 242s    
step 00086 (19.2%) | loss: 4.035979 | lrm: 1.00 | dt: 772ms | tok/sec: 678,886 | mfu: 19.9% | epoch: 1 | remaining: 242s    
step 00087 (19.5%) | loss: 4.023222 | lrm: 1.00 | dt: 776ms | tok/sec: 675,517 | mfu: 19.8% | epoch: 1 | remaining: 241s    
step 00088 (19.8%) | loss: 4.009648 | lrm: 1.00 | dt: 776ms | tok/sec: 675,607 | mfu: 19.8% | epoch: 1 | remaining: 240s    
step 00089 (20.0%) | loss: 3.992750 | lrm: 1.00 | dt: 773ms | tok/sec: 678,558 | mfu: 19.8% | epoch: 1 | remaining: 239s    
step 00090 (20.3%) | loss: 3.980572 | lrm: 1.00 | dt: 777ms | tok/sec: 675,182 | mfu: 19.7% | epoch: 1 | remaining: 238s    
step 00091 (20.5%) | loss: 3.965400 | lrm: 1.00 | dt: 777ms | tok/sec: 675,043 | mfu: 19.7% | epoch: 1 | remaining: 238s    
step 00092 (20.8%) | loss: 3.953679 | lrm: 1.00 | dt: 786ms | tok/sec: 667,302 | mfu: 19.5% | epoch: 1 | remaining: 237s    
step 00093 (21.1%) | loss: 3.939962 | lrm: 1.00 | dt: 776ms | tok/sec: 675,457 | mfu: 19.8% | epoch: 1 | remaining: 236s    
step 00094 (21.3%) | loss: 3.930598 | lrm: 1.00 | dt: 782ms | tok/sec: 670,554 | mfu: 19.6% | epoch: 1 | remaining: 235s    
step 00095 (21.6%) | loss: 3.921428 | lrm: 1.00 | dt: 780ms | tok/sec: 671,944 | mfu: 19.7% | epoch: 1 | remaining: 235s    
step 00096 (21.8%) | loss: 3.906270 | lrm: 1.00 | dt: 776ms | tok/sec: 675,217 | mfu: 19.7% | epoch: 1 | remaining: 234s    
step 00097 (22.1%) | loss: 3.894480 | lrm: 1.00 | dt: 780ms | tok/sec: 672,344 | mfu: 19.7% | epoch: 1 | remaining: 233s    
step 00098 (22.4%) | loss: 3.880785 | lrm: 1.00 | dt: 780ms | tok/sec: 672,573 | mfu: 19.7% | epoch: 1 | remaining: 232s    
step 00099 (22.6%) | loss: 3.870335 | lrm: 1.00 | dt: 779ms | tok/sec: 672,775 | mfu: 19.7% | epoch: 1 | remaining: 231s    
step 00100 (22.9%) | loss: 3.859247 | lrm: 1.00 | dt: 777ms | tok/sec: 675,026 | mfu: 19.7% | epoch: 1 | remaining: 231s    
step 00101 (23.1%) | loss: 3.844142 | lrm: 1.00 | dt: 776ms | tok/sec: 675,419 | mfu: 19.8% | epoch: 1 | remaining: 230s    
step 00102 (23.4%) | loss: 3.830265 | lrm: 1.00 | dt: 782ms | tok/sec: 670,267 | mfu: 19.6% | epoch: 1 | remaining: 229s    
step 00103 (23.6%) | loss: 3.810571 | lrm: 1.00 | dt: 779ms | tok/sec: 673,084 | mfu: 19.7% | epoch: 1 | remaining: 228s    
step 00104 (23.9%) | loss: 3.798600 | lrm: 1.00 | dt: 777ms | tok/sec: 674,455 | mfu: 19.7% | epoch: 1 | remaining: 227s    
step 00105 (24.2%) | loss: 3.787803 | lrm: 1.00 | dt: 784ms | tok/sec: 668,770 | mfu: 19.6% | epoch: 1 | remaining: 227s    
step 00106 (24.4%) | loss: 3.779189 | lrm: 1.00 | dt: 778ms | tok/sec: 673,729 | mfu: 19.7% | epoch: 1 | remaining: 226s    
step 00107 (24.7%) | loss: 3.773230 | lrm: 1.00 | dt: 782ms | tok/sec: 670,082 | mfu: 19.6% | epoch: 1 | remaining: 225s    
step 00108 (24.9%) | loss: 3.766981 | lrm: 1.00 | dt: 784ms | tok/sec: 668,915 | mfu: 19.6% | epoch: 1 | remaining: 224s    
step 00109 (25.2%) | loss: 3.759383 | lrm: 1.00 | dt: 790ms | tok/sec: 663,956 | mfu: 19.4% | epoch: 1 | remaining: 224s    
step 00110 (25.5%) | loss: 3.749378 | lrm: 1.00 | dt: 781ms | tok/sec: 670,900 | mfu: 19.6% | epoch: 1 | remaining: 223s    
step 00111 (25.7%) | loss: 3.746914 | lrm: 1.00 | dt: 786ms | tok/sec: 666,697 | mfu: 19.5% | epoch: 1 | remaining: 222s    
step 00112 (26.0%) | loss: 3.740826 | lrm: 1.00 | dt: 787ms | tok/sec: 665,859 | mfu: 19.5% | epoch: 1 | remaining: 221s    
step 00113 (26.3%) | loss: 3.738005 | lrm: 1.00 | dt: 784ms | tok/sec: 668,356 | mfu: 19.5% | epoch: 1 | remaining: 220s    
step 00114 (26.5%) | loss: 3.737400 | lrm: 1.00 | dt: 777ms | tok/sec: 675,119 | mfu: 19.7% | epoch: 1 | remaining: 220s    
step 00115 (26.8%) | loss: 3.732533 | lrm: 1.00 | dt: 780ms | tok/sec: 672,001 | mfu: 19.7% | epoch: 1 | remaining: 219s    
step 00116 (27.0%) | loss: 3.724388 | lrm: 1.00 | dt: 775ms | tok/sec: 676,890 | mfu: 19.8% | epoch: 1 | remaining: 218s    
step 00117 (27.3%) | loss: 3.723293 | lrm: 1.00 | dt: 788ms | tok/sec: 665,426 | mfu: 19.5% | epoch: 1 | remaining: 217s    
step 00118 (27.6%) | loss: 3.713421 | lrm: 1.00 | dt: 781ms | tok/sec: 671,404 | mfu: 19.6% | epoch: 1 | remaining: 217s    
step 00119 (27.8%) | loss: 3.708780 | lrm: 1.00 | dt: 782ms | tok/sec: 670,378 | mfu: 19.6% | epoch: 1 | remaining: 216s    
step 00120 (28.1%) | loss: 3.705158 | lrm: 1.00 | dt: 781ms | tok/sec: 671,693 | mfu: 19.6% | epoch: 1 | remaining: 215s    
step 00121 (28.3%) | loss: 3.689907 | lrm: 1.00 | dt: 785ms | tok/sec: 667,863 | mfu: 19.5% | epoch: 1 | remaining: 214s    
step 00122 (28.6%) | loss: 3.682292 | lrm: 1.00 | dt: 781ms | tok/sec: 671,285 | mfu: 19.6% | epoch: 1 | remaining: 213s    
step 00123 (28.9%) | loss: 3.678073 | lrm: 1.00 | dt: 787ms | tok/sec: 666,043 | mfu: 19.5% | epoch: 1 | remaining: 213s    
step 00124 (29.1%) | loss: 3.675007 | lrm: 1.00 | dt: 784ms | tok/sec: 669,127 | mfu: 19.6% | epoch: 1 | remaining: 212s    
step 00125 (29.4%) | loss: 3.665450 | lrm: 1.00 | dt: 782ms | tok/sec: 670,366 | mfu: 19.6% | epoch: 1 | remaining: 211s    
step 00126 (29.6%) | loss: 3.657467 | lrm: 1.00 | dt: 781ms | tok/sec: 671,054 | mfu: 19.6% | epoch: 1 | remaining: 210s    
step 00127 (29.9%) | loss: 3.649378 | lrm: 1.00 | dt: 787ms | tok/sec: 665,953 | mfu: 19.5% | epoch: 1 | remaining: 209s    
step 00128 (30.2%) | loss: 3.647360 | lrm: 1.00 | dt: 786ms | tok/sec: 667,272 | mfu: 19.5% | epoch: 1 | remaining: 209s    
step 00129 (30.4%) | loss: 3.641521 | lrm: 1.00 | dt: 781ms | tok/sec: 671,279 | mfu: 19.6% | epoch: 1 | remaining: 208s    
step 00130 (30.7%) | loss: 3.640061 | lrm: 1.00 | dt: 783ms | tok/sec: 669,886 | mfu: 19.6% | epoch: 1 | remaining: 207s    
step 00131 (31.0%) | loss: 3.634238 | lrm: 1.00 | dt: 776ms | tok/sec: 675,735 | mfu: 19.8% | epoch: 1 | remaining: 206s    
step 00132 (31.2%) | loss: 3.627529 | lrm: 1.00 | dt: 783ms | tok/sec: 669,699 | mfu: 19.6% | epoch: 1 | remaining: 206s    
step 00133 (31.5%) | loss: 3.627059 | lrm: 1.00 | dt: 779ms | tok/sec: 673,247 | mfu: 19.7% | epoch: 1 | remaining: 205s    
step 00134 (31.7%) | loss: 3.618434 | lrm: 1.00 | dt: 787ms | tok/sec: 666,553 | mfu: 19.5% | epoch: 1 | remaining: 204s    
step 00135 (32.0%) | loss: 3.614061 | lrm: 1.00 | dt: 785ms | tok/sec: 667,804 | mfu: 19.5% | epoch: 1 | remaining: 203s    
step 00136 (32.3%) | loss: 3.607961 | lrm: 1.00 | dt: 793ms | tok/sec: 661,325 | mfu: 19.3% | epoch: 1 | remaining: 202s    
step 00137 (32.5%) | loss: 3.603594 | lrm: 1.00 | dt: 782ms | tok/sec: 670,195 | mfu: 19.6% | epoch: 1 | remaining: 202s    
step 00138 (32.8%) | loss: 3.603942 | lrm: 1.00 | dt: 788ms | tok/sec: 665,420 | mfu: 19.5% | epoch: 1 | remaining: 201s    
step 00139 (33.0%) | loss: 3.593889 | lrm: 1.00 | dt: 780ms | tok/sec: 671,751 | mfu: 19.6% | epoch: 1 | remaining: 200s    
step 00140 (33.3%) | loss: 3.586142 | lrm: 1.00 | dt: 780ms | tok/sec: 672,005 | mfu: 19.7% | epoch: 1 | remaining: 199s    
step 00141 (33.6%) | loss: 3.583237 | lrm: 1.00 | dt: 786ms | tok/sec: 666,981 | mfu: 19.5% | epoch: 1 | remaining: 199s    
step 00142 (33.8%) | loss: 3.581104 | lrm: 1.00 | dt: 776ms | tok/sec: 675,883 | mfu: 19.8% | epoch: 1 | remaining: 198s    
step 00143 (34.1%) | loss: 3.575780 | lrm: 1.00 | dt: 791ms | tok/sec: 662,613 | mfu: 19.4% | epoch: 1 | remaining: 197s    
step 00144 (34.3%) | loss: 3.579224 | lrm: 1.00 | dt: 790ms | tok/sec: 663,307 | mfu: 19.4% | epoch: 1 | remaining: 196s    
step 00145 (34.6%) | loss: 3.575428 | lrm: 1.00 | dt: 791ms | tok/sec: 663,123 | mfu: 19.4% | epoch: 1 | remaining: 195s    
step 00146 (34.9%) | loss: 3.572435 | lrm: 1.00 | dt: 784ms | tok/sec: 668,905 | mfu: 19.6% | epoch: 1 | remaining: 195s    
step 00147 (35.1%) | loss: 3.571966 | lrm: 1.00 | dt: 788ms | tok/sec: 665,308 | mfu: 19.5% | epoch: 1 | remaining: 194s    
step 00148 (35.4%) | loss: 3.565297 | lrm: 1.00 | dt: 782ms | tok/sec: 670,235 | mfu: 19.6% | epoch: 1 | remaining: 193s    
step 00149 (35.7%) | loss: 3.555506 | lrm: 1.00 | dt: 795ms | tok/sec: 659,220 | mfu: 19.3% | epoch: 1 | remaining: 192s    
step 00150 (35.9%) | loss: 3.554047 | lrm: 1.00 | dt: 786ms | tok/sec: 666,825 | mfu: 19.5% | epoch: 1 | remaining: 191s    
