Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=3 binary=001010
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'standard', 'mlp_type': 'swiglu', 'use_value_embeddings': False, 'use_qk_norm': True, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,432
  scalars                 : 16
  total                   : 41,943,056
Estimated FLOPs per token: 3.271557e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 2975ms | tok/sec: 176,238 | mfu: 5.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.853443 | lrm: 1.00 | dt: 695ms | tok/sec: 754,799 | mfu: 25.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.462376 | lrm: 1.00 | dt: 695ms | tok/sec: 754,261 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.008212 | lrm: 1.00 | dt: 695ms | tok/sec: 754,289 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.605415 | lrm: 1.00 | dt: 696ms | tok/sec: 753,527 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.269105 | lrm: 1.00 | dt: 695ms | tok/sec: 754,193 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.016724 | lrm: 1.00 | dt: 696ms | tok/sec: 753,141 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.809651 | lrm: 1.00 | dt: 696ms | tok/sec: 752,954 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.633164 | lrm: 1.00 | dt: 697ms | tok/sec: 752,655 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.481647 | lrm: 1.00 | dt: 697ms | tok/sec: 751,970 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.356807 | lrm: 1.00 | dt: 697ms | tok/sec: 752,595 | mfu: 24.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.249899 | lrm: 1.00 | dt: 696ms | tok/sec: 752,880 | mfu: 24.9% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.156895 | lrm: 1.00 | dt: 697ms | tok/sec: 752,365 | mfu: 24.9% | epoch: 1 | remaining: 299s    
step 00013 (0.5%) | loss: 6.078398 | lrm: 1.00 | dt: 697ms | tok/sec: 752,298 | mfu: 24.9% | epoch: 1 | remaining: 298s    
step 00014 (0.7%) | loss: 6.003399 | lrm: 1.00 | dt: 698ms | tok/sec: 750,819 | mfu: 24.8% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 5.940331 | lrm: 1.00 | dt: 698ms | tok/sec: 751,403 | mfu: 24.8% | epoch: 1 | remaining: 297s    
step 00070 (13.8%) | loss: 4.683973 | lrm: 1.00 | dt: 706ms | tok/sec: 742,356 | mfu: 24.5% | epoch: 1 | remaining: 258s    
step 00071 (14.0%) | loss: 4.658809 | lrm: 1.00 | dt: 705ms | tok/sec: 743,172 | mfu: 24.6% | epoch: 1 | remaining: 257s    
step 00072 (14.3%) | loss: 4.646353 | lrm: 1.00 | dt: 706ms | tok/sec: 742,436 | mfu: 24.5% | epoch: 1 | remaining: 256s    
step 00073 (14.5%) | loss: 4.629521 | lrm: 1.00 | dt: 707ms | tok/sec: 741,567 | mfu: 24.5% | epoch: 1 | remaining: 256s    
step 00074 (14.7%) | loss: 4.607250 | lrm: 1.00 | dt: 706ms | tok/sec: 742,981 | mfu: 24.6% | epoch: 1 | remaining: 255s    
step 00075 (15.0%) | loss: 4.589341 | lrm: 1.00 | dt: 707ms | tok/sec: 741,503 | mfu: 24.5% | epoch: 1 | remaining: 254s    
step 00076 (15.2%) | loss: 4.574495 | lrm: 1.00 | dt: 709ms | tok/sec: 739,746 | mfu: 24.5% | epoch: 1 | remaining: 254s    
step 00077 (15.4%) | loss: 4.559067 | lrm: 1.00 | dt: 707ms | tok/sec: 741,441 | mfu: 24.5% | epoch: 1 | remaining: 253s    
step 00078 (15.7%) | loss: 4.539728 | lrm: 1.00 | dt: 708ms | tok/sec: 740,627 | mfu: 24.5% | epoch: 1 | remaining: 252s    
step 00079 (15.9%) | loss: 4.518663 | lrm: 1.00 | dt: 709ms | tok/sec: 739,947 | mfu: 24.5% | epoch: 1 | remaining: 252s    
step 00080 (16.2%) | loss: 4.499581 | lrm: 1.00 | dt: 710ms | tok/sec: 738,406 | mfu: 24.4% | epoch: 1 | remaining: 251s    
step 00081 (16.4%) | loss: 4.481959 | lrm: 1.00 | dt: 716ms | tok/sec: 731,935 | mfu: 24.2% | epoch: 1 | remaining: 250s    
step 00082 (16.6%) | loss: 4.467321 | lrm: 1.00 | dt: 709ms | tok/sec: 739,918 | mfu: 24.5% | epoch: 1 | remaining: 249s    
step 00083 (16.9%) | loss: 4.443101 | lrm: 1.00 | dt: 707ms | tok/sec: 741,606 | mfu: 24.5% | epoch: 1 | remaining: 249s    
step 00084 (17.1%) | loss: 4.420341 | lrm: 1.00 | dt: 711ms | tok/sec: 737,305 | mfu: 24.4% | epoch: 1 | remaining: 248s    
step 00085 (17.3%) | loss: 4.404746 | lrm: 1.00 | dt: 715ms | tok/sec: 733,637 | mfu: 24.3% | epoch: 1 | remaining: 247s    
step 00086 (17.6%) | loss: 4.385772 | lrm: 1.00 | dt: 714ms | tok/sec: 734,364 | mfu: 24.3% | epoch: 1 | remaining: 247s    
step 00087 (17.8%) | loss: 4.367951 | lrm: 1.00 | dt: 711ms | tok/sec: 737,133 | mfu: 24.4% | epoch: 1 | remaining: 246s    
step 00088 (18.1%) | loss: 4.354813 | lrm: 1.00 | dt: 710ms | tok/sec: 738,767 | mfu: 24.4% | epoch: 1 | remaining: 245s    
step 00089 (18.3%) | loss: 4.339179 | lrm: 1.00 | dt: 712ms | tok/sec: 736,465 | mfu: 24.3% | epoch: 1 | remaining: 244s    
step 00090 (18.5%) | loss: 4.323390 | lrm: 1.00 | dt: 714ms | tok/sec: 734,779 | mfu: 24.3% | epoch: 1 | remaining: 244s    
step 00091 (18.8%) | loss: 4.302812 | lrm: 1.00 | dt: 709ms | tok/sec: 739,053 | mfu: 24.4% | epoch: 1 | remaining: 243s    
step 00092 (19.0%) | loss: 4.290864 | lrm: 1.00 | dt: 714ms | tok/sec: 734,277 | mfu: 24.3% | epoch: 1 | remaining: 242s    
step 00093 (19.2%) | loss: 4.272927 | lrm: 1.00 | dt: 720ms | tok/sec: 728,227 | mfu: 24.1% | epoch: 1 | remaining: 242s    
step 00094 (19.5%) | loss: 4.257732 | lrm: 1.00 | dt: 719ms | tok/sec: 729,572 | mfu: 24.1% | epoch: 1 | remaining: 241s    
step 00095 (19.7%) | loss: 4.243161 | lrm: 1.00 | dt: 724ms | tok/sec: 724,002 | mfu: 23.9% | epoch: 1 | remaining: 240s    
step 00096 (20.0%) | loss: 4.226056 | lrm: 1.00 | dt: 716ms | tok/sec: 732,317 | mfu: 24.2% | epoch: 1 | remaining: 239s    
step 00097 (20.2%) | loss: 4.211773 | lrm: 1.00 | dt: 716ms | tok/sec: 732,331 | mfu: 24.2% | epoch: 1 | remaining: 239s    
step 00098 (20.4%) | loss: 4.199587 | lrm: 1.00 | dt: 716ms | tok/sec: 732,514 | mfu: 24.2% | epoch: 1 | remaining: 238s    
step 00099 (20.7%) | loss: 4.187066 | lrm: 1.00 | dt: 719ms | tok/sec: 729,644 | mfu: 24.1% | epoch: 1 | remaining: 237s    
step 00100 (20.9%) | loss: 4.173341 | lrm: 1.00 | dt: 716ms | tok/sec: 732,235 | mfu: 24.2% | epoch: 1 | remaining: 237s    
step 00101 (21.2%) | loss: 4.156228 | lrm: 1.00 | dt: 712ms | tok/sec: 736,023 | mfu: 24.3% | epoch: 1 | remaining: 236s    
step 00102 (21.4%) | loss: 4.139924 | lrm: 1.00 | dt: 723ms | tok/sec: 724,965 | mfu: 24.0% | epoch: 1 | remaining: 235s    
step 00103 (21.6%) | loss: 4.118086 | lrm: 1.00 | dt: 723ms | tok/sec: 725,263 | mfu: 24.0% | epoch: 1 | remaining: 234s    
step 00104 (21.9%) | loss: 4.103755 | lrm: 1.00 | dt: 714ms | tok/sec: 733,965 | mfu: 24.3% | epoch: 1 | remaining: 234s    
step 00105 (22.1%) | loss: 4.090776 | lrm: 1.00 | dt: 723ms | tok/sec: 724,780 | mfu: 24.0% | epoch: 1 | remaining: 233s    
step 00106 (22.4%) | loss: 4.076776 | lrm: 1.00 | dt: 728ms | tok/sec: 720,491 | mfu: 23.8% | epoch: 1 | remaining: 232s    
step 00107 (22.6%) | loss: 4.065497 | lrm: 1.00 | dt: 720ms | tok/sec: 728,532 | mfu: 24.1% | epoch: 1 | remaining: 232s    
step 00108 (22.8%) | loss: 4.053539 | lrm: 1.00 | dt: 722ms | tok/sec: 726,399 | mfu: 24.0% | epoch: 1 | remaining: 231s    
step 00109 (23.1%) | loss: 4.041388 | lrm: 1.00 | dt: 716ms | tok/sec: 732,506 | mfu: 24.2% | epoch: 1 | remaining: 230s    
step 00110 (23.3%) | loss: 4.027383 | lrm: 1.00 | dt: 723ms | tok/sec: 724,672 | mfu: 24.0% | epoch: 1 | remaining: 229s    
step 00111 (23.6%) | loss: 4.020257 | lrm: 1.00 | dt: 714ms | tok/sec: 734,598 | mfu: 24.3% | epoch: 1 | remaining: 229s    
step 00112 (23.8%) | loss: 4.009254 | lrm: 1.00 | dt: 725ms | tok/sec: 723,196 | mfu: 23.9% | epoch: 1 | remaining: 228s    
step 00113 (24.0%) | loss: 4.001527 | lrm: 1.00 | dt: 723ms | tok/sec: 725,208 | mfu: 24.0% | epoch: 1 | remaining: 227s    
step 00114 (24.3%) | loss: 3.995521 | lrm: 1.00 | dt: 716ms | tok/sec: 732,215 | mfu: 24.2% | epoch: 1 | remaining: 226s    
step 00115 (24.5%) | loss: 3.984169 | lrm: 1.00 | dt: 723ms | tok/sec: 724,984 | mfu: 24.0% | epoch: 1 | remaining: 226s    
step 00116 (24.8%) | loss: 3.970246 | lrm: 1.00 | dt: 729ms | tok/sec: 719,362 | mfu: 23.8% | epoch: 1 | remaining: 225s    
step 00117 (25.0%) | loss: 3.962289 | lrm: 1.00 | dt: 721ms | tok/sec: 726,851 | mfu: 24.0% | epoch: 1 | remaining: 224s    
step 00118 (25.2%) | loss: 3.947717 | lrm: 1.00 | dt: 727ms | tok/sec: 721,427 | mfu: 23.9% | epoch: 1 | remaining: 224s    
step 00119 (25.5%) | loss: 3.939359 | lrm: 1.00 | dt: 721ms | tok/sec: 726,954 | mfu: 24.0% | epoch: 1 | remaining: 223s    
step 00120 (25.7%) | loss: 3.932359 | lrm: 1.00 | dt: 718ms | tok/sec: 729,873 | mfu: 24.1% | epoch: 1 | remaining: 222s    
step 00121 (26.0%) | loss: 3.916141 | lrm: 1.00 | dt: 722ms | tok/sec: 725,910 | mfu: 24.0% | epoch: 1 | remaining: 221s    
step 00122 (26.2%) | loss: 3.906058 | lrm: 1.00 | dt: 719ms | tok/sec: 729,318 | mfu: 24.1% | epoch: 1 | remaining: 221s    
step 00123 (26.4%) | loss: 3.895592 | lrm: 1.00 | dt: 724ms | tok/sec: 723,806 | mfu: 23.9% | epoch: 1 | remaining: 220s    
step 00124 (26.7%) | loss: 3.885463 | lrm: 1.00 | dt: 728ms | tok/sec: 719,878 | mfu: 23.8% | epoch: 1 | remaining: 219s    
step 00125 (26.9%) | loss: 3.873045 | lrm: 1.00 | dt: 725ms | tok/sec: 722,883 | mfu: 23.9% | epoch: 1 | remaining: 219s    
step 00126 (27.2%) | loss: 3.861757 | lrm: 1.00 | dt: 723ms | tok/sec: 725,472 | mfu: 24.0% | epoch: 1 | remaining: 218s    
step 00127 (27.4%) | loss: 3.849259 | lrm: 1.00 | dt: 728ms | tok/sec: 720,188 | mfu: 23.8% | epoch: 1 | remaining: 217s    
step 00128 (27.6%) | loss: 3.841605 | lrm: 1.00 | dt: 738ms | tok/sec: 710,485 | mfu: 23.5% | epoch: 1 | remaining: 216s    
step 00129 (27.9%) | loss: 3.831827 | lrm: 1.00 | dt: 726ms | tok/sec: 722,040 | mfu: 23.9% | epoch: 1 | remaining: 216s    
step 00130 (28.1%) | loss: 3.824897 | lrm: 1.00 | dt: 722ms | tok/sec: 725,933 | mfu: 24.0% | epoch: 1 | remaining: 215s    
step 00131 (28.4%) | loss: 3.815894 | lrm: 1.00 | dt: 726ms | tok/sec: 722,578 | mfu: 23.9% | epoch: 1 | remaining: 214s    
step 00132 (28.6%) | loss: 3.807653 | lrm: 1.00 | dt: 725ms | tok/sec: 723,479 | mfu: 23.9% | epoch: 1 | remaining: 213s    
step 00133 (28.9%) | loss: 3.803989 | lrm: 1.00 | dt: 721ms | tok/sec: 727,075 | mfu: 24.0% | epoch: 1 | remaining: 213s    
step 00134 (29.1%) | loss: 3.792442 | lrm: 1.00 | dt: 728ms | tok/sec: 720,513 | mfu: 23.8% | epoch: 1 | remaining: 212s    
step 00135 (29.3%) | loss: 3.782760 | lrm: 1.00 | dt: 721ms | tok/sec: 727,127 | mfu: 24.0% | epoch: 1 | remaining: 211s    
step 00136 (29.6%) | loss: 3.772116 | lrm: 1.00 | dt: 721ms | tok/sec: 726,856 | mfu: 24.0% | epoch: 1 | remaining: 211s    
step 00137 (29.8%) | loss: 3.765703 | lrm: 1.00 | dt: 733ms | tok/sec: 715,119 | mfu: 23.6% | epoch: 1 | remaining: 210s    
step 00138 (30.1%) | loss: 3.764645 | lrm: 1.00 | dt: 722ms | tok/sec: 726,482 | mfu: 24.0% | epoch: 1 | remaining: 209s    
step 00139 (30.3%) | loss: 3.753284 | lrm: 1.00 | dt: 717ms | tok/sec: 731,686 | mfu: 24.2% | epoch: 1 | remaining: 208s    
step 00140 (30.5%) | loss: 3.742735 | lrm: 1.00 | dt: 732ms | tok/sec: 716,655 | mfu: 23.7% | epoch: 1 | remaining: 208s    
step 00141 (30.8%) | loss: 3.737587 | lrm: 1.00 | dt: 722ms | tok/sec: 726,327 | mfu: 24.0% | epoch: 1 | remaining: 207s    
step 00142 (31.0%) | loss: 3.730391 | lrm: 1.00 | dt: 727ms | tok/sec: 721,102 | mfu: 23.8% | epoch: 1 | remaining: 206s    
step 00143 (31.3%) | loss: 3.721737 | lrm: 1.00 | dt: 721ms | tok/sec: 727,002 | mfu: 24.0% | epoch: 1 | remaining: 205s    
step 00144 (31.5%) | loss: 3.722676 | lrm: 1.00 | dt: 721ms | tok/sec: 726,921 | mfu: 24.0% | epoch: 1 | remaining: 205s    
step 00145 (31.8%) | loss: 3.716066 | lrm: 1.00 | dt: 726ms | tok/sec: 722,026 | mfu: 23.9% | epoch: 1 | remaining: 204s    
step 00146 (32.0%) | loss: 3.709802 | lrm: 1.00 | dt: 726ms | tok/sec: 722,543 | mfu: 23.9% | epoch: 1 | remaining: 203s    
step 00147 (32.2%) | loss: 3.706867 | lrm: 1.00 | dt: 725ms | tok/sec: 723,035 | mfu: 23.9% | epoch: 1 | remaining: 203s    
step 00148 (32.5%) | loss: 3.699284 | lrm: 1.00 | dt: 729ms | tok/sec: 719,435 | mfu: 23.8% | epoch: 1 | remaining: 202s    
step 00149 (32.7%) | loss: 3.688616 | lrm: 1.00 | dt: 722ms | tok/sec: 726,404 | mfu: 24.0% | epoch: 1 | remaining: 201s    
step 00150 (33.0%) | loss: 3.684015 | lrm: 1.00 | dt: 726ms | tok/sec: 722,189 | mfu: 23.9% | epoch: 1 | remaining: 200s    
