Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=58 binary=110010
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'sliding_window', 'mlp_type': 'relu2', 'use_value_embeddings': False, 'use_qk_norm': True, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 25,165,824
  scalars                 : 16
  total                   : 33,554,448
Estimated FLOPs per token: 2.390753e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 2955ms | tok/sec: 177,429 | mfu: 4.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.185896 | lrm: 1.00 | dt: 638ms | tok/sec: 821,873 | mfu: 19.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.158705 | lrm: 1.00 | dt: 638ms | tok/sec: 821,638 | mfu: 19.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.844320 | lrm: 1.00 | dt: 638ms | tok/sec: 821,650 | mfu: 19.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.534235 | lrm: 1.00 | dt: 638ms | tok/sec: 821,556 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.202665 | lrm: 1.00 | dt: 638ms | tok/sec: 821,262 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.911681 | lrm: 1.00 | dt: 639ms | tok/sec: 821,039 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.660818 | lrm: 1.00 | dt: 639ms | tok/sec: 820,311 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.435754 | lrm: 1.00 | dt: 639ms | tok/sec: 820,730 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.223313 | lrm: 1.00 | dt: 639ms | tok/sec: 820,741 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.034662 | lrm: 1.00 | dt: 639ms | tok/sec: 820,520 | mfu: 19.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.867026 | lrm: 1.00 | dt: 639ms | tok/sec: 820,467 | mfu: 19.8% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.717503 | lrm: 1.00 | dt: 639ms | tok/sec: 820,397 | mfu: 19.8% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.583065 | lrm: 1.00 | dt: 639ms | tok/sec: 820,351 | mfu: 19.8% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 6.468255 | lrm: 1.00 | dt: 639ms | tok/sec: 820,456 | mfu: 19.8% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 6.362992 | lrm: 1.00 | dt: 639ms | tok/sec: 820,085 | mfu: 19.8% | epoch: 1 | remaining: 297s    
step 00037 (5.5%) | loss: 5.419035 | lrm: 1.00 | dt: 640ms | tok/sec: 818,780 | mfu: 19.8% | epoch: 1 | remaining: 283s    
step 00038 (5.8%) | loss: 5.398941 | lrm: 1.00 | dt: 640ms | tok/sec: 819,098 | mfu: 19.8% | epoch: 1 | remaining: 282s    
step 00039 (6.0%) | loss: 5.376361 | lrm: 1.00 | dt: 641ms | tok/sec: 818,523 | mfu: 19.8% | epoch: 1 | remaining: 281s    
step 00040 (6.2%) | loss: 5.355039 | lrm: 1.00 | dt: 640ms | tok/sec: 819,030 | mfu: 19.8% | epoch: 1 | remaining: 281s    
step 00041 (6.4%) | loss: 5.336776 | lrm: 1.00 | dt: 640ms | tok/sec: 819,350 | mfu: 19.8% | epoch: 1 | remaining: 280s    
step 00042 (6.6%) | loss: 5.321325 | lrm: 1.00 | dt: 640ms | tok/sec: 819,120 | mfu: 19.8% | epoch: 1 | remaining: 280s    
step 00043 (6.8%) | loss: 5.299843 | lrm: 1.00 | dt: 640ms | tok/sec: 818,651 | mfu: 19.8% | epoch: 1 | remaining: 279s    
step 00044 (7.0%) | loss: 5.282383 | lrm: 1.00 | dt: 640ms | tok/sec: 818,579 | mfu: 19.8% | epoch: 1 | remaining: 278s    
step 00045 (7.3%) | loss: 5.265373 | lrm: 1.00 | dt: 640ms | tok/sec: 818,599 | mfu: 19.8% | epoch: 1 | remaining: 278s    
step 00046 (7.5%) | loss: 5.247327 | lrm: 1.00 | dt: 640ms | tok/sec: 818,645 | mfu: 19.8% | epoch: 1 | remaining: 277s    
step 00047 (7.7%) | loss: 5.228248 | lrm: 1.00 | dt: 640ms | tok/sec: 818,746 | mfu: 19.8% | epoch: 1 | remaining: 276s    
step 00048 (7.9%) | loss: 5.213292 | lrm: 1.00 | dt: 640ms | tok/sec: 818,860 | mfu: 19.8% | epoch: 1 | remaining: 276s    
step 00049 (8.1%) | loss: 5.195315 | lrm: 1.00 | dt: 640ms | tok/sec: 818,693 | mfu: 19.8% | epoch: 1 | remaining: 275s    
step 00050 (8.3%) | loss: 5.175019 | lrm: 1.00 | dt: 641ms | tok/sec: 818,325 | mfu: 19.8% | epoch: 1 | remaining: 274s    
step 00051 (8.5%) | loss: 5.161702 | lrm: 1.00 | dt: 641ms | tok/sec: 817,938 | mfu: 19.8% | epoch: 1 | remaining: 274s    
step 00052 (8.7%) | loss: 5.145174 | lrm: 1.00 | dt: 641ms | tok/sec: 818,402 | mfu: 19.8% | epoch: 1 | remaining: 273s    
step 00053 (9.0%) | loss: 5.129382 | lrm: 1.00 | dt: 641ms | tok/sec: 817,912 | mfu: 19.8% | epoch: 1 | remaining: 272s    
step 00054 (9.2%) | loss: 5.112540 | lrm: 1.00 | dt: 641ms | tok/sec: 818,512 | mfu: 19.8% | epoch: 1 | remaining: 272s    
step 00055 (9.4%) | loss: 5.095399 | lrm: 1.00 | dt: 641ms | tok/sec: 818,539 | mfu: 19.8% | epoch: 1 | remaining: 271s    
step 00056 (9.6%) | loss: 5.080492 | lrm: 1.00 | dt: 641ms | tok/sec: 818,529 | mfu: 19.8% | epoch: 1 | remaining: 271s    
step 00057 (9.8%) | loss: 5.064047 | lrm: 1.00 | dt: 641ms | tok/sec: 818,068 | mfu: 19.8% | epoch: 1 | remaining: 270s    
step 00058 (10.0%) | loss: 5.048117 | lrm: 1.00 | dt: 641ms | tok/sec: 818,296 | mfu: 19.8% | epoch: 1 | remaining: 269s    
step 00059 (10.2%) | loss: 5.029204 | lrm: 1.00 | dt: 641ms | tok/sec: 818,001 | mfu: 19.8% | epoch: 1 | remaining: 269s    
step 00060 (10.5%) | loss: 5.015432 | lrm: 1.00 | dt: 641ms | tok/sec: 817,673 | mfu: 19.8% | epoch: 1 | remaining: 268s    
step 00061 (10.7%) | loss: 5.002344 | lrm: 1.00 | dt: 641ms | tok/sec: 817,388 | mfu: 19.7% | epoch: 1 | remaining: 267s    
step 00062 (10.9%) | loss: 4.986835 | lrm: 1.00 | dt: 641ms | tok/sec: 818,095 | mfu: 19.8% | epoch: 1 | remaining: 267s    
step 00063 (11.1%) | loss: 4.970023 | lrm: 1.00 | dt: 641ms | tok/sec: 818,089 | mfu: 19.8% | epoch: 1 | remaining: 266s    
step 00064 (11.3%) | loss: 4.954479 | lrm: 1.00 | dt: 641ms | tok/sec: 818,216 | mfu: 19.8% | epoch: 1 | remaining: 265s    
step 00065 (11.5%) | loss: 4.940438 | lrm: 1.00 | dt: 641ms | tok/sec: 818,557 | mfu: 19.8% | epoch: 1 | remaining: 265s    
step 00066 (11.7%) | loss: 4.929569 | lrm: 1.00 | dt: 641ms | tok/sec: 818,284 | mfu: 19.8% | epoch: 1 | remaining: 264s    
step 00067 (12.0%) | loss: 4.918756 | lrm: 1.00 | dt: 641ms | tok/sec: 818,213 | mfu: 19.8% | epoch: 1 | remaining: 264s    
step 00068 (12.2%) | loss: 4.906576 | lrm: 1.00 | dt: 641ms | tok/sec: 818,313 | mfu: 19.8% | epoch: 1 | remaining: 263s    
step 00069 (12.4%) | loss: 4.891573 | lrm: 1.00 | dt: 640ms | tok/sec: 818,602 | mfu: 19.8% | epoch: 1 | remaining: 262s    
step 00070 (12.6%) | loss: 4.876077 | lrm: 1.00 | dt: 641ms | tok/sec: 818,482 | mfu: 19.8% | epoch: 1 | remaining: 262s    
step 00071 (12.8%) | loss: 4.855076 | lrm: 1.00 | dt: 641ms | tok/sec: 818,405 | mfu: 19.8% | epoch: 1 | remaining: 261s    
step 00072 (13.0%) | loss: 4.846243 | lrm: 1.00 | dt: 641ms | tok/sec: 818,157 | mfu: 19.8% | epoch: 1 | remaining: 260s    
step 00073 (13.2%) | loss: 4.833651 | lrm: 1.00 | dt: 641ms | tok/sec: 818,472 | mfu: 19.8% | epoch: 1 | remaining: 260s    
step 00074 (13.4%) | loss: 4.816430 | lrm: 1.00 | dt: 641ms | tok/sec: 817,898 | mfu: 19.8% | epoch: 1 | remaining: 259s    
step 00075 (13.7%) | loss: 4.802486 | lrm: 1.00 | dt: 641ms | tok/sec: 818,327 | mfu: 19.8% | epoch: 1 | remaining: 258s    
step 00076 (13.9%) | loss: 4.789227 | lrm: 1.00 | dt: 641ms | tok/sec: 818,014 | mfu: 19.8% | epoch: 1 | remaining: 258s    
step 00077 (14.1%) | loss: 4.777714 | lrm: 1.00 | dt: 641ms | tok/sec: 818,047 | mfu: 19.8% | epoch: 1 | remaining: 257s    
step 00078 (14.3%) | loss: 4.762170 | lrm: 1.00 | dt: 641ms | tok/sec: 817,569 | mfu: 19.8% | epoch: 1 | remaining: 256s    
step 00079 (14.5%) | loss: 4.746767 | lrm: 1.00 | dt: 641ms | tok/sec: 817,454 | mfu: 19.8% | epoch: 1 | remaining: 256s    
step 00080 (14.7%) | loss: 4.733204 | lrm: 1.00 | dt: 642ms | tok/sec: 816,216 | mfu: 19.7% | epoch: 1 | remaining: 255s    
step 00081 (14.9%) | loss: 4.718755 | lrm: 1.00 | dt: 641ms | tok/sec: 817,330 | mfu: 19.7% | epoch: 1 | remaining: 255s    
step 00082 (15.2%) | loss: 4.706500 | lrm: 1.00 | dt: 641ms | tok/sec: 817,486 | mfu: 19.8% | epoch: 1 | remaining: 254s    
step 00083 (15.4%) | loss: 4.689264 | lrm: 1.00 | dt: 641ms | tok/sec: 817,536 | mfu: 19.8% | epoch: 1 | remaining: 253s    
step 00084 (15.6%) | loss: 4.673239 | lrm: 1.00 | dt: 641ms | tok/sec: 817,860 | mfu: 19.8% | epoch: 1 | remaining: 253s    
step 00085 (15.8%) | loss: 4.663497 | lrm: 1.00 | dt: 641ms | tok/sec: 817,577 | mfu: 19.8% | epoch: 1 | remaining: 252s    
step 00086 (16.0%) | loss: 4.649032 | lrm: 1.00 | dt: 641ms | tok/sec: 817,670 | mfu: 19.8% | epoch: 1 | remaining: 251s    
step 00087 (16.2%) | loss: 4.635706 | lrm: 1.00 | dt: 642ms | tok/sec: 816,683 | mfu: 19.7% | epoch: 1 | remaining: 251s    
step 00088 (16.4%) | loss: 4.625547 | lrm: 1.00 | dt: 641ms | tok/sec: 817,651 | mfu: 19.8% | epoch: 1 | remaining: 250s    
step 00089 (16.7%) | loss: 4.612929 | lrm: 1.00 | dt: 641ms | tok/sec: 817,884 | mfu: 19.8% | epoch: 1 | remaining: 249s    
step 00090 (16.9%) | loss: 4.602245 | lrm: 1.00 | dt: 641ms | tok/sec: 817,649 | mfu: 19.8% | epoch: 1 | remaining: 249s    
step 00091 (17.1%) | loss: 4.586071 | lrm: 1.00 | dt: 641ms | tok/sec: 817,564 | mfu: 19.8% | epoch: 1 | remaining: 248s    
step 00092 (17.3%) | loss: 4.575767 | lrm: 1.00 | dt: 641ms | tok/sec: 817,444 | mfu: 19.8% | epoch: 1 | remaining: 247s    
step 00093 (17.5%) | loss: 4.563254 | lrm: 1.00 | dt: 644ms | tok/sec: 814,631 | mfu: 19.7% | epoch: 1 | remaining: 247s    
step 00094 (17.7%) | loss: 4.551625 | lrm: 1.00 | dt: 642ms | tok/sec: 816,572 | mfu: 19.7% | epoch: 1 | remaining: 246s    
step 00095 (17.9%) | loss: 4.538601 | lrm: 1.00 | dt: 641ms | tok/sec: 817,532 | mfu: 19.8% | epoch: 1 | remaining: 246s    
step 00096 (18.1%) | loss: 4.523395 | lrm: 1.00 | dt: 641ms | tok/sec: 817,703 | mfu: 19.8% | epoch: 1 | remaining: 245s    
step 00097 (18.4%) | loss: 4.510999 | lrm: 1.00 | dt: 641ms | tok/sec: 817,559 | mfu: 19.8% | epoch: 1 | remaining: 244s    
step 00098 (18.6%) | loss: 4.497671 | lrm: 1.00 | dt: 641ms | tok/sec: 817,674 | mfu: 19.8% | epoch: 1 | remaining: 244s    
step 00099 (18.8%) | loss: 4.483293 | lrm: 1.00 | dt: 641ms | tok/sec: 817,897 | mfu: 19.8% | epoch: 1 | remaining: 243s    
step 00100 (19.0%) | loss: 4.468986 | lrm: 1.00 | dt: 641ms | tok/sec: 817,924 | mfu: 19.8% | epoch: 1 | remaining: 242s    
step 00101 (19.2%) | loss: 4.449627 | lrm: 1.00 | dt: 641ms | tok/sec: 817,719 | mfu: 19.8% | epoch: 1 | remaining: 242s    
step 00102 (19.4%) | loss: 4.437105 | lrm: 1.00 | dt: 642ms | tok/sec: 816,586 | mfu: 19.7% | epoch: 1 | remaining: 241s    
step 00103 (19.6%) | loss: 4.417467 | lrm: 1.00 | dt: 643ms | tok/sec: 814,753 | mfu: 19.7% | epoch: 1 | remaining: 240s    
step 00104 (19.9%) | loss: 4.401170 | lrm: 1.00 | dt: 642ms | tok/sec: 816,704 | mfu: 19.7% | epoch: 1 | remaining: 240s    
step 00105 (20.1%) | loss: 4.387295 | lrm: 1.00 | dt: 645ms | tok/sec: 812,831 | mfu: 19.6% | epoch: 1 | remaining: 239s    
step 00106 (20.3%) | loss: 4.371597 | lrm: 1.00 | dt: 641ms | tok/sec: 817,447 | mfu: 19.8% | epoch: 1 | remaining: 238s    
step 00107 (20.5%) | loss: 4.356460 | lrm: 1.00 | dt: 643ms | tok/sec: 815,065 | mfu: 19.7% | epoch: 1 | remaining: 238s    
step 00108 (20.7%) | loss: 4.342842 | lrm: 1.00 | dt: 642ms | tok/sec: 816,390 | mfu: 19.7% | epoch: 1 | remaining: 237s    
step 00109 (20.9%) | loss: 4.328605 | lrm: 1.00 | dt: 645ms | tok/sec: 812,305 | mfu: 19.6% | epoch: 1 | remaining: 237s    
step 00110 (21.1%) | loss: 4.313672 | lrm: 1.00 | dt: 643ms | tok/sec: 815,245 | mfu: 19.7% | epoch: 1 | remaining: 236s    
step 00111 (21.4%) | loss: 4.302499 | lrm: 1.00 | dt: 643ms | tok/sec: 815,993 | mfu: 19.7% | epoch: 1 | remaining: 235s    
step 00112 (21.6%) | loss: 4.288995 | lrm: 1.00 | dt: 645ms | tok/sec: 812,522 | mfu: 19.6% | epoch: 1 | remaining: 235s    
step 00113 (21.8%) | loss: 4.277012 | lrm: 1.00 | dt: 643ms | tok/sec: 815,297 | mfu: 19.7% | epoch: 1 | remaining: 234s    
step 00114 (22.0%) | loss: 4.268353 | lrm: 1.00 | dt: 649ms | tok/sec: 807,218 | mfu: 19.5% | epoch: 1 | remaining: 233s    
step 00115 (22.2%) | loss: 4.256250 | lrm: 1.00 | dt: 644ms | tok/sec: 813,981 | mfu: 19.7% | epoch: 1 | remaining: 233s    
step 00116 (22.4%) | loss: 4.243646 | lrm: 1.00 | dt: 648ms | tok/sec: 809,641 | mfu: 19.6% | epoch: 1 | remaining: 232s    
step 00117 (22.7%) | loss: 4.231733 | lrm: 1.00 | dt: 644ms | tok/sec: 814,193 | mfu: 19.7% | epoch: 1 | remaining: 231s    
step 00118 (22.9%) | loss: 4.213930 | lrm: 1.00 | dt: 646ms | tok/sec: 811,968 | mfu: 19.6% | epoch: 1 | remaining: 231s    
step 00119 (23.1%) | loss: 4.202928 | lrm: 1.00 | dt: 643ms | tok/sec: 815,356 | mfu: 19.7% | epoch: 1 | remaining: 230s    
step 00120 (23.3%) | loss: 4.192461 | lrm: 1.00 | dt: 644ms | tok/sec: 814,211 | mfu: 19.7% | epoch: 1 | remaining: 229s    
step 00121 (23.5%) | loss: 4.175213 | lrm: 1.00 | dt: 643ms | tok/sec: 814,751 | mfu: 19.7% | epoch: 1 | remaining: 229s    
step 00122 (23.7%) | loss: 4.162911 | lrm: 1.00 | dt: 645ms | tok/sec: 812,252 | mfu: 19.6% | epoch: 1 | remaining: 228s    
step 00123 (23.9%) | loss: 4.150448 | lrm: 1.00 | dt: 645ms | tok/sec: 813,131 | mfu: 19.6% | epoch: 1 | remaining: 228s    
step 00124 (24.2%) | loss: 4.141516 | lrm: 1.00 | dt: 644ms | tok/sec: 814,444 | mfu: 19.7% | epoch: 1 | remaining: 227s    
step 00125 (24.4%) | loss: 4.128566 | lrm: 1.00 | dt: 648ms | tok/sec: 809,200 | mfu: 19.6% | epoch: 1 | remaining: 226s    
step 00126 (24.6%) | loss: 4.116373 | lrm: 1.00 | dt: 647ms | tok/sec: 810,096 | mfu: 19.6% | epoch: 1 | remaining: 226s    
step 00127 (24.8%) | loss: 4.102440 | lrm: 1.00 | dt: 650ms | tok/sec: 806,051 | mfu: 19.5% | epoch: 1 | remaining: 225s    
step 00128 (25.0%) | loss: 4.091938 | lrm: 1.00 | dt: 644ms | tok/sec: 814,336 | mfu: 19.7% | epoch: 1 | remaining: 224s    
step 00129 (25.2%) | loss: 4.079639 | lrm: 1.00 | dt: 643ms | tok/sec: 815,740 | mfu: 19.7% | epoch: 1 | remaining: 224s    
step 00130 (25.4%) | loss: 4.071142 | lrm: 1.00 | dt: 644ms | tok/sec: 814,302 | mfu: 19.7% | epoch: 1 | remaining: 223s    
step 00131 (25.7%) | loss: 4.059253 | lrm: 1.00 | dt: 645ms | tok/sec: 813,183 | mfu: 19.6% | epoch: 1 | remaining: 222s    
step 00132 (25.9%) | loss: 4.047807 | lrm: 1.00 | dt: 647ms | tok/sec: 810,853 | mfu: 19.6% | epoch: 1 | remaining: 222s    
step 00133 (26.1%) | loss: 4.040081 | lrm: 1.00 | dt: 647ms | tok/sec: 810,496 | mfu: 19.6% | epoch: 1 | remaining: 221s    
step 00134 (26.3%) | loss: 4.026928 | lrm: 1.00 | dt: 646ms | tok/sec: 811,012 | mfu: 19.6% | epoch: 1 | remaining: 220s    
step 00135 (26.5%) | loss: 4.015098 | lrm: 1.00 | dt: 649ms | tok/sec: 807,236 | mfu: 19.5% | epoch: 1 | remaining: 220s    
step 00136 (26.7%) | loss: 4.003733 | lrm: 1.00 | dt: 646ms | tok/sec: 811,631 | mfu: 19.6% | epoch: 1 | remaining: 219s    
step 00137 (27.0%) | loss: 3.994215 | lrm: 1.00 | dt: 649ms | tok/sec: 808,379 | mfu: 19.5% | epoch: 1 | remaining: 218s    
step 00138 (27.2%) | loss: 3.989179 | lrm: 1.00 | dt: 647ms | tok/sec: 810,327 | mfu: 19.6% | epoch: 1 | remaining: 218s    
step 00139 (27.4%) | loss: 3.976078 | lrm: 1.00 | dt: 650ms | tok/sec: 806,075 | mfu: 19.5% | epoch: 1 | remaining: 217s    
step 00140 (27.6%) | loss: 3.963836 | lrm: 1.00 | dt: 655ms | tok/sec: 800,385 | mfu: 19.3% | epoch: 1 | remaining: 217s    
step 00141 (27.8%) | loss: 3.956687 | lrm: 1.00 | dt: 646ms | tok/sec: 811,512 | mfu: 19.6% | epoch: 1 | remaining: 216s    
step 00142 (28.0%) | loss: 3.951219 | lrm: 1.00 | dt: 645ms | tok/sec: 812,239 | mfu: 19.6% | epoch: 1 | remaining: 215s    
step 00143 (28.3%) | loss: 3.939546 | lrm: 1.00 | dt: 646ms | tok/sec: 811,715 | mfu: 19.6% | epoch: 1 | remaining: 215s    
step 00144 (28.5%) | loss: 3.935168 | lrm: 1.00 | dt: 647ms | tok/sec: 810,376 | mfu: 19.6% | epoch: 1 | remaining: 214s    
step 00145 (28.7%) | loss: 3.923120 | lrm: 1.00 | dt: 647ms | tok/sec: 810,933 | mfu: 19.6% | epoch: 1 | remaining: 213s    
step 00146 (28.9%) | loss: 3.912659 | lrm: 1.00 | dt: 647ms | tok/sec: 810,561 | mfu: 19.6% | epoch: 1 | remaining: 213s    
step 00147 (29.1%) | loss: 3.905224 | lrm: 1.00 | dt: 646ms | tok/sec: 811,273 | mfu: 19.6% | epoch: 1 | remaining: 212s    
step 00148 (29.3%) | loss: 3.894986 | lrm: 1.00 | dt: 646ms | tok/sec: 811,019 | mfu: 19.6% | epoch: 1 | remaining: 211s    
step 00149 (29.5%) | loss: 3.883688 | lrm: 1.00 | dt: 649ms | tok/sec: 807,488 | mfu: 19.5% | epoch: 1 | remaining: 211s    
step 00150 (29.8%) | loss: 3.878561 | lrm: 1.00 | dt: 658ms | tok/sec: 797,019 | mfu: 19.3% | epoch: 1 | remaining: 210s    
