Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=31 binary=111011
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'sliding_window', 'mlp_type': 'swiglu', 'use_value_embeddings': False, 'use_qk_norm': True, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,432
  scalars                 : 16
  total                   : 41,943,056
Estimated FLOPs per token: 2.894070e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 3053ms | tok/sec: 171,724 | mfu: 5.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.191195 | lrm: 1.00 | dt: 756ms | tok/sec: 693,056 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.955766 | lrm: 1.00 | dt: 756ms | tok/sec: 693,113 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.538020 | lrm: 1.00 | dt: 757ms | tok/sec: 692,890 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.112936 | lrm: 1.00 | dt: 757ms | tok/sec: 692,865 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.747162 | lrm: 1.00 | dt: 757ms | tok/sec: 692,747 | mfu: 20.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.448106 | lrm: 1.00 | dt: 757ms | tok/sec: 692,357 | mfu: 20.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.201482 | lrm: 1.00 | dt: 758ms | tok/sec: 691,309 | mfu: 20.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.990033 | lrm: 1.00 | dt: 759ms | tok/sec: 691,126 | mfu: 20.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.804233 | lrm: 1.00 | dt: 758ms | tok/sec: 691,684 | mfu: 20.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.646685 | lrm: 1.00 | dt: 758ms | tok/sec: 691,468 | mfu: 20.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.510943 | lrm: 1.00 | dt: 758ms | tok/sec: 691,513 | mfu: 20.2% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.391910 | lrm: 1.00 | dt: 758ms | tok/sec: 691,339 | mfu: 20.2% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 6.290865 | lrm: 1.00 | dt: 759ms | tok/sec: 691,210 | mfu: 20.2% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 6.196070 | lrm: 1.00 | dt: 758ms | tok/sec: 691,284 | mfu: 20.2% | epoch: 1 | remaining: 297s    
step 00015 (1.0%) | loss: 6.116594 | lrm: 1.00 | dt: 759ms | tok/sec: 691,082 | mfu: 20.2% | epoch: 1 | remaining: 296s    
step 00037 (6.6%) | loss: 5.362261 | lrm: 1.00 | dt: 761ms | tok/sec: 689,344 | mfu: 20.2% | epoch: 1 | remaining: 279s    
step 00038 (6.8%) | loss: 5.343707 | lrm: 1.00 | dt: 760ms | tok/sec: 689,593 | mfu: 20.2% | epoch: 1 | remaining: 279s    
step 00039 (7.1%) | loss: 5.320290 | lrm: 1.00 | dt: 760ms | tok/sec: 689,616 | mfu: 20.2% | epoch: 1 | remaining: 278s    
step 00040 (7.3%) | loss: 5.300106 | lrm: 1.00 | dt: 760ms | tok/sec: 689,782 | mfu: 20.2% | epoch: 1 | remaining: 277s    
step 00041 (7.6%) | loss: 5.285559 | lrm: 1.00 | dt: 760ms | tok/sec: 689,713 | mfu: 20.2% | epoch: 1 | remaining: 276s    
step 00042 (7.8%) | loss: 5.271255 | lrm: 1.00 | dt: 761ms | tok/sec: 689,284 | mfu: 20.2% | epoch: 1 | remaining: 276s    
step 00043 (8.1%) | loss: 5.250063 | lrm: 1.00 | dt: 761ms | tok/sec: 689,305 | mfu: 20.2% | epoch: 1 | remaining: 275s    
step 00044 (8.4%) | loss: 5.232665 | lrm: 1.00 | dt: 760ms | tok/sec: 689,784 | mfu: 20.2% | epoch: 1 | remaining: 274s    
step 00045 (8.6%) | loss: 5.214592 | lrm: 1.00 | dt: 760ms | tok/sec: 689,925 | mfu: 20.2% | epoch: 1 | remaining: 273s    
step 00046 (8.9%) | loss: 5.198051 | lrm: 1.00 | dt: 760ms | tok/sec: 689,621 | mfu: 20.2% | epoch: 1 | remaining: 273s    
step 00047 (9.1%) | loss: 5.178512 | lrm: 1.00 | dt: 761ms | tok/sec: 689,202 | mfu: 20.2% | epoch: 1 | remaining: 272s    
step 00048 (9.4%) | loss: 5.162591 | lrm: 1.00 | dt: 762ms | tok/sec: 688,469 | mfu: 20.1% | epoch: 1 | remaining: 271s    
step 00049 (9.6%) | loss: 5.145490 | lrm: 1.00 | dt: 761ms | tok/sec: 689,229 | mfu: 20.2% | epoch: 1 | remaining: 270s    
step 00050 (9.9%) | loss: 5.125731 | lrm: 1.00 | dt: 760ms | tok/sec: 689,723 | mfu: 20.2% | epoch: 1 | remaining: 270s    
step 00051 (10.1%) | loss: 5.110685 | lrm: 1.00 | dt: 760ms | tok/sec: 689,529 | mfu: 20.2% | epoch: 1 | remaining: 269s    
step 00052 (10.4%) | loss: 5.093805 | lrm: 1.00 | dt: 760ms | tok/sec: 689,608 | mfu: 20.2% | epoch: 1 | remaining: 268s    
step 00053 (10.6%) | loss: 5.076753 | lrm: 1.00 | dt: 760ms | tok/sec: 689,506 | mfu: 20.2% | epoch: 1 | remaining: 267s    
step 00054 (10.9%) | loss: 5.059284 | lrm: 1.00 | dt: 761ms | tok/sec: 689,391 | mfu: 20.2% | epoch: 1 | remaining: 267s    
step 00055 (11.1%) | loss: 5.039718 | lrm: 1.00 | dt: 760ms | tok/sec: 689,405 | mfu: 20.2% | epoch: 1 | remaining: 266s    
step 00056 (11.4%) | loss: 5.026041 | lrm: 1.00 | dt: 761ms | tok/sec: 689,102 | mfu: 20.2% | epoch: 1 | remaining: 265s    
step 00057 (11.7%) | loss: 5.009907 | lrm: 1.00 | dt: 761ms | tok/sec: 689,032 | mfu: 20.2% | epoch: 1 | remaining: 264s    
step 00058 (11.9%) | loss: 4.992240 | lrm: 1.00 | dt: 761ms | tok/sec: 688,717 | mfu: 20.1% | epoch: 1 | remaining: 264s    
step 00059 (12.2%) | loss: 4.970236 | lrm: 1.00 | dt: 761ms | tok/sec: 688,689 | mfu: 20.1% | epoch: 1 | remaining: 263s    
step 00060 (12.4%) | loss: 4.954680 | lrm: 1.00 | dt: 762ms | tok/sec: 688,188 | mfu: 20.1% | epoch: 1 | remaining: 262s    
step 00061 (12.7%) | loss: 4.939133 | lrm: 1.00 | dt: 762ms | tok/sec: 688,318 | mfu: 20.1% | epoch: 1 | remaining: 261s    
step 00062 (12.9%) | loss: 4.920387 | lrm: 1.00 | dt: 762ms | tok/sec: 688,383 | mfu: 20.1% | epoch: 1 | remaining: 260s    
step 00063 (13.2%) | loss: 4.904022 | lrm: 1.00 | dt: 761ms | tok/sec: 688,670 | mfu: 20.1% | epoch: 1 | remaining: 260s    
step 00064 (13.4%) | loss: 4.886588 | lrm: 1.00 | dt: 761ms | tok/sec: 688,633 | mfu: 20.1% | epoch: 1 | remaining: 259s    
step 00065 (13.7%) | loss: 4.868607 | lrm: 1.00 | dt: 761ms | tok/sec: 689,097 | mfu: 20.2% | epoch: 1 | remaining: 258s    
step 00066 (13.9%) | loss: 4.854129 | lrm: 1.00 | dt: 761ms | tok/sec: 689,184 | mfu: 20.2% | epoch: 1 | remaining: 257s    
step 00067 (14.2%) | loss: 4.839843 | lrm: 1.00 | dt: 761ms | tok/sec: 689,118 | mfu: 20.2% | epoch: 1 | remaining: 257s    
step 00068 (14.4%) | loss: 4.824837 | lrm: 1.00 | dt: 761ms | tok/sec: 689,029 | mfu: 20.2% | epoch: 1 | remaining: 256s    
step 00069 (14.7%) | loss: 4.804303 | lrm: 1.00 | dt: 761ms | tok/sec: 688,910 | mfu: 20.1% | epoch: 1 | remaining: 255s    
step 00070 (14.9%) | loss: 4.785745 | lrm: 1.00 | dt: 761ms | tok/sec: 688,832 | mfu: 20.1% | epoch: 1 | remaining: 254s    
step 00071 (15.2%) | loss: 4.762340 | lrm: 1.00 | dt: 762ms | tok/sec: 687,958 | mfu: 20.1% | epoch: 1 | remaining: 254s    
step 00072 (15.5%) | loss: 4.749847 | lrm: 1.00 | dt: 763ms | tok/sec: 687,568 | mfu: 20.1% | epoch: 1 | remaining: 253s    
step 00073 (15.7%) | loss: 4.735906 | lrm: 1.00 | dt: 764ms | tok/sec: 686,056 | mfu: 20.1% | epoch: 1 | remaining: 252s    
step 00074 (16.0%) | loss: 4.714717 | lrm: 1.00 | dt: 763ms | tok/sec: 687,443 | mfu: 20.1% | epoch: 1 | remaining: 251s    
step 00075 (16.2%) | loss: 4.697410 | lrm: 1.00 | dt: 762ms | tok/sec: 687,723 | mfu: 20.1% | epoch: 1 | remaining: 251s    
step 00076 (16.5%) | loss: 4.680248 | lrm: 1.00 | dt: 762ms | tok/sec: 688,325 | mfu: 20.1% | epoch: 1 | remaining: 250s    
step 00077 (16.7%) | loss: 4.665395 | lrm: 1.00 | dt: 761ms | tok/sec: 688,715 | mfu: 20.1% | epoch: 1 | remaining: 249s    
step 00078 (17.0%) | loss: 4.645370 | lrm: 1.00 | dt: 761ms | tok/sec: 688,692 | mfu: 20.1% | epoch: 1 | remaining: 248s    
step 00079 (17.2%) | loss: 4.626101 | lrm: 1.00 | dt: 763ms | tok/sec: 687,220 | mfu: 20.1% | epoch: 1 | remaining: 248s    
step 00080 (17.5%) | loss: 4.609925 | lrm: 1.00 | dt: 766ms | tok/sec: 684,271 | mfu: 20.0% | epoch: 1 | remaining: 247s    
step 00081 (17.7%) | loss: 4.591025 | lrm: 1.00 | dt: 766ms | tok/sec: 684,265 | mfu: 20.0% | epoch: 1 | remaining: 246s    
step 00082 (18.0%) | loss: 4.573017 | lrm: 1.00 | dt: 763ms | tok/sec: 687,153 | mfu: 20.1% | epoch: 1 | remaining: 245s    
step 00083 (18.3%) | loss: 4.551773 | lrm: 1.00 | dt: 769ms | tok/sec: 681,808 | mfu: 19.9% | epoch: 1 | remaining: 244s    
step 00084 (18.5%) | loss: 4.533486 | lrm: 1.00 | dt: 769ms | tok/sec: 681,367 | mfu: 19.9% | epoch: 1 | remaining: 244s    
step 00085 (18.8%) | loss: 4.522594 | lrm: 1.00 | dt: 764ms | tok/sec: 686,294 | mfu: 20.1% | epoch: 1 | remaining: 243s    
step 00086 (19.0%) | loss: 4.507652 | lrm: 1.00 | dt: 766ms | tok/sec: 684,605 | mfu: 20.0% | epoch: 1 | remaining: 242s    
step 00087 (19.3%) | loss: 4.491855 | lrm: 1.00 | dt: 768ms | tok/sec: 682,978 | mfu: 20.0% | epoch: 1 | remaining: 241s    
step 00088 (19.5%) | loss: 4.474832 | lrm: 1.00 | dt: 767ms | tok/sec: 683,815 | mfu: 20.0% | epoch: 1 | remaining: 241s    
step 00089 (19.8%) | loss: 4.459993 | lrm: 1.00 | dt: 777ms | tok/sec: 675,142 | mfu: 19.7% | epoch: 1 | remaining: 240s    
step 00090 (20.0%) | loss: 4.450131 | lrm: 1.00 | dt: 764ms | tok/sec: 686,441 | mfu: 20.1% | epoch: 1 | remaining: 239s    
step 00091 (20.3%) | loss: 4.431926 | lrm: 1.00 | dt: 775ms | tok/sec: 676,670 | mfu: 19.8% | epoch: 1 | remaining: 238s    
step 00092 (20.6%) | loss: 4.419767 | lrm: 1.00 | dt: 771ms | tok/sec: 679,777 | mfu: 19.9% | epoch: 1 | remaining: 238s    
step 00093 (20.8%) | loss: 4.400657 | lrm: 1.00 | dt: 772ms | tok/sec: 679,502 | mfu: 19.9% | epoch: 1 | remaining: 237s    
step 00094 (21.1%) | loss: 4.384953 | lrm: 1.00 | dt: 765ms | tok/sec: 685,333 | mfu: 20.0% | epoch: 1 | remaining: 236s    
step 00095 (21.3%) | loss: 4.369328 | lrm: 1.00 | dt: 773ms | tok/sec: 678,245 | mfu: 19.8% | epoch: 1 | remaining: 235s    
step 00096 (21.6%) | loss: 4.350216 | lrm: 1.00 | dt: 769ms | tok/sec: 681,860 | mfu: 19.9% | epoch: 1 | remaining: 234s    
step 00097 (21.8%) | loss: 4.335374 | lrm: 1.00 | dt: 771ms | tok/sec: 680,314 | mfu: 19.9% | epoch: 1 | remaining: 234s    
step 00098 (22.1%) | loss: 4.317015 | lrm: 1.00 | dt: 766ms | tok/sec: 684,817 | mfu: 20.0% | epoch: 1 | remaining: 233s    
step 00099 (22.4%) | loss: 4.300196 | lrm: 1.00 | dt: 774ms | tok/sec: 677,502 | mfu: 19.8% | epoch: 1 | remaining: 232s    
step 00100 (22.6%) | loss: 4.285802 | lrm: 1.00 | dt: 777ms | tok/sec: 675,121 | mfu: 19.7% | epoch: 1 | remaining: 231s    
step 00101 (22.9%) | loss: 4.267155 | lrm: 1.00 | dt: 771ms | tok/sec: 680,365 | mfu: 19.9% | epoch: 1 | remaining: 231s    
step 00102 (23.1%) | loss: 4.249389 | lrm: 1.00 | dt: 776ms | tok/sec: 675,735 | mfu: 19.8% | epoch: 1 | remaining: 230s    
step 00103 (23.4%) | loss: 4.227773 | lrm: 1.00 | dt: 771ms | tok/sec: 679,817 | mfu: 19.9% | epoch: 1 | remaining: 229s    
step 00104 (23.6%) | loss: 4.213929 | lrm: 1.00 | dt: 773ms | tok/sec: 678,477 | mfu: 19.8% | epoch: 1 | remaining: 228s    
step 00105 (23.9%) | loss: 4.199879 | lrm: 1.00 | dt: 776ms | tok/sec: 675,473 | mfu: 19.8% | epoch: 1 | remaining: 228s    
step 00106 (24.2%) | loss: 4.187068 | lrm: 1.00 | dt: 777ms | tok/sec: 674,682 | mfu: 19.7% | epoch: 1 | remaining: 227s    
step 00107 (24.4%) | loss: 4.175469 | lrm: 1.00 | dt: 767ms | tok/sec: 683,328 | mfu: 20.0% | epoch: 1 | remaining: 226s    
step 00108 (24.7%) | loss: 4.162624 | lrm: 1.00 | dt: 773ms | tok/sec: 678,529 | mfu: 19.8% | epoch: 1 | remaining: 225s    
step 00109 (24.9%) | loss: 4.150434 | lrm: 1.00 | dt: 767ms | tok/sec: 683,300 | mfu: 20.0% | epoch: 1 | remaining: 224s    
step 00110 (25.2%) | loss: 4.134750 | lrm: 1.00 | dt: 770ms | tok/sec: 681,130 | mfu: 19.9% | epoch: 1 | remaining: 224s    
step 00111 (25.4%) | loss: 4.126260 | lrm: 1.00 | dt: 784ms | tok/sec: 668,934 | mfu: 19.6% | epoch: 1 | remaining: 223s    
step 00112 (25.7%) | loss: 4.114928 | lrm: 1.00 | dt: 779ms | tok/sec: 673,388 | mfu: 19.7% | epoch: 1 | remaining: 222s    
step 00113 (26.0%) | loss: 4.105298 | lrm: 1.00 | dt: 791ms | tok/sec: 662,912 | mfu: 19.4% | epoch: 1 | remaining: 221s    
step 00114 (26.2%) | loss: 4.097747 | lrm: 1.00 | dt: 772ms | tok/sec: 679,142 | mfu: 19.9% | epoch: 1 | remaining: 221s    
step 00115 (26.5%) | loss: 4.086140 | lrm: 1.00 | dt: 779ms | tok/sec: 673,096 | mfu: 19.7% | epoch: 1 | remaining: 220s    
step 00116 (26.7%) | loss: 4.072747 | lrm: 1.00 | dt: 780ms | tok/sec: 672,275 | mfu: 19.7% | epoch: 1 | remaining: 219s    
step 00117 (27.0%) | loss: 4.065411 | lrm: 1.00 | dt: 773ms | tok/sec: 677,956 | mfu: 19.8% | epoch: 1 | remaining: 218s    
step 00118 (27.3%) | loss: 4.050651 | lrm: 1.00 | dt: 775ms | tok/sec: 676,755 | mfu: 19.8% | epoch: 1 | remaining: 217s    
step 00119 (27.5%) | loss: 4.042030 | lrm: 1.00 | dt: 777ms | tok/sec: 674,679 | mfu: 19.7% | epoch: 1 | remaining: 217s    
step 00120 (27.8%) | loss: 4.034378 | lrm: 1.00 | dt: 773ms | tok/sec: 678,589 | mfu: 19.8% | epoch: 1 | remaining: 216s    
step 00121 (28.0%) | loss: 4.015460 | lrm: 1.00 | dt: 771ms | tok/sec: 679,970 | mfu: 19.9% | epoch: 1 | remaining: 215s    
step 00122 (28.3%) | loss: 4.002670 | lrm: 1.00 | dt: 771ms | tok/sec: 679,856 | mfu: 19.9% | epoch: 1 | remaining: 214s    
step 00123 (28.6%) | loss: 3.992496 | lrm: 1.00 | dt: 774ms | tok/sec: 677,206 | mfu: 19.8% | epoch: 1 | remaining: 214s    
step 00124 (28.8%) | loss: 3.984451 | lrm: 1.00 | dt: 784ms | tok/sec: 668,846 | mfu: 19.6% | epoch: 1 | remaining: 213s    
step 00125 (29.1%) | loss: 3.970545 | lrm: 1.00 | dt: 792ms | tok/sec: 662,235 | mfu: 19.4% | epoch: 1 | remaining: 212s    
step 00126 (29.3%) | loss: 3.957631 | lrm: 1.00 | dt: 781ms | tok/sec: 671,317 | mfu: 19.6% | epoch: 1 | remaining: 211s    
step 00127 (29.6%) | loss: 3.944644 | lrm: 1.00 | dt: 777ms | tok/sec: 675,167 | mfu: 19.7% | epoch: 1 | remaining: 210s    
step 00128 (29.9%) | loss: 3.936278 | lrm: 1.00 | dt: 773ms | tok/sec: 677,993 | mfu: 19.8% | epoch: 1 | remaining: 210s    
step 00129 (30.1%) | loss: 3.926350 | lrm: 1.00 | dt: 776ms | tok/sec: 675,214 | mfu: 19.7% | epoch: 1 | remaining: 209s    
step 00130 (30.4%) | loss: 3.918403 | lrm: 1.00 | dt: 780ms | tok/sec: 672,593 | mfu: 19.7% | epoch: 1 | remaining: 208s    
step 00131 (30.6%) | loss: 3.907754 | lrm: 1.00 | dt: 771ms | tok/sec: 679,886 | mfu: 19.9% | epoch: 1 | remaining: 207s    
step 00132 (30.9%) | loss: 3.896466 | lrm: 1.00 | dt: 773ms | tok/sec: 678,173 | mfu: 19.8% | epoch: 1 | remaining: 207s    
step 00133 (31.1%) | loss: 3.891461 | lrm: 1.00 | dt: 777ms | tok/sec: 674,605 | mfu: 19.7% | epoch: 1 | remaining: 206s    
step 00134 (31.4%) | loss: 3.879061 | lrm: 1.00 | dt: 777ms | tok/sec: 674,457 | mfu: 19.7% | epoch: 1 | remaining: 205s    
step 00135 (31.7%) | loss: 3.867226 | lrm: 1.00 | dt: 790ms | tok/sec: 663,797 | mfu: 19.4% | epoch: 1 | remaining: 204s    
step 00136 (31.9%) | loss: 3.855833 | lrm: 1.00 | dt: 780ms | tok/sec: 672,233 | mfu: 19.7% | epoch: 1 | remaining: 203s    
step 00137 (32.2%) | loss: 3.848209 | lrm: 1.00 | dt: 774ms | tok/sec: 677,724 | mfu: 19.8% | epoch: 1 | remaining: 203s    
step 00138 (32.4%) | loss: 3.844251 | lrm: 1.00 | dt: 774ms | tok/sec: 677,406 | mfu: 19.8% | epoch: 1 | remaining: 202s    
step 00139 (32.7%) | loss: 3.830804 | lrm: 1.00 | dt: 775ms | tok/sec: 676,795 | mfu: 19.8% | epoch: 1 | remaining: 201s    
step 00140 (33.0%) | loss: 3.819901 | lrm: 1.00 | dt: 774ms | tok/sec: 677,143 | mfu: 19.8% | epoch: 1 | remaining: 200s    
step 00141 (33.2%) | loss: 3.813813 | lrm: 1.00 | dt: 776ms | tok/sec: 675,943 | mfu: 19.8% | epoch: 1 | remaining: 200s    
step 00142 (33.5%) | loss: 3.806219 | lrm: 1.00 | dt: 766ms | tok/sec: 684,620 | mfu: 20.0% | epoch: 1 | remaining: 199s    
step 00143 (33.7%) | loss: 3.796814 | lrm: 1.00 | dt: 783ms | tok/sec: 669,995 | mfu: 19.6% | epoch: 1 | remaining: 198s    
step 00144 (34.0%) | loss: 3.795268 | lrm: 1.00 | dt: 776ms | tok/sec: 675,683 | mfu: 19.8% | epoch: 1 | remaining: 197s    
step 00145 (34.3%) | loss: 3.787884 | lrm: 1.00 | dt: 777ms | tok/sec: 674,442 | mfu: 19.7% | epoch: 1 | remaining: 196s    
step 00146 (34.5%) | loss: 3.783468 | lrm: 1.00 | dt: 776ms | tok/sec: 675,244 | mfu: 19.7% | epoch: 1 | remaining: 196s    
step 00147 (34.8%) | loss: 3.779362 | lrm: 1.00 | dt: 787ms | tok/sec: 666,362 | mfu: 19.5% | epoch: 1 | remaining: 195s    
step 00148 (35.0%) | loss: 3.768819 | lrm: 1.00 | dt: 778ms | tok/sec: 673,502 | mfu: 19.7% | epoch: 1 | remaining: 194s    
step 00149 (35.3%) | loss: 3.755721 | lrm: 1.00 | dt: 775ms | tok/sec: 676,232 | mfu: 19.8% | epoch: 1 | remaining: 193s    
step 00150 (35.6%) | loss: 3.750138 | lrm: 1.00 | dt: 777ms | tok/sec: 674,387 | mfu: 19.7% | epoch: 1 | remaining: 193s    
