Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=69 binary=011110
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'sliding_window', 'mlp_type': 'swiglu', 'use_value_embeddings': True, 'use_qk_norm': True, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,944
  scalars                 : 16
  total                   : 58,720,784
Estimated FLOPs per token: 2.894100e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 3286ms | tok/sec: 159,530 | mfu: 4.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.853439 | lrm: 1.00 | dt: 704ms | tok/sec: 744,657 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.460952 | lrm: 1.00 | dt: 704ms | tok/sec: 744,244 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.001549 | lrm: 1.00 | dt: 705ms | tok/sec: 743,833 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.615170 | lrm: 1.00 | dt: 705ms | tok/sec: 744,100 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.275670 | lrm: 1.00 | dt: 705ms | tok/sec: 743,926 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.023262 | lrm: 1.00 | dt: 705ms | tok/sec: 743,836 | mfu: 21.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.815567 | lrm: 1.00 | dt: 706ms | tok/sec: 742,842 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.638535 | lrm: 1.00 | dt: 706ms | tok/sec: 742,926 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.487136 | lrm: 1.00 | dt: 706ms | tok/sec: 742,860 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.362065 | lrm: 1.00 | dt: 706ms | tok/sec: 742,404 | mfu: 21.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.254602 | lrm: 1.00 | dt: 706ms | tok/sec: 742,459 | mfu: 21.7% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.160930 | lrm: 1.00 | dt: 707ms | tok/sec: 742,071 | mfu: 21.7% | epoch: 1 | remaining: 299s    
step 00013 (0.5%) | loss: 6.082322 | lrm: 1.00 | dt: 707ms | tok/sec: 741,547 | mfu: 21.7% | epoch: 1 | remaining: 298s    
step 00014 (0.7%) | loss: 6.007459 | lrm: 1.00 | dt: 707ms | tok/sec: 742,058 | mfu: 21.7% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 5.944467 | lrm: 1.00 | dt: 707ms | tok/sec: 741,926 | mfu: 21.7% | epoch: 1 | remaining: 296s    
step 00046 (8.3%) | loss: 4.956502 | lrm: 1.00 | dt: 712ms | tok/sec: 735,865 | mfu: 21.5% | epoch: 1 | remaining: 274s    
step 00047 (8.5%) | loss: 4.927635 | lrm: 1.00 | dt: 712ms | tok/sec: 736,279 | mfu: 21.5% | epoch: 1 | remaining: 274s    
step 00048 (8.7%) | loss: 4.904861 | lrm: 1.00 | dt: 712ms | tok/sec: 736,574 | mfu: 21.5% | epoch: 1 | remaining: 273s    
step 00049 (9.0%) | loss: 4.881038 | lrm: 1.00 | dt: 713ms | tok/sec: 735,190 | mfu: 21.5% | epoch: 1 | remaining: 272s    
step 00050 (9.2%) | loss: 4.855221 | lrm: 1.00 | dt: 712ms | tok/sec: 736,771 | mfu: 21.5% | epoch: 1 | remaining: 272s    
step 00051 (9.5%) | loss: 4.833107 | lrm: 1.00 | dt: 713ms | tok/sec: 735,698 | mfu: 21.5% | epoch: 1 | remaining: 271s    
step 00052 (9.7%) | loss: 4.807124 | lrm: 1.00 | dt: 713ms | tok/sec: 735,725 | mfu: 21.5% | epoch: 1 | remaining: 270s    
step 00053 (9.9%) | loss: 4.782269 | lrm: 1.00 | dt: 713ms | tok/sec: 734,910 | mfu: 21.5% | epoch: 1 | remaining: 269s    
step 00054 (10.2%) | loss: 4.759165 | lrm: 1.00 | dt: 714ms | tok/sec: 734,560 | mfu: 21.5% | epoch: 1 | remaining: 269s    
step 00055 (10.4%) | loss: 4.733602 | lrm: 1.00 | dt: 713ms | tok/sec: 735,183 | mfu: 21.5% | epoch: 1 | remaining: 268s    
step 00056 (10.6%) | loss: 4.711218 | lrm: 1.00 | dt: 713ms | tok/sec: 734,813 | mfu: 21.5% | epoch: 1 | remaining: 267s    
step 00057 (10.9%) | loss: 4.685302 | lrm: 1.00 | dt: 713ms | tok/sec: 735,252 | mfu: 21.5% | epoch: 1 | remaining: 267s    
step 00058 (11.1%) | loss: 4.661483 | lrm: 1.00 | dt: 714ms | tok/sec: 734,590 | mfu: 21.5% | epoch: 1 | remaining: 266s    
step 00059 (11.4%) | loss: 4.630933 | lrm: 1.00 | dt: 713ms | tok/sec: 735,083 | mfu: 21.5% | epoch: 1 | remaining: 265s    
step 00060 (11.6%) | loss: 4.604919 | lrm: 1.00 | dt: 714ms | tok/sec: 734,495 | mfu: 21.5% | epoch: 1 | remaining: 264s    
step 00061 (11.8%) | loss: 4.581488 | lrm: 1.00 | dt: 715ms | tok/sec: 733,668 | mfu: 21.5% | epoch: 1 | remaining: 264s    
step 00062 (12.1%) | loss: 4.554173 | lrm: 1.00 | dt: 714ms | tok/sec: 734,259 | mfu: 21.5% | epoch: 1 | remaining: 263s    
step 00063 (12.3%) | loss: 4.525536 | lrm: 1.00 | dt: 714ms | tok/sec: 734,301 | mfu: 21.5% | epoch: 1 | remaining: 262s    
step 00064 (12.6%) | loss: 4.500925 | lrm: 1.00 | dt: 715ms | tok/sec: 733,000 | mfu: 21.4% | epoch: 1 | remaining: 262s    
step 00065 (12.8%) | loss: 4.477646 | lrm: 1.00 | dt: 715ms | tok/sec: 733,540 | mfu: 21.5% | epoch: 1 | remaining: 261s    
step 00066 (13.0%) | loss: 4.456213 | lrm: 1.00 | dt: 716ms | tok/sec: 732,575 | mfu: 21.4% | epoch: 1 | remaining: 260s    
step 00067 (13.3%) | loss: 4.432197 | lrm: 1.00 | dt: 714ms | tok/sec: 734,070 | mfu: 21.5% | epoch: 1 | remaining: 259s    
step 00068 (13.5%) | loss: 4.408776 | lrm: 1.00 | dt: 716ms | tok/sec: 732,522 | mfu: 21.4% | epoch: 1 | remaining: 259s    
step 00069 (13.7%) | loss: 4.383627 | lrm: 1.00 | dt: 716ms | tok/sec: 732,585 | mfu: 21.4% | epoch: 1 | remaining: 258s    
step 00070 (14.0%) | loss: 4.358711 | lrm: 1.00 | dt: 714ms | tok/sec: 734,057 | mfu: 21.5% | epoch: 1 | remaining: 257s    
step 00071 (14.2%) | loss: 4.329352 | lrm: 1.00 | dt: 715ms | tok/sec: 732,766 | mfu: 21.4% | epoch: 1 | remaining: 257s    
step 00072 (14.5%) | loss: 4.313658 | lrm: 1.00 | dt: 716ms | tok/sec: 732,392 | mfu: 21.4% | epoch: 1 | remaining: 256s    
step 00073 (14.7%) | loss: 4.293131 | lrm: 1.00 | dt: 715ms | tok/sec: 733,174 | mfu: 21.4% | epoch: 1 | remaining: 255s    
step 00074 (14.9%) | loss: 4.269855 | lrm: 1.00 | dt: 715ms | tok/sec: 733,164 | mfu: 21.4% | epoch: 1 | remaining: 254s    
step 00075 (15.2%) | loss: 4.247669 | lrm: 1.00 | dt: 716ms | tok/sec: 732,364 | mfu: 21.4% | epoch: 1 | remaining: 254s    
step 00076 (15.4%) | loss: 4.228299 | lrm: 1.00 | dt: 716ms | tok/sec: 732,531 | mfu: 21.4% | epoch: 1 | remaining: 253s    
step 00077 (15.7%) | loss: 4.210813 | lrm: 1.00 | dt: 718ms | tok/sec: 729,778 | mfu: 21.3% | epoch: 1 | remaining: 252s    
step 00078 (15.9%) | loss: 4.187769 | lrm: 1.00 | dt: 717ms | tok/sec: 731,416 | mfu: 21.4% | epoch: 1 | remaining: 252s    
step 00079 (16.1%) | loss: 4.167525 | lrm: 1.00 | dt: 719ms | tok/sec: 729,502 | mfu: 21.3% | epoch: 1 | remaining: 251s    
step 00080 (16.4%) | loss: 4.148908 | lrm: 1.00 | dt: 718ms | tok/sec: 730,004 | mfu: 21.4% | epoch: 1 | remaining: 250s    
step 00081 (16.6%) | loss: 4.130661 | lrm: 1.00 | dt: 716ms | tok/sec: 732,139 | mfu: 21.4% | epoch: 1 | remaining: 249s    
step 00082 (16.8%) | loss: 4.112785 | lrm: 1.00 | dt: 719ms | tok/sec: 729,497 | mfu: 21.3% | epoch: 1 | remaining: 249s    
step 00083 (17.1%) | loss: 4.090672 | lrm: 1.00 | dt: 720ms | tok/sec: 728,286 | mfu: 21.3% | epoch: 1 | remaining: 248s    
step 00084 (17.3%) | loss: 4.071009 | lrm: 1.00 | dt: 720ms | tok/sec: 727,876 | mfu: 21.3% | epoch: 1 | remaining: 247s    
step 00085 (17.6%) | loss: 4.058226 | lrm: 1.00 | dt: 722ms | tok/sec: 726,265 | mfu: 21.2% | epoch: 1 | remaining: 247s    
step 00086 (17.8%) | loss: 4.043016 | lrm: 1.00 | dt: 724ms | tok/sec: 723,722 | mfu: 21.2% | epoch: 1 | remaining: 246s    
step 00087 (18.0%) | loss: 4.027828 | lrm: 1.00 | dt: 723ms | tok/sec: 724,992 | mfu: 21.2% | epoch: 1 | remaining: 245s    
step 00088 (18.3%) | loss: 4.013195 | lrm: 1.00 | dt: 726ms | tok/sec: 722,612 | mfu: 21.1% | epoch: 1 | remaining: 244s    
step 00089 (18.5%) | loss: 3.995295 | lrm: 1.00 | dt: 724ms | tok/sec: 724,626 | mfu: 21.2% | epoch: 1 | remaining: 244s    
step 00090 (18.8%) | loss: 3.981473 | lrm: 1.00 | dt: 723ms | tok/sec: 725,230 | mfu: 21.2% | epoch: 1 | remaining: 243s    
step 00091 (19.0%) | loss: 3.965325 | lrm: 1.00 | dt: 725ms | tok/sec: 723,336 | mfu: 21.2% | epoch: 1 | remaining: 242s    
step 00092 (19.3%) | loss: 3.952425 | lrm: 1.00 | dt: 724ms | tok/sec: 724,581 | mfu: 21.2% | epoch: 1 | remaining: 242s    
step 00093 (19.5%) | loss: 3.936916 | lrm: 1.00 | dt: 725ms | tok/sec: 723,036 | mfu: 21.1% | epoch: 1 | remaining: 241s    
step 00094 (19.7%) | loss: 3.926410 | lrm: 1.00 | dt: 727ms | tok/sec: 721,040 | mfu: 21.1% | epoch: 1 | remaining: 240s    
step 00095 (20.0%) | loss: 3.915459 | lrm: 1.00 | dt: 723ms | tok/sec: 725,033 | mfu: 21.2% | epoch: 1 | remaining: 239s    
step 00096 (20.2%) | loss: 3.898829 | lrm: 1.00 | dt: 729ms | tok/sec: 718,810 | mfu: 21.0% | epoch: 1 | remaining: 239s    
step 00097 (20.5%) | loss: 3.886533 | lrm: 1.00 | dt: 735ms | tok/sec: 713,090 | mfu: 20.9% | epoch: 1 | remaining: 238s    
step 00098 (20.7%) | loss: 3.873647 | lrm: 1.00 | dt: 733ms | tok/sec: 715,730 | mfu: 20.9% | epoch: 1 | remaining: 237s    
step 00099 (21.0%) | loss: 3.862723 | lrm: 1.00 | dt: 728ms | tok/sec: 720,304 | mfu: 21.1% | epoch: 1 | remaining: 236s    
step 00100 (21.2%) | loss: 3.852149 | lrm: 1.00 | dt: 723ms | tok/sec: 724,671 | mfu: 21.2% | epoch: 1 | remaining: 236s    
step 00101 (21.4%) | loss: 3.838324 | lrm: 1.00 | dt: 724ms | tok/sec: 723,834 | mfu: 21.2% | epoch: 1 | remaining: 235s    
step 00102 (21.7%) | loss: 3.825282 | lrm: 1.00 | dt: 729ms | tok/sec: 718,702 | mfu: 21.0% | epoch: 1 | remaining: 234s    
step 00103 (21.9%) | loss: 3.805923 | lrm: 1.00 | dt: 729ms | tok/sec: 718,943 | mfu: 21.0% | epoch: 1 | remaining: 234s    
step 00104 (22.2%) | loss: 3.793955 | lrm: 1.00 | dt: 726ms | tok/sec: 722,176 | mfu: 21.1% | epoch: 1 | remaining: 233s    
step 00105 (22.4%) | loss: 3.782149 | lrm: 1.00 | dt: 727ms | tok/sec: 721,528 | mfu: 21.1% | epoch: 1 | remaining: 232s    
step 00106 (22.6%) | loss: 3.772251 | lrm: 1.00 | dt: 731ms | tok/sec: 717,111 | mfu: 21.0% | epoch: 1 | remaining: 231s    
step 00107 (22.9%) | loss: 3.765054 | lrm: 1.00 | dt: 733ms | tok/sec: 714,838 | mfu: 20.9% | epoch: 1 | remaining: 231s    
step 00108 (23.1%) | loss: 3.758744 | lrm: 1.00 | dt: 735ms | tok/sec: 713,750 | mfu: 20.9% | epoch: 1 | remaining: 230s    
step 00109 (23.4%) | loss: 3.752362 | lrm: 1.00 | dt: 734ms | tok/sec: 714,528 | mfu: 20.9% | epoch: 1 | remaining: 229s    
step 00110 (23.6%) | loss: 3.743795 | lrm: 1.00 | dt: 737ms | tok/sec: 711,453 | mfu: 20.8% | epoch: 1 | remaining: 228s    
step 00111 (23.9%) | loss: 3.741684 | lrm: 1.00 | dt: 734ms | tok/sec: 714,046 | mfu: 20.9% | epoch: 1 | remaining: 228s    
step 00112 (24.1%) | loss: 3.736458 | lrm: 1.00 | dt: 730ms | tok/sec: 717,895 | mfu: 21.0% | epoch: 1 | remaining: 227s    
step 00113 (24.4%) | loss: 3.735283 | lrm: 1.00 | dt: 740ms | tok/sec: 708,460 | mfu: 20.7% | epoch: 1 | remaining: 226s    
step 00114 (24.6%) | loss: 3.735024 | lrm: 1.00 | dt: 728ms | tok/sec: 720,203 | mfu: 21.1% | epoch: 1 | remaining: 225s    
step 00115 (24.8%) | loss: 3.727952 | lrm: 1.00 | dt: 725ms | tok/sec: 723,375 | mfu: 21.2% | epoch: 1 | remaining: 225s    
step 00116 (25.1%) | loss: 3.717069 | lrm: 1.00 | dt: 734ms | tok/sec: 714,710 | mfu: 20.9% | epoch: 1 | remaining: 224s    
step 00117 (25.3%) | loss: 3.713948 | lrm: 1.00 | dt: 730ms | tok/sec: 718,028 | mfu: 21.0% | epoch: 1 | remaining: 223s    
step 00118 (25.6%) | loss: 3.703060 | lrm: 1.00 | dt: 733ms | tok/sec: 715,563 | mfu: 20.9% | epoch: 1 | remaining: 223s    
step 00119 (25.8%) | loss: 3.697480 | lrm: 1.00 | dt: 732ms | tok/sec: 716,372 | mfu: 21.0% | epoch: 1 | remaining: 222s    
step 00120 (26.1%) | loss: 3.693870 | lrm: 1.00 | dt: 736ms | tok/sec: 712,414 | mfu: 20.8% | epoch: 1 | remaining: 221s    
step 00121 (26.3%) | loss: 3.679141 | lrm: 1.00 | dt: 741ms | tok/sec: 707,454 | mfu: 20.7% | epoch: 1 | remaining: 220s    
step 00122 (26.6%) | loss: 3.670982 | lrm: 1.00 | dt: 738ms | tok/sec: 710,263 | mfu: 20.8% | epoch: 1 | remaining: 220s    
step 00123 (26.8%) | loss: 3.665511 | lrm: 1.00 | dt: 734ms | tok/sec: 714,554 | mfu: 20.9% | epoch: 1 | remaining: 219s    
step 00124 (27.1%) | loss: 3.661891 | lrm: 1.00 | dt: 732ms | tok/sec: 716,530 | mfu: 21.0% | epoch: 1 | remaining: 218s    
step 00125 (27.3%) | loss: 3.653623 | lrm: 1.00 | dt: 730ms | tok/sec: 717,929 | mfu: 21.0% | epoch: 1 | remaining: 217s    
step 00126 (27.5%) | loss: 3.646886 | lrm: 1.00 | dt: 734ms | tok/sec: 714,377 | mfu: 20.9% | epoch: 1 | remaining: 217s    
step 00127 (27.8%) | loss: 3.639021 | lrm: 1.00 | dt: 731ms | tok/sec: 716,955 | mfu: 21.0% | epoch: 1 | remaining: 216s    
step 00128 (28.0%) | loss: 3.638002 | lrm: 1.00 | dt: 730ms | tok/sec: 717,841 | mfu: 21.0% | epoch: 1 | remaining: 215s    
step 00129 (28.3%) | loss: 3.631068 | lrm: 1.00 | dt: 729ms | tok/sec: 719,445 | mfu: 21.0% | epoch: 1 | remaining: 214s    
step 00130 (28.5%) | loss: 3.628087 | lrm: 1.00 | dt: 739ms | tok/sec: 709,249 | mfu: 20.7% | epoch: 1 | remaining: 214s    
step 00131 (28.8%) | loss: 3.623157 | lrm: 1.00 | dt: 731ms | tok/sec: 717,613 | mfu: 21.0% | epoch: 1 | remaining: 213s    
step 00132 (29.0%) | loss: 3.618420 | lrm: 1.00 | dt: 729ms | tok/sec: 719,240 | mfu: 21.0% | epoch: 1 | remaining: 212s    
step 00133 (29.2%) | loss: 3.617819 | lrm: 1.00 | dt: 733ms | tok/sec: 714,782 | mfu: 20.9% | epoch: 1 | remaining: 212s    
step 00134 (29.5%) | loss: 3.608927 | lrm: 1.00 | dt: 737ms | tok/sec: 711,370 | mfu: 20.8% | epoch: 1 | remaining: 211s    
step 00135 (29.7%) | loss: 3.603411 | lrm: 1.00 | dt: 727ms | tok/sec: 721,503 | mfu: 21.1% | epoch: 1 | remaining: 210s    
step 00136 (30.0%) | loss: 3.596975 | lrm: 1.00 | dt: 731ms | tok/sec: 717,079 | mfu: 21.0% | epoch: 1 | remaining: 209s    
step 00137 (30.2%) | loss: 3.593103 | lrm: 1.00 | dt: 725ms | tok/sec: 722,962 | mfu: 21.1% | epoch: 1 | remaining: 209s    
step 00138 (30.5%) | loss: 3.595095 | lrm: 1.00 | dt: 734ms | tok/sec: 714,180 | mfu: 20.9% | epoch: 1 | remaining: 208s    
step 00139 (30.7%) | loss: 3.585673 | lrm: 1.00 | dt: 734ms | tok/sec: 714,015 | mfu: 20.9% | epoch: 1 | remaining: 207s    
step 00140 (31.0%) | loss: 3.578982 | lrm: 1.00 | dt: 739ms | tok/sec: 709,482 | mfu: 20.8% | epoch: 1 | remaining: 206s    
step 00141 (31.2%) | loss: 3.576197 | lrm: 1.00 | dt: 737ms | tok/sec: 711,328 | mfu: 20.8% | epoch: 1 | remaining: 206s    
step 00142 (31.4%) | loss: 3.573376 | lrm: 1.00 | dt: 726ms | tok/sec: 722,015 | mfu: 21.1% | epoch: 1 | remaining: 205s    
step 00143 (31.7%) | loss: 3.567922 | lrm: 1.00 | dt: 731ms | tok/sec: 717,206 | mfu: 21.0% | epoch: 1 | remaining: 204s    
step 00144 (31.9%) | loss: 3.571116 | lrm: 1.00 | dt: 735ms | tok/sec: 713,162 | mfu: 20.9% | epoch: 1 | remaining: 203s    
step 00145 (32.2%) | loss: 3.566120 | lrm: 1.00 | dt: 729ms | tok/sec: 718,718 | mfu: 21.0% | epoch: 1 | remaining: 203s    
step 00146 (32.4%) | loss: 3.561663 | lrm: 1.00 | dt: 744ms | tok/sec: 704,736 | mfu: 20.6% | epoch: 1 | remaining: 202s    
step 00147 (32.7%) | loss: 3.561551 | lrm: 1.00 | dt: 737ms | tok/sec: 711,115 | mfu: 20.8% | epoch: 1 | remaining: 201s    
step 00148 (32.9%) | loss: 3.556154 | lrm: 1.00 | dt: 726ms | tok/sec: 722,083 | mfu: 21.1% | epoch: 1 | remaining: 201s    
step 00149 (33.2%) | loss: 3.547379 | lrm: 1.00 | dt: 731ms | tok/sec: 717,611 | mfu: 21.0% | epoch: 1 | remaining: 200s    
step 00150 (33.4%) | loss: 3.546013 | lrm: 1.00 | dt: 733ms | tok/sec: 715,001 | mfu: 20.9% | epoch: 1 | remaining: 199s    
