Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=50 binary=100100
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'standard', 'mlp_type': 'relu2', 'use_value_embeddings': True, 'use_qk_norm': False, 'rope_base': 10000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.768271e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 2871ms | tok/sec: 182,613 | mfu: 5.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.185856 | lrm: 1.00 | dt: 623ms | tok/sec: 841,757 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.144774 | lrm: 1.00 | dt: 623ms | tok/sec: 840,924 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.810661 | lrm: 1.00 | dt: 624ms | tok/sec: 840,058 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.499955 | lrm: 1.00 | dt: 624ms | tok/sec: 840,584 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.189408 | lrm: 1.00 | dt: 624ms | tok/sec: 840,535 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.913641 | lrm: 1.00 | dt: 624ms | tok/sec: 840,572 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.678548 | lrm: 1.00 | dt: 624ms | tok/sec: 840,370 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.459337 | lrm: 1.00 | dt: 624ms | tok/sec: 840,008 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.247092 | lrm: 1.00 | dt: 625ms | tok/sec: 839,472 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.059223 | lrm: 1.00 | dt: 625ms | tok/sec: 839,394 | mfu: 23.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.892264 | lrm: 1.00 | dt: 624ms | tok/sec: 839,746 | mfu: 23.5% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.740022 | lrm: 1.00 | dt: 625ms | tok/sec: 839,405 | mfu: 23.5% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.602170 | lrm: 1.00 | dt: 625ms | tok/sec: 839,449 | mfu: 23.5% | epoch: 1 | remaining: 298s    
step 00014 (0.6%) | loss: 6.483962 | lrm: 1.00 | dt: 625ms | tok/sec: 839,426 | mfu: 23.5% | epoch: 1 | remaining: 298s    
step 00015 (0.8%) | loss: 6.376527 | lrm: 1.00 | dt: 624ms | tok/sec: 839,638 | mfu: 23.5% | epoch: 1 | remaining: 297s    
step 00037 (5.4%) | loss: 5.306803 | lrm: 1.00 | dt: 626ms | tok/sec: 837,967 | mfu: 23.4% | epoch: 1 | remaining: 283s    
step 00038 (5.6%) | loss: 5.276896 | lrm: 1.00 | dt: 626ms | tok/sec: 838,035 | mfu: 23.4% | epoch: 1 | remaining: 282s    
step 00039 (5.8%) | loss: 5.242491 | lrm: 1.00 | dt: 626ms | tok/sec: 838,169 | mfu: 23.4% | epoch: 1 | remaining: 282s    
step 00040 (6.0%) | loss: 5.211207 | lrm: 1.00 | dt: 626ms | tok/sec: 837,804 | mfu: 23.4% | epoch: 1 | remaining: 281s    
step 00041 (6.3%) | loss: 5.184824 | lrm: 1.00 | dt: 626ms | tok/sec: 838,013 | mfu: 23.4% | epoch: 1 | remaining: 281s    
step 00042 (6.5%) | loss: 5.157943 | lrm: 1.00 | dt: 626ms | tok/sec: 837,421 | mfu: 23.4% | epoch: 1 | remaining: 280s    
step 00043 (6.7%) | loss: 5.125381 | lrm: 1.00 | dt: 626ms | tok/sec: 837,536 | mfu: 23.4% | epoch: 1 | remaining: 279s    
step 00044 (6.9%) | loss: 5.096529 | lrm: 1.00 | dt: 626ms | tok/sec: 837,649 | mfu: 23.4% | epoch: 1 | remaining: 279s    
step 00045 (7.1%) | loss: 5.068802 | lrm: 1.00 | dt: 626ms | tok/sec: 837,464 | mfu: 23.4% | epoch: 1 | remaining: 278s    
step 00046 (7.3%) | loss: 5.041957 | lrm: 1.00 | dt: 626ms | tok/sec: 837,726 | mfu: 23.4% | epoch: 1 | remaining: 277s    
step 00047 (7.5%) | loss: 5.012769 | lrm: 1.00 | dt: 626ms | tok/sec: 837,437 | mfu: 23.4% | epoch: 1 | remaining: 277s    
step 00048 (7.7%) | loss: 4.988418 | lrm: 1.00 | dt: 626ms | tok/sec: 837,836 | mfu: 23.4% | epoch: 1 | remaining: 276s    
step 00049 (7.9%) | loss: 4.963592 | lrm: 1.00 | dt: 626ms | tok/sec: 837,488 | mfu: 23.4% | epoch: 1 | remaining: 276s    
step 00050 (8.1%) | loss: 4.936280 | lrm: 1.00 | dt: 626ms | tok/sec: 837,227 | mfu: 23.4% | epoch: 1 | remaining: 275s    
step 00051 (8.3%) | loss: 4.914618 | lrm: 1.00 | dt: 626ms | tok/sec: 837,542 | mfu: 23.4% | epoch: 1 | remaining: 274s    
step 00052 (8.5%) | loss: 4.890186 | lrm: 1.00 | dt: 626ms | tok/sec: 837,402 | mfu: 23.4% | epoch: 1 | remaining: 274s    
step 00053 (8.8%) | loss: 4.866247 | lrm: 1.00 | dt: 626ms | tok/sec: 837,015 | mfu: 23.4% | epoch: 1 | remaining: 273s    
step 00054 (9.0%) | loss: 4.842303 | lrm: 1.00 | dt: 626ms | tok/sec: 837,356 | mfu: 23.4% | epoch: 1 | remaining: 272s    
step 00055 (9.2%) | loss: 4.816816 | lrm: 1.00 | dt: 626ms | tok/sec: 837,438 | mfu: 23.4% | epoch: 1 | remaining: 272s    
step 00056 (9.4%) | loss: 4.794801 | lrm: 1.00 | dt: 626ms | tok/sec: 837,414 | mfu: 23.4% | epoch: 1 | remaining: 271s    
step 00057 (9.6%) | loss: 4.771045 | lrm: 1.00 | dt: 626ms | tok/sec: 836,907 | mfu: 23.4% | epoch: 1 | remaining: 271s    
step 00058 (9.8%) | loss: 4.749220 | lrm: 1.00 | dt: 626ms | tok/sec: 837,123 | mfu: 23.4% | epoch: 1 | remaining: 270s    
step 00059 (10.0%) | loss: 4.720486 | lrm: 1.00 | dt: 626ms | tok/sec: 837,176 | mfu: 23.4% | epoch: 1 | remaining: 269s    
step 00060 (10.2%) | loss: 4.697734 | lrm: 1.00 | dt: 626ms | tok/sec: 837,195 | mfu: 23.4% | epoch: 1 | remaining: 269s    
step 00061 (10.4%) | loss: 4.677647 | lrm: 1.00 | dt: 626ms | tok/sec: 836,961 | mfu: 23.4% | epoch: 1 | remaining: 268s    
step 00062 (10.6%) | loss: 4.654276 | lrm: 1.00 | dt: 626ms | tok/sec: 837,223 | mfu: 23.4% | epoch: 1 | remaining: 267s    
step 00063 (10.8%) | loss: 4.631611 | lrm: 1.00 | dt: 626ms | tok/sec: 837,071 | mfu: 23.4% | epoch: 1 | remaining: 267s    
step 00064 (11.1%) | loss: 4.611016 | lrm: 1.00 | dt: 626ms | tok/sec: 836,910 | mfu: 23.4% | epoch: 1 | remaining: 266s    
step 00065 (11.3%) | loss: 4.586291 | lrm: 1.00 | dt: 626ms | tok/sec: 836,889 | mfu: 23.4% | epoch: 1 | remaining: 266s    
step 00066 (11.5%) | loss: 4.569664 | lrm: 1.00 | dt: 627ms | tok/sec: 836,801 | mfu: 23.4% | epoch: 1 | remaining: 265s    
step 00067 (11.7%) | loss: 4.550135 | lrm: 1.00 | dt: 626ms | tok/sec: 836,977 | mfu: 23.4% | epoch: 1 | remaining: 264s    
step 00068 (11.9%) | loss: 4.530929 | lrm: 1.00 | dt: 626ms | tok/sec: 836,855 | mfu: 23.4% | epoch: 1 | remaining: 264s    
step 00069 (12.1%) | loss: 4.508815 | lrm: 1.00 | dt: 626ms | tok/sec: 836,918 | mfu: 23.4% | epoch: 1 | remaining: 263s    
step 00070 (12.3%) | loss: 4.487112 | lrm: 1.00 | dt: 626ms | tok/sec: 837,181 | mfu: 23.4% | epoch: 1 | remaining: 262s    
step 00071 (12.5%) | loss: 4.460951 | lrm: 1.00 | dt: 626ms | tok/sec: 836,882 | mfu: 23.4% | epoch: 1 | remaining: 262s    
step 00072 (12.7%) | loss: 4.447628 | lrm: 1.00 | dt: 627ms | tok/sec: 836,724 | mfu: 23.4% | epoch: 1 | remaining: 261s    
step 00073 (12.9%) | loss: 4.429571 | lrm: 1.00 | dt: 627ms | tok/sec: 836,663 | mfu: 23.4% | epoch: 1 | remaining: 261s    
step 00074 (13.1%) | loss: 4.407955 | lrm: 1.00 | dt: 627ms | tok/sec: 836,828 | mfu: 23.4% | epoch: 1 | remaining: 260s    
step 00075 (13.3%) | loss: 4.388058 | lrm: 1.00 | dt: 627ms | tok/sec: 836,431 | mfu: 23.4% | epoch: 1 | remaining: 259s    
step 00076 (13.6%) | loss: 4.370271 | lrm: 1.00 | dt: 627ms | tok/sec: 836,150 | mfu: 23.4% | epoch: 1 | remaining: 259s    
step 00077 (13.8%) | loss: 4.356699 | lrm: 1.00 | dt: 627ms | tok/sec: 836,434 | mfu: 23.4% | epoch: 1 | remaining: 258s    
step 00078 (14.0%) | loss: 4.334006 | lrm: 1.00 | dt: 627ms | tok/sec: 836,178 | mfu: 23.4% | epoch: 1 | remaining: 257s    
step 00079 (14.2%) | loss: 4.314984 | lrm: 1.00 | dt: 627ms | tok/sec: 836,171 | mfu: 23.4% | epoch: 1 | remaining: 257s    
step 00080 (14.4%) | loss: 4.296431 | lrm: 1.00 | dt: 627ms | tok/sec: 836,449 | mfu: 23.4% | epoch: 1 | remaining: 256s    
step 00081 (14.6%) | loss: 4.279177 | lrm: 1.00 | dt: 627ms | tok/sec: 836,154 | mfu: 23.4% | epoch: 1 | remaining: 256s    
step 00082 (14.8%) | loss: 4.265075 | lrm: 1.00 | dt: 628ms | tok/sec: 835,310 | mfu: 23.4% | epoch: 1 | remaining: 255s    
step 00083 (15.0%) | loss: 4.246528 | lrm: 1.00 | dt: 627ms | tok/sec: 836,430 | mfu: 23.4% | epoch: 1 | remaining: 254s    
step 00084 (15.2%) | loss: 4.226837 | lrm: 1.00 | dt: 627ms | tok/sec: 835,605 | mfu: 23.4% | epoch: 1 | remaining: 254s    
step 00085 (15.4%) | loss: 4.213454 | lrm: 1.00 | dt: 629ms | tok/sec: 833,759 | mfu: 23.3% | epoch: 1 | remaining: 253s    
step 00086 (15.6%) | loss: 4.198283 | lrm: 1.00 | dt: 627ms | tok/sec: 835,837 | mfu: 23.4% | epoch: 1 | remaining: 252s    
step 00087 (15.9%) | loss: 4.184649 | lrm: 1.00 | dt: 627ms | tok/sec: 836,093 | mfu: 23.4% | epoch: 1 | remaining: 252s    
step 00088 (16.1%) | loss: 4.165268 | lrm: 1.00 | dt: 627ms | tok/sec: 835,711 | mfu: 23.4% | epoch: 1 | remaining: 251s    
step 00089 (16.3%) | loss: 4.148794 | lrm: 1.00 | dt: 627ms | tok/sec: 835,744 | mfu: 23.4% | epoch: 1 | remaining: 251s    
step 00090 (16.5%) | loss: 4.134605 | lrm: 1.00 | dt: 627ms | tok/sec: 836,087 | mfu: 23.4% | epoch: 1 | remaining: 250s    
step 00091 (16.7%) | loss: 4.117696 | lrm: 1.00 | dt: 627ms | tok/sec: 836,044 | mfu: 23.4% | epoch: 1 | remaining: 249s    
step 00092 (16.9%) | loss: 4.105988 | lrm: 1.00 | dt: 627ms | tok/sec: 835,642 | mfu: 23.4% | epoch: 1 | remaining: 249s    
step 00093 (17.1%) | loss: 4.091389 | lrm: 1.00 | dt: 629ms | tok/sec: 833,399 | mfu: 23.3% | epoch: 1 | remaining: 248s    
step 00094 (17.3%) | loss: 4.079669 | lrm: 1.00 | dt: 628ms | tok/sec: 834,315 | mfu: 23.3% | epoch: 1 | remaining: 247s    
step 00095 (17.5%) | loss: 4.068833 | lrm: 1.00 | dt: 629ms | tok/sec: 833,387 | mfu: 23.3% | epoch: 1 | remaining: 247s    
step 00096 (17.7%) | loss: 4.052960 | lrm: 1.00 | dt: 629ms | tok/sec: 832,956 | mfu: 23.3% | epoch: 1 | remaining: 246s    
step 00097 (18.0%) | loss: 4.041332 | lrm: 1.00 | dt: 630ms | tok/sec: 832,452 | mfu: 23.3% | epoch: 1 | remaining: 246s    
step 00098 (18.2%) | loss: 4.027264 | lrm: 1.00 | dt: 630ms | tok/sec: 831,613 | mfu: 23.3% | epoch: 1 | remaining: 245s    
step 00099 (18.4%) | loss: 4.015908 | lrm: 1.00 | dt: 634ms | tok/sec: 827,286 | mfu: 23.1% | epoch: 1 | remaining: 244s    
step 00100 (18.6%) | loss: 4.004877 | lrm: 1.00 | dt: 628ms | tok/sec: 834,788 | mfu: 23.4% | epoch: 1 | remaining: 244s    
step 00101 (18.8%) | loss: 3.990790 | lrm: 1.00 | dt: 629ms | tok/sec: 833,560 | mfu: 23.3% | epoch: 1 | remaining: 243s    
step 00102 (19.0%) | loss: 3.977210 | lrm: 1.00 | dt: 632ms | tok/sec: 829,574 | mfu: 23.2% | epoch: 1 | remaining: 242s    
step 00103 (19.2%) | loss: 3.957069 | lrm: 1.00 | dt: 629ms | tok/sec: 833,665 | mfu: 23.3% | epoch: 1 | remaining: 242s    
step 00104 (19.4%) | loss: 3.944548 | lrm: 1.00 | dt: 628ms | tok/sec: 834,654 | mfu: 23.4% | epoch: 1 | remaining: 241s    
step 00105 (19.6%) | loss: 3.933331 | lrm: 1.00 | dt: 629ms | tok/sec: 833,654 | mfu: 23.3% | epoch: 1 | remaining: 240s    
step 00106 (19.8%) | loss: 3.924018 | lrm: 1.00 | dt: 630ms | tok/sec: 832,188 | mfu: 23.3% | epoch: 1 | remaining: 240s    
step 00107 (20.1%) | loss: 3.913115 | lrm: 1.00 | dt: 633ms | tok/sec: 828,501 | mfu: 23.2% | epoch: 1 | remaining: 239s    
step 00108 (20.3%) | loss: 3.906692 | lrm: 1.00 | dt: 628ms | tok/sec: 834,196 | mfu: 23.3% | epoch: 1 | remaining: 239s    
step 00109 (20.5%) | loss: 3.898229 | lrm: 1.00 | dt: 634ms | tok/sec: 827,095 | mfu: 23.1% | epoch: 1 | remaining: 238s    
step 00110 (20.7%) | loss: 3.889140 | lrm: 1.00 | dt: 635ms | tok/sec: 826,241 | mfu: 23.1% | epoch: 1 | remaining: 237s    
step 00111 (20.9%) | loss: 3.885362 | lrm: 1.00 | dt: 634ms | tok/sec: 827,105 | mfu: 23.1% | epoch: 1 | remaining: 237s    
step 00112 (21.1%) | loss: 3.878996 | lrm: 1.00 | dt: 634ms | tok/sec: 826,435 | mfu: 23.1% | epoch: 1 | remaining: 236s    
step 00113 (21.3%) | loss: 3.875190 | lrm: 1.00 | dt: 639ms | tok/sec: 820,823 | mfu: 23.0% | epoch: 1 | remaining: 235s    
step 00114 (21.5%) | loss: 3.873157 | lrm: 1.00 | dt: 638ms | tok/sec: 821,605 | mfu: 23.0% | epoch: 1 | remaining: 235s    
step 00115 (21.7%) | loss: 3.865947 | lrm: 1.00 | dt: 634ms | tok/sec: 826,848 | mfu: 23.1% | epoch: 1 | remaining: 234s    
step 00116 (22.0%) | loss: 3.855492 | lrm: 1.00 | dt: 634ms | tok/sec: 826,966 | mfu: 23.1% | epoch: 1 | remaining: 234s    
step 00117 (22.2%) | loss: 3.850867 | lrm: 1.00 | dt: 634ms | tok/sec: 827,097 | mfu: 23.1% | epoch: 1 | remaining: 233s    
step 00118 (22.4%) | loss: 3.839834 | lrm: 1.00 | dt: 635ms | tok/sec: 825,804 | mfu: 23.1% | epoch: 1 | remaining: 232s    
step 00119 (22.6%) | loss: 3.833874 | lrm: 1.00 | dt: 633ms | tok/sec: 828,247 | mfu: 23.2% | epoch: 1 | remaining: 232s    
step 00120 (22.8%) | loss: 3.830235 | lrm: 1.00 | dt: 632ms | tok/sec: 829,719 | mfu: 23.2% | epoch: 1 | remaining: 231s    
step 00121 (23.0%) | loss: 3.814716 | lrm: 1.00 | dt: 630ms | tok/sec: 832,506 | mfu: 23.3% | epoch: 1 | remaining: 230s    
step 00122 (23.2%) | loss: 3.805689 | lrm: 1.00 | dt: 629ms | tok/sec: 833,566 | mfu: 23.3% | epoch: 1 | remaining: 230s    
step 00123 (23.4%) | loss: 3.799050 | lrm: 1.00 | dt: 639ms | tok/sec: 820,893 | mfu: 23.0% | epoch: 1 | remaining: 229s    
step 00124 (23.6%) | loss: 3.793867 | lrm: 1.00 | dt: 635ms | tok/sec: 826,107 | mfu: 23.1% | epoch: 1 | remaining: 228s    
step 00125 (23.9%) | loss: 3.785116 | lrm: 1.00 | dt: 636ms | tok/sec: 824,861 | mfu: 23.1% | epoch: 1 | remaining: 228s    
step 00126 (24.1%) | loss: 3.776599 | lrm: 1.00 | dt: 637ms | tok/sec: 822,711 | mfu: 23.0% | epoch: 1 | remaining: 227s    
step 00127 (24.3%) | loss: 3.768095 | lrm: 1.00 | dt: 642ms | tok/sec: 816,113 | mfu: 22.8% | epoch: 1 | remaining: 227s    
step 00128 (24.5%) | loss: 3.766550 | lrm: 1.00 | dt: 632ms | tok/sec: 829,626 | mfu: 23.2% | epoch: 1 | remaining: 226s    
step 00129 (24.7%) | loss: 3.759448 | lrm: 1.00 | dt: 637ms | tok/sec: 823,658 | mfu: 23.0% | epoch: 1 | remaining: 225s    
step 00130 (24.9%) | loss: 3.757543 | lrm: 1.00 | dt: 638ms | tok/sec: 821,581 | mfu: 23.0% | epoch: 1 | remaining: 225s    
step 00131 (25.1%) | loss: 3.751610 | lrm: 1.00 | dt: 630ms | tok/sec: 831,676 | mfu: 23.3% | epoch: 1 | remaining: 224s    
step 00132 (25.3%) | loss: 3.745694 | lrm: 1.00 | dt: 638ms | tok/sec: 822,284 | mfu: 23.0% | epoch: 1 | remaining: 223s    
step 00133 (25.6%) | loss: 3.744060 | lrm: 1.00 | dt: 635ms | tok/sec: 825,740 | mfu: 23.1% | epoch: 1 | remaining: 223s    
step 00134 (25.8%) | loss: 3.734969 | lrm: 1.00 | dt: 637ms | tok/sec: 822,574 | mfu: 23.0% | epoch: 1 | remaining: 222s    
step 00135 (26.0%) | loss: 3.729125 | lrm: 1.00 | dt: 632ms | tok/sec: 829,209 | mfu: 23.2% | epoch: 1 | remaining: 221s    
step 00136 (26.2%) | loss: 3.721191 | lrm: 1.00 | dt: 637ms | tok/sec: 823,228 | mfu: 23.0% | epoch: 1 | remaining: 221s    
step 00137 (26.4%) | loss: 3.716421 | lrm: 1.00 | dt: 644ms | tok/sec: 814,646 | mfu: 22.8% | epoch: 1 | remaining: 220s    
step 00138 (26.6%) | loss: 3.716177 | lrm: 1.00 | dt: 635ms | tok/sec: 825,826 | mfu: 23.1% | epoch: 1 | remaining: 220s    
step 00139 (26.8%) | loss: 3.706523 | lrm: 1.00 | dt: 636ms | tok/sec: 824,958 | mfu: 23.1% | epoch: 1 | remaining: 219s    
step 00140 (27.0%) | loss: 3.699175 | lrm: 1.00 | dt: 633ms | tok/sec: 828,863 | mfu: 23.2% | epoch: 1 | remaining: 218s    
step 00141 (27.2%) | loss: 3.695630 | lrm: 1.00 | dt: 638ms | tok/sec: 822,201 | mfu: 23.0% | epoch: 1 | remaining: 218s    
step 00142 (27.5%) | loss: 3.692180 | lrm: 1.00 | dt: 636ms | tok/sec: 824,620 | mfu: 23.1% | epoch: 1 | remaining: 217s    
step 00143 (27.7%) | loss: 3.686585 | lrm: 1.00 | dt: 640ms | tok/sec: 819,565 | mfu: 22.9% | epoch: 1 | remaining: 216s    
step 00144 (27.9%) | loss: 3.689243 | lrm: 1.00 | dt: 636ms | tok/sec: 824,638 | mfu: 23.1% | epoch: 1 | remaining: 216s    
step 00145 (28.1%) | loss: 3.684780 | lrm: 1.00 | dt: 636ms | tok/sec: 823,787 | mfu: 23.0% | epoch: 1 | remaining: 215s    
step 00146 (28.3%) | loss: 3.680885 | lrm: 1.00 | dt: 640ms | tok/sec: 818,686 | mfu: 22.9% | epoch: 1 | remaining: 214s    
step 00147 (28.5%) | loss: 3.680302 | lrm: 1.00 | dt: 640ms | tok/sec: 819,453 | mfu: 22.9% | epoch: 1 | remaining: 214s    
step 00148 (28.7%) | loss: 3.673782 | lrm: 1.00 | dt: 641ms | tok/sec: 818,230 | mfu: 22.9% | epoch: 1 | remaining: 213s    
step 00149 (28.9%) | loss: 3.664389 | lrm: 1.00 | dt: 634ms | tok/sec: 827,451 | mfu: 23.1% | epoch: 1 | remaining: 213s    
step 00150 (29.2%) | loss: 3.662898 | lrm: 1.00 | dt: 638ms | tok/sec: 821,874 | mfu: 23.0% | epoch: 1 | remaining: 212s    
