Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=17 binary=101011
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'layernorm', 'attention_type': 'standard', 'mlp_type': 'swiglu', 'use_value_embeddings': False, 'use_qk_norm': True, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,432
  scalars                 : 16
  total                   : 41,943,056
Estimated FLOPs per token: 3.271557e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011375 | lrm: 1.00 | dt: 14774ms | tok/sec: 35,487 | mfu: 1.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.191195 | lrm: 1.00 | dt: 755ms | tok/sec: 694,374 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.955768 | lrm: 1.00 | dt: 755ms | tok/sec: 694,839 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.538023 | lrm: 1.00 | dt: 755ms | tok/sec: 694,588 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.112941 | lrm: 1.00 | dt: 755ms | tok/sec: 694,462 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.747188 | lrm: 1.00 | dt: 755ms | tok/sec: 694,599 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.448136 | lrm: 1.00 | dt: 755ms | tok/sec: 694,421 | mfu: 23.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.201540 | lrm: 1.00 | dt: 755ms | tok/sec: 693,985 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.990147 | lrm: 1.00 | dt: 755ms | tok/sec: 694,057 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.804410 | lrm: 1.00 | dt: 756ms | tok/sec: 693,796 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.646846 | lrm: 1.00 | dt: 756ms | tok/sec: 693,548 | mfu: 22.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.511048 | lrm: 1.00 | dt: 756ms | tok/sec: 693,415 | mfu: 22.9% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.391849 | lrm: 1.00 | dt: 756ms | tok/sec: 693,394 | mfu: 22.9% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 6.290709 | lrm: 1.00 | dt: 756ms | tok/sec: 693,398 | mfu: 22.9% | epoch: 1 | remaining: 298s    
step 00014 (0.8%) | loss: 6.195686 | lrm: 1.00 | dt: 756ms | tok/sec: 693,234 | mfu: 22.9% | epoch: 1 | remaining: 297s    
step 00015 (1.0%) | loss: 6.115812 | lrm: 1.00 | dt: 756ms | tok/sec: 693,139 | mfu: 22.9% | epoch: 1 | remaining: 296s    
step 00094 (21.0%) | loss: 4.390529 | lrm: 1.00 | dt: 761ms | tok/sec: 688,863 | mfu: 22.8% | epoch: 1 | remaining: 236s    
step 00095 (21.3%) | loss: 4.373834 | lrm: 1.00 | dt: 761ms | tok/sec: 688,706 | mfu: 22.8% | epoch: 1 | remaining: 235s    
step 00096 (21.5%) | loss: 4.355405 | lrm: 1.00 | dt: 761ms | tok/sec: 689,044 | mfu: 22.8% | epoch: 1 | remaining: 235s    
step 00097 (21.8%) | loss: 4.341486 | lrm: 1.00 | dt: 761ms | tok/sec: 688,606 | mfu: 22.8% | epoch: 1 | remaining: 234s    
step 00098 (22.0%) | loss: 4.324822 | lrm: 1.00 | dt: 761ms | tok/sec: 688,998 | mfu: 22.8% | epoch: 1 | remaining: 233s    
step 00099 (22.3%) | loss: 4.306583 | lrm: 1.00 | dt: 761ms | tok/sec: 688,953 | mfu: 22.8% | epoch: 1 | remaining: 232s    
step 00100 (22.5%) | loss: 4.291258 | lrm: 1.00 | dt: 762ms | tok/sec: 688,406 | mfu: 22.8% | epoch: 1 | remaining: 232s    
step 00101 (22.8%) | loss: 4.274019 | lrm: 1.00 | dt: 763ms | tok/sec: 687,567 | mfu: 22.7% | epoch: 1 | remaining: 231s    
step 00102 (23.0%) | loss: 4.255402 | lrm: 1.00 | dt: 763ms | tok/sec: 687,247 | mfu: 22.7% | epoch: 1 | remaining: 230s    
step 00103 (23.3%) | loss: 4.232213 | lrm: 1.00 | dt: 763ms | tok/sec: 687,339 | mfu: 22.7% | epoch: 1 | remaining: 229s    
step 00104 (23.5%) | loss: 4.217633 | lrm: 1.00 | dt: 765ms | tok/sec: 685,387 | mfu: 22.7% | epoch: 1 | remaining: 229s    
step 00105 (23.8%) | loss: 4.205124 | lrm: 1.00 | dt: 761ms | tok/sec: 688,776 | mfu: 22.8% | epoch: 1 | remaining: 228s    
step 00106 (24.1%) | loss: 4.190896 | lrm: 1.00 | dt: 763ms | tok/sec: 686,780 | mfu: 22.7% | epoch: 1 | remaining: 227s    
step 00107 (24.3%) | loss: 4.177516 | lrm: 1.00 | dt: 765ms | tok/sec: 685,369 | mfu: 22.7% | epoch: 1 | remaining: 226s    
step 00108 (24.6%) | loss: 4.163642 | lrm: 1.00 | dt: 770ms | tok/sec: 681,065 | mfu: 22.5% | epoch: 1 | remaining: 226s    
step 00109 (24.8%) | loss: 4.151209 | lrm: 1.00 | dt: 763ms | tok/sec: 686,872 | mfu: 22.7% | epoch: 1 | remaining: 225s    
step 00110 (25.1%) | loss: 4.136203 | lrm: 1.00 | dt: 773ms | tok/sec: 677,961 | mfu: 22.4% | epoch: 1 | remaining: 224s    
step 00111 (25.3%) | loss: 4.125751 | lrm: 1.00 | dt: 764ms | tok/sec: 685,944 | mfu: 22.7% | epoch: 1 | remaining: 223s    
step 00112 (25.6%) | loss: 4.114195 | lrm: 1.00 | dt: 772ms | tok/sec: 678,794 | mfu: 22.4% | epoch: 1 | remaining: 222s    
step 00113 (25.8%) | loss: 4.104705 | lrm: 1.00 | dt: 775ms | tok/sec: 676,449 | mfu: 22.4% | epoch: 1 | remaining: 222s    
step 00114 (26.1%) | loss: 4.097386 | lrm: 1.00 | dt: 766ms | tok/sec: 684,786 | mfu: 22.6% | epoch: 1 | remaining: 221s    
step 00115 (26.4%) | loss: 4.085873 | lrm: 1.00 | dt: 764ms | tok/sec: 685,966 | mfu: 22.7% | epoch: 1 | remaining: 220s    
step 00116 (26.6%) | loss: 4.072754 | lrm: 1.00 | dt: 764ms | tok/sec: 686,605 | mfu: 22.7% | epoch: 1 | remaining: 219s    
step 00117 (26.9%) | loss: 4.064594 | lrm: 1.00 | dt: 771ms | tok/sec: 679,976 | mfu: 22.5% | epoch: 1 | remaining: 219s    
step 00118 (27.1%) | loss: 4.047936 | lrm: 1.00 | dt: 766ms | tok/sec: 684,895 | mfu: 22.6% | epoch: 1 | remaining: 218s    
step 00119 (27.4%) | loss: 4.038785 | lrm: 1.00 | dt: 764ms | tok/sec: 685,805 | mfu: 22.7% | epoch: 1 | remaining: 217s    
step 00120 (27.6%) | loss: 4.030241 | lrm: 1.00 | dt: 777ms | tok/sec: 674,830 | mfu: 22.3% | epoch: 1 | remaining: 216s    
step 00121 (27.9%) | loss: 4.011028 | lrm: 1.00 | dt: 771ms | tok/sec: 679,847 | mfu: 22.5% | epoch: 1 | remaining: 216s    
step 00122 (28.1%) | loss: 3.998144 | lrm: 1.00 | dt: 772ms | tok/sec: 679,476 | mfu: 22.5% | epoch: 1 | remaining: 215s    
step 00123 (28.4%) | loss: 3.986359 | lrm: 1.00 | dt: 769ms | tok/sec: 681,494 | mfu: 22.5% | epoch: 1 | remaining: 214s    
step 00124 (28.7%) | loss: 3.977673 | lrm: 1.00 | dt: 778ms | tok/sec: 673,557 | mfu: 22.3% | epoch: 1 | remaining: 213s    
step 00125 (28.9%) | loss: 3.964711 | lrm: 1.00 | dt: 772ms | tok/sec: 679,524 | mfu: 22.5% | epoch: 1 | remaining: 212s    
step 00126 (29.2%) | loss: 3.950799 | lrm: 1.00 | dt: 767ms | tok/sec: 683,208 | mfu: 22.6% | epoch: 1 | remaining: 212s    
step 00127 (29.4%) | loss: 3.936730 | lrm: 1.00 | dt: 771ms | tok/sec: 679,671 | mfu: 22.5% | epoch: 1 | remaining: 211s    
step 00128 (29.7%) | loss: 3.930420 | lrm: 1.00 | dt: 768ms | tok/sec: 682,381 | mfu: 22.6% | epoch: 1 | remaining: 210s    
step 00129 (29.9%) | loss: 3.921293 | lrm: 1.00 | dt: 773ms | tok/sec: 677,878 | mfu: 22.4% | epoch: 1 | remaining: 209s    
step 00130 (30.2%) | loss: 3.913204 | lrm: 1.00 | dt: 770ms | tok/sec: 680,525 | mfu: 22.5% | epoch: 1 | remaining: 209s    
step 00131 (30.5%) | loss: 3.901170 | lrm: 1.00 | dt: 769ms | tok/sec: 681,634 | mfu: 22.5% | epoch: 1 | remaining: 208s    
step 00132 (30.7%) | loss: 3.891264 | lrm: 1.00 | dt: 778ms | tok/sec: 674,017 | mfu: 22.3% | epoch: 1 | remaining: 207s    
step 00133 (31.0%) | loss: 3.885387 | lrm: 1.00 | dt: 780ms | tok/sec: 672,566 | mfu: 22.2% | epoch: 1 | remaining: 206s    
step 00134 (31.2%) | loss: 3.871791 | lrm: 1.00 | dt: 779ms | tok/sec: 673,165 | mfu: 22.3% | epoch: 1 | remaining: 206s    
step 00135 (31.5%) | loss: 3.861115 | lrm: 1.00 | dt: 776ms | tok/sec: 675,844 | mfu: 22.3% | epoch: 1 | remaining: 205s    
step 00136 (31.8%) | loss: 3.849765 | lrm: 1.00 | dt: 779ms | tok/sec: 673,385 | mfu: 22.3% | epoch: 1 | remaining: 204s    
step 00137 (32.0%) | loss: 3.841103 | lrm: 1.00 | dt: 768ms | tok/sec: 682,792 | mfu: 22.6% | epoch: 1 | remaining: 203s    
step 00138 (32.3%) | loss: 3.835630 | lrm: 1.00 | dt: 781ms | tok/sec: 671,337 | mfu: 22.2% | epoch: 1 | remaining: 202s    
step 00139 (32.5%) | loss: 3.822031 | lrm: 1.00 | dt: 769ms | tok/sec: 681,687 | mfu: 22.5% | epoch: 1 | remaining: 202s    
step 00140 (32.8%) | loss: 3.810333 | lrm: 1.00 | dt: 773ms | tok/sec: 678,337 | mfu: 22.4% | epoch: 1 | remaining: 201s    
step 00141 (33.0%) | loss: 3.802685 | lrm: 1.00 | dt: 782ms | tok/sec: 670,538 | mfu: 22.2% | epoch: 1 | remaining: 200s    
step 00142 (33.3%) | loss: 3.795124 | lrm: 1.00 | dt: 781ms | tok/sec: 671,576 | mfu: 22.2% | epoch: 1 | remaining: 199s    
step 00143 (33.6%) | loss: 3.787055 | lrm: 1.00 | dt: 777ms | tok/sec: 674,674 | mfu: 22.3% | epoch: 1 | remaining: 199s    
step 00144 (33.8%) | loss: 3.785254 | lrm: 1.00 | dt: 775ms | tok/sec: 676,228 | mfu: 22.4% | epoch: 1 | remaining: 198s    
step 00145 (34.1%) | loss: 3.775911 | lrm: 1.00 | dt: 781ms | tok/sec: 671,450 | mfu: 22.2% | epoch: 1 | remaining: 197s    
step 00146 (34.3%) | loss: 3.766738 | lrm: 1.00 | dt: 775ms | tok/sec: 676,418 | mfu: 22.4% | epoch: 1 | remaining: 196s    
step 00147 (34.6%) | loss: 3.762741 | lrm: 1.00 | dt: 778ms | tok/sec: 674,252 | mfu: 22.3% | epoch: 1 | remaining: 195s    
step 00148 (34.9%) | loss: 3.754019 | lrm: 1.00 | dt: 775ms | tok/sec: 676,430 | mfu: 22.4% | epoch: 1 | remaining: 195s    
step 00149 (35.1%) | loss: 3.741221 | lrm: 1.00 | dt: 768ms | tok/sec: 682,575 | mfu: 22.6% | epoch: 1 | remaining: 194s    
step 00150 (35.4%) | loss: 3.736972 | lrm: 1.00 | dt: 770ms | tok/sec: 681,329 | mfu: 22.5% | epoch: 1 | remaining: 193s    
step 00151 (35.6%) | loss: 3.733490 | lrm: 1.00 | dt: 775ms | tok/sec: 676,397 | mfu: 22.4% | epoch: 1 | remaining: 192s    
