Warning: Flash-Attention 3 kernels are unavailable for compute capability (12, 0); falling back to torch SDPA.
Vocab size: 8,192
Blueprint metadata run_id=28 binary=011011
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL', 'norm_type': 'rmsnorm', 'attention_type': 'sliding_window', 'mlp_type': 'swiglu', 'use_value_embeddings': False, 'use_qk_norm': True, 'rope_base': 50000.0}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 0
  lm_head                 : 4,194,304
  transformer_matrices    : 33,554,432
  scalars                 : 16
  total                   : 41,943,056
Estimated FLOPs per token: 2.894070e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011380 | lrm: 1.00 | dt: 2789ms | tok/sec: 187,960 | mfu: 5.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.853477 | lrm: 1.00 | dt: 695ms | tok/sec: 754,256 | mfu: 22.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.462286 | lrm: 1.00 | dt: 697ms | tok/sec: 752,409 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.004141 | lrm: 1.00 | dt: 696ms | tok/sec: 752,780 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.603555 | lrm: 1.00 | dt: 697ms | tok/sec: 752,384 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.265604 | lrm: 1.00 | dt: 697ms | tok/sec: 752,612 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.012189 | lrm: 1.00 | dt: 696ms | tok/sec: 753,198 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.804155 | lrm: 1.00 | dt: 696ms | tok/sec: 752,831 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.627590 | lrm: 1.00 | dt: 697ms | tok/sec: 751,823 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.998233 | lrm: 1.00 | dt: 698ms | tok/sec: 751,254 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.803661 | lrm: 1.00 | dt: 698ms | tok/sec: 751,117 | mfu: 22.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.637298 | lrm: 1.00 | dt: 698ms | tok/sec: 751,268 | mfu: 22.0% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.494443 | lrm: 1.00 | dt: 698ms | tok/sec: 751,431 | mfu: 22.0% | epoch: 1 | remaining: 299s    
step 00013 (0.5%) | loss: 6.374724 | lrm: 1.00 | dt: 697ms | tok/sec: 751,861 | mfu: 22.0% | epoch: 1 | remaining: 298s    
step 00014 (0.7%) | loss: 6.265124 | lrm: 1.00 | dt: 698ms | tok/sec: 750,849 | mfu: 22.0% | epoch: 1 | remaining: 297s    
step 00015 (0.9%) | loss: 6.172344 | lrm: 1.00 | dt: 699ms | tok/sec: 750,432 | mfu: 21.9% | epoch: 1 | remaining: 297s    
step 00050 (9.1%) | loss: 5.098414 | lrm: 1.00 | dt: 705ms | tok/sec: 743,722 | mfu: 21.8% | epoch: 1 | remaining: 272s    
step 00051 (9.3%) | loss: 5.080952 | lrm: 1.00 | dt: 705ms | tok/sec: 744,089 | mfu: 21.8% | epoch: 1 | remaining: 271s    
step 00052 (9.6%) | loss: 5.061300 | lrm: 1.00 | dt: 705ms | tok/sec: 743,384 | mfu: 21.7% | epoch: 1 | remaining: 271s    
step 00053 (9.8%) | loss: 5.043191 | lrm: 1.00 | dt: 705ms | tok/sec: 743,555 | mfu: 21.7% | epoch: 1 | remaining: 270s    
step 00054 (10.1%) | loss: 5.023960 | lrm: 1.00 | dt: 705ms | tok/sec: 743,157 | mfu: 21.7% | epoch: 1 | remaining: 269s    
step 00055 (10.3%) | loss: 5.002170 | lrm: 1.00 | dt: 705ms | tok/sec: 743,777 | mfu: 21.8% | epoch: 1 | remaining: 268s    
step 00056 (10.5%) | loss: 4.984653 | lrm: 1.00 | dt: 706ms | tok/sec: 742,499 | mfu: 21.7% | epoch: 1 | remaining: 268s    
step 00057 (10.8%) | loss: 4.967122 | lrm: 1.00 | dt: 705ms | tok/sec: 743,210 | mfu: 21.7% | epoch: 1 | remaining: 267s    
step 00058 (11.0%) | loss: 4.950269 | lrm: 1.00 | dt: 706ms | tok/sec: 743,113 | mfu: 21.7% | epoch: 1 | remaining: 266s    
step 00059 (11.2%) | loss: 4.927390 | lrm: 1.00 | dt: 706ms | tok/sec: 742,683 | mfu: 21.7% | epoch: 1 | remaining: 266s    
step 00060 (11.5%) | loss: 4.910436 | lrm: 1.00 | dt: 705ms | tok/sec: 743,186 | mfu: 21.7% | epoch: 1 | remaining: 265s    
step 00061 (11.7%) | loss: 4.897760 | lrm: 1.00 | dt: 705ms | tok/sec: 743,779 | mfu: 21.8% | epoch: 1 | remaining: 264s    
step 00062 (11.9%) | loss: 4.880057 | lrm: 1.00 | dt: 705ms | tok/sec: 743,157 | mfu: 21.7% | epoch: 1 | remaining: 263s    
step 00063 (12.2%) | loss: 4.859051 | lrm: 1.00 | dt: 706ms | tok/sec: 742,689 | mfu: 21.7% | epoch: 1 | remaining: 263s    
step 00064 (12.4%) | loss: 4.838991 | lrm: 1.00 | dt: 706ms | tok/sec: 742,650 | mfu: 21.7% | epoch: 1 | remaining: 262s    
step 00065 (12.6%) | loss: 4.822222 | lrm: 1.00 | dt: 706ms | tok/sec: 742,747 | mfu: 21.7% | epoch: 1 | remaining: 261s    
step 00066 (12.9%) | loss: 4.807297 | lrm: 1.00 | dt: 707ms | tok/sec: 742,014 | mfu: 21.7% | epoch: 1 | remaining: 261s    
step 00067 (13.1%) | loss: 4.790094 | lrm: 1.00 | dt: 709ms | tok/sec: 739,940 | mfu: 21.6% | epoch: 1 | remaining: 260s    
step 00068 (13.3%) | loss: 4.770377 | lrm: 1.00 | dt: 712ms | tok/sec: 736,813 | mfu: 21.6% | epoch: 1 | remaining: 259s    
step 00069 (13.6%) | loss: 4.748344 | lrm: 1.00 | dt: 708ms | tok/sec: 740,356 | mfu: 21.7% | epoch: 1 | remaining: 259s    
step 00070 (13.8%) | loss: 4.728653 | lrm: 1.00 | dt: 708ms | tok/sec: 740,007 | mfu: 21.6% | epoch: 1 | remaining: 258s    
step 00071 (14.1%) | loss: 4.701788 | lrm: 1.00 | dt: 708ms | tok/sec: 740,220 | mfu: 21.6% | epoch: 1 | remaining: 257s    
step 00072 (14.3%) | loss: 4.688394 | lrm: 1.00 | dt: 708ms | tok/sec: 740,121 | mfu: 21.6% | epoch: 1 | remaining: 256s    
step 00073 (14.5%) | loss: 4.671399 | lrm: 1.00 | dt: 710ms | tok/sec: 737,918 | mfu: 21.6% | epoch: 1 | remaining: 256s    
step 00074 (14.8%) | loss: 4.648215 | lrm: 1.00 | dt: 710ms | tok/sec: 738,308 | mfu: 21.6% | epoch: 1 | remaining: 255s    
step 00075 (15.0%) | loss: 4.627795 | lrm: 1.00 | dt: 712ms | tok/sec: 736,368 | mfu: 21.5% | epoch: 1 | remaining: 254s    
step 00076 (15.2%) | loss: 4.610379 | lrm: 1.00 | dt: 713ms | tok/sec: 735,566 | mfu: 21.5% | epoch: 1 | remaining: 254s    
step 00077 (15.5%) | loss: 4.594752 | lrm: 1.00 | dt: 718ms | tok/sec: 730,297 | mfu: 21.4% | epoch: 1 | remaining: 253s    
step 00078 (15.7%) | loss: 4.572851 | lrm: 1.00 | dt: 712ms | tok/sec: 736,348 | mfu: 21.5% | epoch: 1 | remaining: 252s    
step 00079 (16.0%) | loss: 4.550637 | lrm: 1.00 | dt: 710ms | tok/sec: 738,014 | mfu: 21.6% | epoch: 1 | remaining: 251s    
step 00080 (16.2%) | loss: 4.532699 | lrm: 1.00 | dt: 712ms | tok/sec: 736,521 | mfu: 21.5% | epoch: 1 | remaining: 251s    
step 00081 (16.4%) | loss: 4.515198 | lrm: 1.00 | dt: 715ms | tok/sec: 732,819 | mfu: 21.4% | epoch: 1 | remaining: 250s    
step 00082 (16.7%) | loss: 4.498365 | lrm: 1.00 | dt: 713ms | tok/sec: 735,287 | mfu: 21.5% | epoch: 1 | remaining: 249s    
step 00083 (16.9%) | loss: 4.475231 | lrm: 1.00 | dt: 712ms | tok/sec: 736,573 | mfu: 21.5% | epoch: 1 | remaining: 249s    
step 00084 (17.1%) | loss: 4.453983 | lrm: 1.00 | dt: 719ms | tok/sec: 729,494 | mfu: 21.3% | epoch: 1 | remaining: 248s    
step 00085 (17.4%) | loss: 4.440285 | lrm: 1.00 | dt: 715ms | tok/sec: 733,010 | mfu: 21.4% | epoch: 1 | remaining: 247s    
step 00086 (17.6%) | loss: 4.420648 | lrm: 1.00 | dt: 714ms | tok/sec: 734,562 | mfu: 21.5% | epoch: 1 | remaining: 246s    
step 00087 (17.9%) | loss: 4.405351 | lrm: 1.00 | dt: 719ms | tok/sec: 729,680 | mfu: 21.3% | epoch: 1 | remaining: 246s    
step 00088 (18.1%) | loss: 4.390264 | lrm: 1.00 | dt: 716ms | tok/sec: 731,893 | mfu: 21.4% | epoch: 1 | remaining: 245s    
step 00089 (18.3%) | loss: 4.372773 | lrm: 1.00 | dt: 722ms | tok/sec: 725,964 | mfu: 21.2% | epoch: 1 | remaining: 244s    
step 00090 (18.6%) | loss: 4.358269 | lrm: 1.00 | dt: 718ms | tok/sec: 730,099 | mfu: 21.4% | epoch: 1 | remaining: 244s    
step 00091 (18.8%) | loss: 4.338306 | lrm: 1.00 | dt: 717ms | tok/sec: 730,837 | mfu: 21.4% | epoch: 1 | remaining: 243s    
step 00092 (19.1%) | loss: 4.322134 | lrm: 1.00 | dt: 722ms | tok/sec: 725,767 | mfu: 21.2% | epoch: 1 | remaining: 242s    
step 00093 (19.3%) | loss: 4.304135 | lrm: 1.00 | dt: 729ms | tok/sec: 718,886 | mfu: 21.0% | epoch: 1 | remaining: 241s    
step 00094 (19.5%) | loss: 4.288732 | lrm: 1.00 | dt: 723ms | tok/sec: 725,180 | mfu: 21.2% | epoch: 1 | remaining: 241s    
step 00095 (19.8%) | loss: 4.271746 | lrm: 1.00 | dt: 719ms | tok/sec: 729,173 | mfu: 21.3% | epoch: 1 | remaining: 240s    
step 00096 (20.0%) | loss: 4.253991 | lrm: 1.00 | dt: 717ms | tok/sec: 731,044 | mfu: 21.4% | epoch: 1 | remaining: 239s    
step 00097 (20.3%) | loss: 4.241192 | lrm: 1.00 | dt: 723ms | tok/sec: 724,980 | mfu: 21.2% | epoch: 1 | remaining: 238s    
step 00098 (20.5%) | loss: 4.224691 | lrm: 1.00 | dt: 715ms | tok/sec: 732,779 | mfu: 21.4% | epoch: 1 | remaining: 238s    
step 00099 (20.7%) | loss: 4.208949 | lrm: 1.00 | dt: 723ms | tok/sec: 724,945 | mfu: 21.2% | epoch: 1 | remaining: 237s    
step 00100 (21.0%) | loss: 4.194546 | lrm: 1.00 | dt: 719ms | tok/sec: 728,758 | mfu: 21.3% | epoch: 1 | remaining: 236s    
step 00101 (21.2%) | loss: 4.175688 | lrm: 1.00 | dt: 731ms | tok/sec: 716,805 | mfu: 21.0% | epoch: 1 | remaining: 236s    
step 00102 (21.5%) | loss: 4.158735 | lrm: 1.00 | dt: 718ms | tok/sec: 730,503 | mfu: 21.4% | epoch: 1 | remaining: 235s    
step 00103 (21.7%) | loss: 4.138688 | lrm: 1.00 | dt: 720ms | tok/sec: 728,216 | mfu: 21.3% | epoch: 1 | remaining: 234s    
step 00104 (21.9%) | loss: 4.125629 | lrm: 1.00 | dt: 723ms | tok/sec: 725,004 | mfu: 21.2% | epoch: 1 | remaining: 233s    
step 00105 (22.2%) | loss: 4.111757 | lrm: 1.00 | dt: 729ms | tok/sec: 718,896 | mfu: 21.0% | epoch: 1 | remaining: 233s    
step 00106 (22.4%) | loss: 4.097539 | lrm: 1.00 | dt: 714ms | tok/sec: 733,928 | mfu: 21.5% | epoch: 1 | remaining: 232s    
step 00107 (22.7%) | loss: 4.086554 | lrm: 1.00 | dt: 718ms | tok/sec: 730,637 | mfu: 21.4% | epoch: 1 | remaining: 231s    
step 00108 (22.9%) | loss: 4.075751 | lrm: 1.00 | dt: 731ms | tok/sec: 717,570 | mfu: 21.0% | epoch: 1 | remaining: 231s    
step 00109 (23.1%) | loss: 4.063660 | lrm: 1.00 | dt: 724ms | tok/sec: 723,703 | mfu: 21.2% | epoch: 1 | remaining: 230s    
step 00110 (23.4%) | loss: 4.048321 | lrm: 1.00 | dt: 724ms | tok/sec: 724,344 | mfu: 21.2% | epoch: 1 | remaining: 229s    
step 00111 (23.6%) | loss: 4.042402 | lrm: 1.00 | dt: 725ms | tok/sec: 723,048 | mfu: 21.1% | epoch: 1 | remaining: 228s    
step 00112 (23.9%) | loss: 4.033481 | lrm: 1.00 | dt: 729ms | tok/sec: 719,146 | mfu: 21.0% | epoch: 1 | remaining: 228s    
step 00113 (24.1%) | loss: 4.025767 | lrm: 1.00 | dt: 729ms | tok/sec: 719,375 | mfu: 21.0% | epoch: 1 | remaining: 227s    
step 00114 (24.4%) | loss: 4.019578 | lrm: 1.00 | dt: 724ms | tok/sec: 724,367 | mfu: 21.2% | epoch: 1 | remaining: 226s    
step 00115 (24.6%) | loss: 4.008730 | lrm: 1.00 | dt: 723ms | tok/sec: 724,660 | mfu: 21.2% | epoch: 1 | remaining: 225s    
step 00116 (24.8%) | loss: 3.995469 | lrm: 1.00 | dt: 720ms | tok/sec: 728,087 | mfu: 21.3% | epoch: 1 | remaining: 225s    
step 00117 (25.1%) | loss: 3.989958 | lrm: 1.00 | dt: 731ms | tok/sec: 717,650 | mfu: 21.0% | epoch: 1 | remaining: 224s    
step 00118 (25.3%) | loss: 3.976428 | lrm: 1.00 | dt: 727ms | tok/sec: 720,724 | mfu: 21.1% | epoch: 1 | remaining: 223s    
step 00119 (25.6%) | loss: 3.967960 | lrm: 1.00 | dt: 728ms | tok/sec: 720,065 | mfu: 21.1% | epoch: 1 | remaining: 223s    
step 00120 (25.8%) | loss: 3.962637 | lrm: 1.00 | dt: 724ms | tok/sec: 723,964 | mfu: 21.2% | epoch: 1 | remaining: 222s    
step 00121 (26.1%) | loss: 3.945166 | lrm: 1.00 | dt: 725ms | tok/sec: 723,097 | mfu: 21.1% | epoch: 1 | remaining: 221s    
step 00122 (26.3%) | loss: 3.933737 | lrm: 1.00 | dt: 726ms | tok/sec: 722,202 | mfu: 21.1% | epoch: 1 | remaining: 220s    
step 00123 (26.5%) | loss: 3.921313 | lrm: 1.00 | dt: 722ms | tok/sec: 726,528 | mfu: 21.2% | epoch: 1 | remaining: 220s    
step 00124 (26.8%) | loss: 3.911649 | lrm: 1.00 | dt: 717ms | tok/sec: 731,271 | mfu: 21.4% | epoch: 1 | remaining: 219s    
step 00125 (27.0%) | loss: 3.898755 | lrm: 1.00 | dt: 723ms | tok/sec: 725,232 | mfu: 21.2% | epoch: 1 | remaining: 218s    
step 00126 (27.3%) | loss: 3.887206 | lrm: 1.00 | dt: 728ms | tok/sec: 720,037 | mfu: 21.1% | epoch: 1 | remaining: 218s    
step 00127 (27.5%) | loss: 3.874896 | lrm: 1.00 | dt: 723ms | tok/sec: 725,655 | mfu: 21.2% | epoch: 1 | remaining: 217s    
step 00128 (27.7%) | loss: 3.868711 | lrm: 1.00 | dt: 722ms | tok/sec: 725,787 | mfu: 21.2% | epoch: 1 | remaining: 216s    
step 00129 (28.0%) | loss: 3.859181 | lrm: 1.00 | dt: 734ms | tok/sec: 714,151 | mfu: 20.9% | epoch: 1 | remaining: 215s    
step 00130 (28.2%) | loss: 3.851339 | lrm: 1.00 | dt: 738ms | tok/sec: 709,996 | mfu: 20.8% | epoch: 1 | remaining: 215s    
step 00131 (28.5%) | loss: 3.840982 | lrm: 1.00 | dt: 729ms | tok/sec: 719,082 | mfu: 21.0% | epoch: 1 | remaining: 214s    
step 00132 (28.7%) | loss: 3.830877 | lrm: 1.00 | dt: 729ms | tok/sec: 718,736 | mfu: 21.0% | epoch: 1 | remaining: 213s    
step 00133 (29.0%) | loss: 3.826369 | lrm: 1.00 | dt: 729ms | tok/sec: 719,676 | mfu: 21.0% | epoch: 1 | remaining: 212s    
step 00134 (29.2%) | loss: 3.814839 | lrm: 1.00 | dt: 727ms | tok/sec: 721,030 | mfu: 21.1% | epoch: 1 | remaining: 212s    
step 00135 (29.4%) | loss: 3.804758 | lrm: 1.00 | dt: 731ms | tok/sec: 717,008 | mfu: 21.0% | epoch: 1 | remaining: 211s    
step 00136 (29.7%) | loss: 3.793953 | lrm: 1.00 | dt: 730ms | tok/sec: 717,874 | mfu: 21.0% | epoch: 1 | remaining: 210s    
step 00137 (29.9%) | loss: 3.786546 | lrm: 1.00 | dt: 720ms | tok/sec: 728,121 | mfu: 21.3% | epoch: 1 | remaining: 209s    
step 00138 (30.2%) | loss: 3.783578 | lrm: 1.00 | dt: 723ms | tok/sec: 725,642 | mfu: 21.2% | epoch: 1 | remaining: 209s    
step 00139 (30.4%) | loss: 3.772182 | lrm: 1.00 | dt: 724ms | tok/sec: 724,319 | mfu: 21.2% | epoch: 1 | remaining: 208s    
step 00140 (30.7%) | loss: 3.762938 | lrm: 1.00 | dt: 719ms | tok/sec: 729,496 | mfu: 21.3% | epoch: 1 | remaining: 207s    
step 00141 (30.9%) | loss: 3.758272 | lrm: 1.00 | dt: 720ms | tok/sec: 728,364 | mfu: 21.3% | epoch: 1 | remaining: 207s    
step 00142 (31.1%) | loss: 3.751992 | lrm: 1.00 | dt: 724ms | tok/sec: 724,025 | mfu: 21.2% | epoch: 1 | remaining: 206s    
step 00143 (31.4%) | loss: 3.743141 | lrm: 1.00 | dt: 720ms | tok/sec: 727,972 | mfu: 21.3% | epoch: 1 | remaining: 205s    
step 00144 (31.6%) | loss: 3.744076 | lrm: 1.00 | dt: 722ms | tok/sec: 726,303 | mfu: 21.2% | epoch: 1 | remaining: 204s    
step 00145 (31.9%) | loss: 3.737353 | lrm: 1.00 | dt: 733ms | tok/sec: 715,306 | mfu: 20.9% | epoch: 1 | remaining: 204s    
step 00146 (32.1%) | loss: 3.732494 | lrm: 1.00 | dt: 740ms | tok/sec: 708,815 | mfu: 20.7% | epoch: 1 | remaining: 203s    
step 00147 (32.3%) | loss: 3.730226 | lrm: 1.00 | dt: 727ms | tok/sec: 721,198 | mfu: 21.1% | epoch: 1 | remaining: 202s    
step 00148 (32.6%) | loss: 3.720461 | lrm: 1.00 | dt: 724ms | tok/sec: 724,169 | mfu: 21.2% | epoch: 1 | remaining: 202s    
step 00149 (32.8%) | loss: 3.707034 | lrm: 1.00 | dt: 727ms | tok/sec: 721,617 | mfu: 21.1% | epoch: 1 | remaining: 201s    
step 00150 (33.1%) | loss: 3.701719 | lrm: 1.00 | dt: 733ms | tok/sec: 715,747 | mfu: 20.9% | epoch: 1 | remaining: 200s    
